Time,Event
2015-10-28-17:55:14,Background
2015-10-28-17:56:14,Straight Stream
2015-10-28-17:57:14,'O' Straight Stream
2015-10-28-17:58:15,Narrow Fog
2015-10-28-17:59:15,'O' Narrow Fog
2015-10-28-18:00:15,Nozzle Off
2015-10-28-18:01:15,End Test
