,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-14:47:17,Background,2.0,-852.6147204494796
1,2015-10-28-14:48:20,Straight Stream,65.0,10058.81817033985
2,2015-10-28-14:49:20,Narrow Fog,125.0,22977.783219935816
3,2015-10-28-14:50:20,Nozzle Off,185.0,-1314.5229755752398
4,2015-10-28-14:51:20,End Test,245.0,NaN
