,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-26-15:51:52,Background,2.0,-142.18471852090863
1,2015-10-26-15:52:54,Straight Stream,64.0,3588.403074326135
2,2015-10-26-15:53:55,Straight Stream 'O',125.0,12198.730615872135
3,2015-10-26-15:54:55,Straight Stream 'Z',185.0,11329.335803328564
4,2015-10-26-15:55:55,Straight Stream 'n',245.0,12575.564166828513
5,2015-10-26-15:56:56,Narrow Fog,306.0,21730.25466416444
6,2015-10-26-15:58:13,Narrow Fog 'O',383.0,30344.772472899756
7,2015-10-26-15:59:13,Nozzle Off,443.0,-2809.792787447737
8,2015-10-26-16:00:13,End Test,503.0,NaN
