,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-14:35:03,Background,0.0,-1217.9903007180471
1,2015-10-28-14:36:03,Nozzle On,60.0,7893.5391177880665
2,2015-10-28-14:37:03,'O' Pattern ,120.0,16535.09480289417
3,2015-10-28-14:38:04,Nozzle Off,181.0,-2508.19081833244
4,2015-10-28-14:39:32,End Test,269.0,NaN
