,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-27-13:07:19,Background,0.0,-42.22073729999358
1,2015-10-27-13:08:21,SB Fixed,62.0,5098.937121520105
2,2015-10-27-13:09:31,SB 'O' ,132.0,21607.0082233482
3,2015-10-27-13:10:41,SB 'Z',202.0,16937.85973427853
4,2015-10-27-13:11:41,SB 'n',262.0,19974.26447863439
5,2015-10-27-13:12:42,Nozzle Off,323.0,-2129.4764004558688
6,2015-10-27-13:13:42,End Test,383.0,NaN
