,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-07:32:10,Background,1.0,-256.81446642397043
1,2015-10-28-07:33:36,Nozzle On,87.0,9140.643688122438
2,2015-10-28-07:34:36,Straight Stream 'O',147.0,19278.861042478155
3,2015-10-28-07:35:37,Straight Stream 'Z',208.0,16655.247059127807
4,2015-10-28-07:36:37,Straight Stream 'n',268.0,18163.84708396036
5,2015-10-28-07:37:39,Narrow Fog,330.0,24036.8422408106
6,2015-10-28-07:38:44,Narrow Fog 'O',395.0,23934.79443721992
7,2015-10-28-07:39:44,Nozzle Off,455.0,1393.5899258799022
8,2015-10-28-07:40:53,End Test,524.0,NaN
