Time,Elapsed Time,BDP1V,BDP2V,BDP3V,BDP4V,BDP5V,PressureV,Matrix1VLR,Matrix2VLR,Matrix3VLR,Matrix4VLR,Matrix5VLR,Matrix1VHR,Matrix2VHR,Matrix3VHR,Matrix4VHR,Matrix5VHR,Matrix5PressLR,Matrix4PressLR,Matrix3PressLR,Matrix2PressLR,Matrix1PressLR,Matrix5VelLR,Matrix4VelLR,Matrix3VelLR,Matrix2VelLR,Matrix1VelLR,Matrix5FlowLR,Matrix4FlowLR,Matrix3FlowLR,Matrix2FlowLR,Matrix1FlowLR,TotalFlowLR,Matrix5PressHR,Matrix4PressHR,Matrix3PressHR,Matrix2PressHR,Matrix1PressHR,Matrix5VelHR,Matrix4VelHR,Matrix3VelHR,Matrix2VelHR,Matrix1VelHR,Matrix5FlowHR,Matrix4FlowHR,Matrix3FlowHR,Matrix2FlowHR,Matrix1FlowHR,TotalFlowHR,Pressure,BDP1Vel,BDP2Vel,BDP3Vel,BDP4Vel,BDP5Vel,BDP1Flow,BDP2Flow,BDP3Flow,BDP4Flow,BDP5Flow,TotalBDPFlow
2015-10-26 17:14:36,00:00:01,2.494775753,2.483764426,2.490936321,2.489455039,2.486734041,2.466149964,2.571260393,2.488882519,2.539340818,2.501208535,2.553641234,2.485957158,2.517432059,2.48891734,2.491841276,2.495550122,0.001072825,2.41707E-05,0.000786816,-0.00022235,0.001425208,104.9438243,15.75205277,89.87299156,-47.77610072,120.9571683,279.1505726,41.90046037,239.0621575,-127.0844279,321.7460678,754.7748304,-0.000889976,-0.001631745,-0.002216532,0.003486412,-0.002808568,-95.58319491,-129.4251338,-150.8445106,189.182888,-169.7989542,-292.4845764,-370.1558826,-431.4153005,541.0630596,-485.6250091,-1038.617709,0.337146354,-53.38985903,-94.11974984,-70.32329507,-75.85241829,-85.07780308,-152.6949968,-269.1824846,-201.1246239,-216.9379163,-260.3380774,-1100.278099
2015-10-26 17:14:37,00:00:02,2.493860033,2.482848749,2.494751823,2.4790759,2.499858138,2.465386828,2.570344672,2.48659354,2.536898897,2.502124277,2.555930589,2.48519404,2.498508056,2.48906996,2.491841276,2.494939613,0.001118612,4.24855E-05,0.000737978,-0.000268129,0.001406893,107.159876,20.88397172,87.03906063,-52.46438269,120.1774849,285.0452702,55.55136479,231.5239013,-139.5552579,319.6721098,752.2373881,-0.001012077,-0.001631745,-0.002186008,-0.000298389,-0.002961192,-101.9293739,-129.4251338,-149.8022649,-55.34568475,-174.3515436,-311.903884,-370.1558826,-428.4344775,-158.2886584,-498.6454147,-1767.428317,0.344747191,-57.88019191,-96.73749767,-53.51200141,-106.8489689,-8.797929625,-165.5373489,-276.6692433,-153.044324,-305.5880512,-26.92166465,-927.7606321
2015-10-26 17:14:38,00:00:03,2.486839509,2.482848749,2.492309901,2.48426547,2.487802282,2.463250047,2.570497292,2.486746138,2.534914836,2.50517675,2.553183363,2.485957158,2.498660669,2.48906996,2.492451685,2.495092241,0.001063667,0.000103535,0.000698297,-0.000265077,0.001409946,104.4949745,32.60139011,84.6666752,-52.16494104,120.307783,277.9566323,86.71969768,225.213356,-138.7587432,320.0187028,771.1496456,-0.000981552,-0.001509663,-0.002186008,-0.000267866,-0.002808568,-100.3804499,-124.4894405,-149.8022649,-52.43864678,-169.7989542,-307.1641768,-356.0397999,-428.4344775,-149.9745298,-485.6250091,-1727.237993,0.366029533,-84.73893226,-96.73749767,-64.77581707,-92.65606166,-81.58047807,-242.3533463,-276.6692433,-185.2588368,-264.9963363,-249.6362629,-1218.914026
2015-10-26 17:14:39,00:00:04,2.485008068,2.4834592,2.48910488,2.497086759,2.491770032,2.459281739,2.568665851,2.486898737,2.536441036,2.505634621,2.556083213,2.485957158,2.499271121,2.48906996,2.492451685,2.495397495,0.001121664,0.000112692,0.000728821,-0.000262025,0.001373317,107.3059856,34.01260341,86.49736253,-51.86377057,118.7347685,285.4339217,90.47352508,230.0829843,-137.9576297,315.8344842,783.8672857,-0.000920501,-0.001509663,-0.002186008,-0.000145776,-0.002808568,-97.20858849,-124.4894405,-149.8022649,-38.68435211,-169.7989542,-297.4582808,-356.0397999,-428.4344775,-110.637247,-485.6250091,-1678.194814,0.405553883,-90.44316324,-95.0003475,-77.10152376,-39.86898327,-67.01098871,-258.6674469,-271.7009939,-220.510358,-114.0252922,-205.0536255,-1069.957716
2015-10-26 17:14:40,00:00:05,2.48821309,2.483153974,2.486357718,2.485639179,2.490091368,2.468286746,2.567597511,2.487051336,2.536593656,2.506702987,2.557609449,2.485041416,2.497744991,2.48845948,2.492146481,2.49570275,0.001152189,0.00013406,0.000731873,-0.000258973,0.00135195,108.7562859,37.09724811,86.67830471,-51.56084096,117.8074776,289.2917205,98.67867999,230.5642905,-137.151837,313.3678903,794.7507444,-0.00085945,-0.001570704,-0.002308104,-0.000451002,-0.002991717,-93.92967913,-126.9812704,-153.9289118,-68.04271117,-175.24787,-287.4248181,-363.1664333,-440.2366878,-194.6021539,-501.2089082,-1786.639001,0.315864012,-80.19493306,-95.87285716,-86.27608981,-88.51901562,-73.52817554,-229.3575085,-274.1963715,-246.7496168,-253.1643847,-224.9962171,-1228.464099
2015-10-26 17:14:41,00:00:06,2.484092348,2.483764426,2.486510338,2.487165523,2.487039253,2.467218355,2.567292271,2.486135744,2.540409159,2.507618729,2.556846331,2.485804534,2.498050217,2.48891734,2.492756889,2.496160631,0.001136927,0.000152375,0.000808183,-0.000277285,0.001345845,108.0335695,39.55020766,91.08511457,-53.35262487,117.5411936,287.3692948,105.2035524,242.2864047,-141.9179822,312.6595751,805.6008449,-0.000767874,-0.001448622,-0.002216532,-0.000389957,-0.002839093,-88.78455407,-121.9467039,-150.8445106,-63.27040583,-170.7191847,-271.6807354,-348.767573,-431.4153005,-180.9533607,-488.2568683,-1721.073838,0.326505183,-93.16439956,-94.11974984,-85.7921349,-83.68276656,-84.09341039,-266.4501827,-269.1824846,-245.3655058,-239.3327124,-257.3258358,-1277.656721
2015-10-26 17:14:42,00:00:07,2.483329247,2.483611813,2.484373657,2.491439286,2.483834531,2.463707929,2.568818471,2.483999363,2.540867019,2.508992342,2.561730288,2.484583545,2.496981927,2.489985681,2.491993878,2.496008004,0.001234606,0.000179847,0.00081734,-0.000320013,0.001376369,112.5788111,42.96787857,91.59968584,-57.31603489,118.8666481,299.4596376,114.294557,243.6551643,-152.4606528,316.185284,821.1339902,-0.000798399,-0.001601224,-0.002002864,-0.000603615,-0.003083291,-90.53209137,-128.2090252,-143.3897889,-78.71769982,-177.9097566,-277.0281996,-366.677812,-410.0947961,-225.1326215,-508.8219038,-1787.755333,0.361469031,-95.37280353,-94.56107375,-92.33697023,-68.3442422,-93.9163255,-272.7662181,-270.4446709,-264.0837348,-195.4645327,-287.383956,-1290.143113
2015-10-26 17:14:44,00:00:08,2.48806047,2.482085684,2.49032584,2.48151805,2.503062859,2.469813018,2.568360611,2.481405187,2.538882958,2.508687095,2.564782762,2.485499287,2.495455797,2.48845948,2.492909492,2.49677114,0.001295655,0.000173742,0.000777659,-0.000371896,0.001367212,115.3286568,42.23230461,89.34847654,-61.78789736,118.4705689,306.7742271,112.3379303,237.6669476,-164.355807,315.1317132,807.5550111,-0.000645772,-0.001418102,-0.002308104,-0.000908841,-0.002900143,-81.4201875,-120.6552422,-153.9289118,-96.59092975,-172.5449228,-249.1457737,-345.0739927,-440.2366878,-276.2500591,-493.4784793,-1804.184993,0.300662339,-80.71245597,-98.86602167,-72.65300321,-100.4201426,40.87995793,-230.8376241,-282.756822,-207.7875892,-287.2016078,125.0926713,-883.4909717
2015-10-26 17:14:45,00:00:09,2.483481867,2.482543523,2.484678897,2.483197029,2.493753907,2.466607846,2.568360611,2.479726602,2.537814617,2.509297589,2.563103901,2.485499287,2.494845346,2.48922258,2.492909492,2.496313258,0.001262078,0.000185952,0.000756292,-0.000405468,0.001367212,113.824463,43.69107031,88.11246663,-64.51649715,118.4705689,302.7730716,116.218247,234.3791612,-171.6138824,315.1317132,796.8883106,-0.000737348,-0.001418102,-0.002155484,-0.001030931,-0.002900143,-87.00192247,-120.6552422,-148.7527167,-102.8743908,-172.5449228,-266.2258828,-345.0739927,-425.4327697,-294.2207578,-493.4784793,-1824.431882,0.332585852,-94.93523261,-97.59447817,-91.43068165,-95.75026505,-58.37826403,-271.5147653,-279.1202076,-261.4917495,-273.845758,-178.6374879,-1264.609968
2015-10-26 17:14:46,00:00:10,2.484855448,2.483001362,2.488341779,2.490218211,2.488717916,2.472102427,2.568818471,2.481099989,2.537661997,2.508534471,2.563409149,2.48519404,2.493319216,2.4893752,2.493062094,2.496465886,0.001268183,0.000170689,0.00075324,-0.000378,0.001376369,114.0994278,41.85967074,87.93447556,-62.29289698,118.8666481,303.5044778,111.3467242,233.905705,-165.699106,316.185284,799.2430851,-0.000706823,-0.001387581,-0.00212496,-0.001336157,-0.002961192,-85.18199332,-119.3498067,-147.6957105,-117.1173417,-174.3515436,-260.6568996,-341.3404472,-422.4097319,-334.9555973,-498.6454147,-1858.008091,0.277859829,-90.90235992,-96.30614776,-79.7559482,-73.05603333,-78.45878969,-259.9807494,-275.4355826,-228.1020119,-208.9402553,-240.0838965,-1212.542496
2015-10-26 17:14:47,00:00:11,2.481497806,2.482085684,2.492004661,2.487318157,2.483987137,2.464623692,2.570802533,2.483999363,2.536441036,2.509908084,2.564324891,2.485651911,2.495761023,2.48952782,2.493062094,2.496160631,0.001286498,0.000198162,0.000728821,-0.000320013,0.001416051,114.9203747,45.10267949,86.49736253,-57.31603489,120.5679569,305.6881967,119.9731275,230.0829843,-152.4606528,320.7107653,823.994421,-0.000767874,-0.001387581,-0.002094436,-0.000847795,-0.002869618,-88.78455407,-119.3498067,-146.6310849,-93.2906288,-171.6344814,-271.6807354,-341.3404472,-419.3649028,-266.8111984,-490.8746169,-1790.071901,0.352348027,-100.4751252,-98.86602167,-66.04886827,-83.18367838,-93.47197838,-287.3588582,-282.756822,-188.8997633,-237.9053202,-286.0242538,-1282.945017
2015-10-26 17:14:48,00:00:12,2.48851833,2.482696136,2.492157281,2.490370845,2.489023128,2.462944792,2.570344672,2.481710384,2.540714399,2.510823826,2.56264603,2.485346663,2.492250926,2.48968044,2.493062094,2.496160631,0.001252921,0.000216477,0.000814288,-0.000365792,0.001406893,113.4107659,47.14090375,91.42848387,-61.27873617,120.1774849,301.6726373,125.394804,243.1997671,-163.0014382,319.6721098,826.9378799,-0.000767874,-0.001387581,-0.002063912,-0.001549815,-0.002930667,-88.78455407,-119.3498067,-145.5586728,-126.1340705,-173.4505854,-271.6807354,-341.3404472,-416.2978041,-360.7434417,-496.0686742,-1886.131103,0.369069868,-79.14973635,-97.16693271,-65.4154396,-72.48381154,-77.39024986,-226.368246,-277.8974275,-187.0881573,-207.303701,-236.8141646,-1135.471696
2015-10-26 17:14:49,00:00:13,2.485465928,2.483764426,2.485899858,2.489760308,2.487191858,2.466913101,2.570192052,2.485525349,2.531557194,2.506855611,2.564935385,2.485499287,2.49087741,2.48845948,2.493062094,2.496465886,0.001298708,0.000137112,0.000631144,-0.000289493,0.001403841,115.46443,37.51721386,80.49273664,-54.51443926,120.0470453,307.1353838,99.79578887,214.1106795,-145.0084084,319.3251405,795.3585842,-0.000706823,-0.001387581,-0.002308104,-0.001824518,-0.002900143,-85.18199332,-119.3498067,-153.9289118,-136.856867,-172.5449228,-260.6568996,-341.3404472,-440.2366878,-391.4106396,-493.4784793,-1927.123154,0.329545518,-89.05136716,-94.11974984,-87.71193452,-74.74641944,-83.59686727,-254.6869101,-269.1824846,-250.8561327,-213.7747596,-255.8064138,-1244.306701
