,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-26-16:20:18,Background,0.0,-233.59027967923382
1,2015-10-26-16:21:18,Nozzle On,60.0,3319.854011648911
2,2015-10-26-16:22:18,'O' Pattern,120.0,9738.066342154332
3,2015-10-26-16:23:19,'Z' Pattern,181.0,9687.743770286588
4,2015-10-26-16:24:19,'n' Pattern,241.0,8864.4007138415
5,2015-10-26-16:25:21,Nozzle Off,303.0,1415.8213372022426
6,2015-10-26-16:26:22,End Test,364.0,NaN
