,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-18:52:58,Background,0.0,-348.54144495610495
1,2015-10-28-18:53:58,SB Fixed,60.0,3219.0919632111945
2,2015-10-28-18:55:01,SB 'O',123.0,6501.436454812812
3,2015-10-28-18:56:04,Nozzle Off,186.0,NaN
