,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-14:25:32,Background,0.0,-643.3802016140532
1,2015-10-28-14:26:33,Straight Stream,61.0,6660.367512767351
2,2015-10-28-14:27:33,Straight Stream 'O',121.0,16971.353112828237
3,2015-10-28-14:28:34,Narrow Fog,182.0,24282.773315609036
4,2015-10-28-14:29:34,Narrow Fog 'O',242.0,25400.89498498075
5,2015-10-28-14:30:34,Nozzle Off,302.0,-286.2698408227657
6,2015-10-28-14:31:35,End Test,363.0,NaN
