,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-15:25:01,Background,1.0,-1428.4162995595063
1,2015-10-28-15:26:01,Straight Stream,61.0,15304.47481082221
2,2015-10-28-15:27:01,Narrow Fog,121.0,28900.58401346947
3,2015-10-28-15:28:02,Nozzle Off,182.0,-1961.4855234367942
4,2015-10-28-15:29:02,End Test,242.0,NaN
