,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-07:54:50,Background,0.0,-277.34723709987156
1,2015-10-28-07:55:53,Nozzle On,63.0,3023.673513727124
2,2015-10-28-07:57:03,Straight Stream 'O',133.0,4195.627977749606
3,2015-10-28-07:58:04,Straight Stream 'Z',194.0,3632.9932091078354
4,2015-10-28-07:59:05,Straight Stream 'n',255.0,4294.795867391297
5,2015-10-28-08:00:07,Narrow Fog,317.0,5009.516899701788
6,2015-10-28-08:01:08,Narrow Fog 'O',378.0,6177.628634869288
7,2015-10-28-08:02:17,Nozzle Off,447.0,-1237.862568410375
8,2015-10-28-08:03:17,End Test,507.0,NaN
