Time,Event
2015-10-28-14:35:03,Background
2015-10-28-14:36:03,Smooth Bore
2015-10-28-14:37:03,Smooth Bore 'O'
2015-10-28-14:38:04,Nozzle Off
2015-10-28-14:39:32,End Test
