,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-27-19:50:08,Background,6.0,-3130.497320775381
1,2015-10-27-19:51:22,Straight Stream,80.0,26498.354487035234
2,2015-10-27-19:52:24,Straight Stream 'O',142.0,58137.27221856031
3,2015-10-27-19:53:24,Straight Stream 'Z',202.0,48301.16712199358
4,2015-10-27-19:54:45,Straight Stream 'n',283.0,56879.82385965887
5,2015-10-27-19:55:48,Narrow Fog,346.0,66245.33479215445
6,2015-10-27-19:56:52,Narrow Fog 'O',410.0,47247.16167977938
7,2015-10-27-19:57:26,Nozzle Off,444.0,-4087.9925569593506
8,2015-10-27-19:59:41,End Test,579.0,NaN
