,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-19:02:15,Background,0.0,-109.36714780870821
1,2015-10-28-19:03:26,Nozzle On,71.0,3171.531372119864
2,2015-10-28-19:04:28,'O' Pattern,133.0,9075.598926058157
3,2015-10-28-19:05:29,Nozzle Off,194.0,456.91846601013617
4,2015-10-28-19:06:29,End Test,254.0,NaN
