,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-27-13:44:09,Background,2.0,150.83097109572557
1,2015-10-27-13:45:12,Nozzle On,65.0,6768.006048260872
2,2015-10-27-13:46:18,Nozzle Off,131.0,3956.7960849649367
3,2015-10-27-13:47:37,End Test,210.0,NaN
