Time,Event
2015-10-28-16:21:40,Background
2015-10-28-16:22:40,Straight Stream
2015-10-28-16:23:40,'O' Straight Stream
2015-10-28-16:24:40,Narrow Fog
2015-10-28-16:25:40,'O' Narrow Fog
2015-10-28-16:26:40,Nozzle Off
2015-10-28-16:27:41,End Test
