,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-26-17:43:03,Background,0.0,-352.2765542616411
1,2015-10-26-17:44:03,Nozzle On,60.0,3825.811931206531
2,2015-10-26-17:45:11,'O' Pattern,128.0,14363.996955419878
3,2015-10-26-17:46:11,Nozzle Off,188.0,-1145.9368224518198
4,2015-10-26-17:47:12,End Test,249.0,NaN
