Time,Event
2015-10-27-13:07:19,Background
2015-10-27-13:08:21,Smooth Bore
2015-10-27-13:09:31,Smooth Bore 'O' 
2015-10-27-13:10:41,Smooth Bore 'Z'
2015-10-27-13:11:41,Smooth Bore 'n'
2015-10-27-13:12:42,Nozzle Off
2015-10-27-13:13:42,End Test
