Time,Low,High
-21.8568,1.189691,
-21.8351,1.188253,
-21.8135,1.166183,
-21.7918,1.152945,
-21.7701,1.168401,
-21.7484,1.176185,
-21.7267,1.164985,
-21.705,1.175101,
-21.6834,1.173159,
-21.6617,1.169746,
-21.64,1.184203,
-21.6183,1.191428,
-21.5966,1.199256,
-21.5749,1.198222,
-21.5533,1.22296,
-21.5316,1.218185,
-21.5099,1.195141,
-21.4882,1.196127,
-21.4665,1.208119,
-21.4448,1.214273,
-21.4232,1.218179,
-21.4015,1.220508,
-21.3798,1.22891,
-21.3581,1.228299,
-21.3364,1.23187,
-21.3147,1.240593,
-21.2931,1.231656,
-21.2714,1.236979,
-21.2497,1.240412,
-21.228,1.225048,
-21.2063,1.224756,
-21.1846,1.233501,
-21.163,1.230311,
-21.1413,1.227005,
-21.1196,1.24495,
-21.0979,1.252545,
-21.0762,1.263908,
-21.0545,1.265987,
-21.0329,1.259208,
-21.0112,1.256302,
-20.9895,1.262703,
-20.9678,1.253318,
-20.9461,1.272823,
-20.9244,1.283063,
-20.9028,1.292814,
-20.8811,1.280527,
-20.8594,1.28641,
-20.8377,1.300579,
-20.816,1.289033,
-20.7943,1.302238,
-20.7727,1.290036,
-20.751,1.309875,
-20.7293,1.301977,
-20.7076,1.294804,
-20.6859,1.296359,
-20.6642,1.303836,
-20.6426,1.299201,
-20.6209,1.313762,
-20.5992,1.310529,
-20.5775,1.306832,
-20.5558,1.3173,
-20.5341,1.326718,
-20.5125,1.337349,
-20.4908,1.325762,
-20.4691,1.327257,
-20.4474,1.34382,
-20.4257,1.334648,
-20.404,1.31885,
-20.3824,1.337922,
-20.3607,1.349482,
-20.339,1.350695,
-20.3173,1.358909,
-20.2956,1.355248,
-20.2739,1.359753,
-20.2523,1.353782,
-20.2306,1.351878,
-20.2089,1.354172,
-20.1872,1.363438,
-20.1655,1.359159,
-20.1438,1.365034,
-20.1222,1.368778,
-20.1005,1.383571,
-20.0788,1.392451,
-20.0571,1.403105,
-20.0354,1.408597,
-20.0137,1.407184,
-19.9921,1.38535,
-19.9704,1.369642,
-19.9487,1.367413,
-19.927,1.384702,
-19.9053,1.397364,
-19.8836,1.392129,
-19.862,1.39305,
-19.8403,1.381317,
-19.8186,1.388555,
-19.7969,1.403237,
-19.7752,1.400604,
-19.7535,1.409743,
-19.7319,1.415333,
-19.7102,1.386311,
-19.6885,1.394268,
-19.6668,1.412428,
-19.6451,1.398113,
-19.6234,1.380595,
-19.6018,1.389145,
-19.5801,1.386596,
-19.5584,1.410564,
-19.5367,1.430274,
-19.515,1.427575,
-19.4933,1.429016,
-19.4717,1.418602,
-19.45,1.43718,
-19.4283,1.446475,
-19.4066,1.454734,
-19.3849,1.44695,
-19.3632,1.464125,
-19.3416,1.455614,
-19.3199,1.470969,
-19.2982,1.463061,
-19.2765,1.460923,
-19.2548,1.460322,
-19.2331,1.457807,
-19.2115,1.450563,
-19.1898,1.462611,
-19.1681,1.47468,
-19.1464,1.445225,
-19.1247,1.459687,
-19.103,1.44676,
-19.0814,1.434517,
-19.0597,1.464246,
-19.038,1.472139,
-19.0163,1.479048,
-18.9946,1.486818,
-18.9729,1.482718,
-18.9513,1.488406,
-18.9296,1.472379,
-18.9079,1.459171,
-18.8862,1.467056,
-18.8645,1.480278,
-18.8428,1.479109,
-18.8212,1.483322,
-18.7995,1.47935,
-18.7778,1.492366,
-18.7561,1.491977,
-18.7344,1.479736,
-18.7127,1.485647,
-18.6911,1.476684,
-18.6694,1.463301,
-18.6477,1.469866,
-18.626,1.489929,
-18.6043,1.499665,
-18.5826,1.507306,
-18.561,1.500989,
-18.5393,1.502455,
-18.5176,1.50619,
-18.4959,1.496336,
-18.4742,1.508424,
-18.4525,1.50688,
-18.4309,1.520159,
-18.4092,1.518845,
-18.3875,1.521485,
-18.3658,1.530842,
-18.3441,1.530045,
-18.3224,1.537775,
-18.3008,1.545843,
-18.2791,1.537299,
-18.2574,1.532645,
-18.2357,1.53482,
