Time,Low,High
-21.24833333,1.528859826,0
-21.23056667,1.479376133,0
-21.2128,1.491700124,0
-21.19503333,1.515146801,0
-21.17726667,1.568098373,0
-21.1595,1.624121525,0
-21.14173333,1.554559049,0
-21.12396667,1.501902503,0
-21.1062,1.50767601,0
-21.08843333,1.484455352,0
-21.07066667,1.531059718,0
-21.0529,1.523473285,0
-21.03513333,1.427291205,0
-21.01736667,1.416149219,0
-20.9996,1.478757199,0
-20.98183333,1.500777854,0
-20.96406667,1.51711656,0
-20.9463,1.501671449,0
-20.92853333,1.528811361,0
-20.91076667,1.520626093,0
-20.893,1.524294308,0
-20.87523333,1.536699228,0
-20.85746667,1.592176403,0
-20.8397,1.556341501,0
-20.82193333,1.521936692,0
-20.80416667,1.433280615,0
-20.7864,1.528336184,0
-20.76863333,1.534122496,0
-20.75086667,1.507919218,0
-20.7331,1.464011386,0
-20.71533333,1.505320757,0
-20.69756667,1.564052097,0
-20.6798,1.576149705,0
-20.66203333,1.570559108,0
-20.64426667,1.525258472,0
-20.6265,1.496124009,0
-20.60873333,1.513181694,0
-20.59096667,1.548297361,0
-20.5732,1.579535103,0
-20.55543333,1.582976429,0
-20.53766667,1.601546625,0
-20.5199,1.587255129,0
-20.50213333,1.574311403,0
-20.48436667,1.56012298,0
-20.4666,1.58992244,0
-20.44883333,1.618255049,0
-20.43106667,1.599189571,0
-20.4133,1.572489551,0
-20.39553333,1.54769216,0
-20.37776667,1.541802524,0
-20.36,1.504471047,0
-20.34223333,1.514252498,0
-20.32446667,1.503534283,0
-20.3067,1.493875106,0
-20.28893333,1.495448077,0
-20.27116667,1.461229356,0
-20.2534,1.414349688,0
-20.23563333,1.452584338,0
-20.21786667,1.518843393,0
-20.2001,1.488206538,0
-20.18233333,1.432365245,0
-20.16456667,1.380573799,0
-20.1468,1.369117178,0
-20.12903333,1.401724089,0
-20.11126667,1.446752252,0
-20.0935,1.407842359,0
-20.07573333,1.435773762,0
-20.05796667,1.457502754,0
-20.0402,1.45819854,0
-20.02243333,1.450466436,0
-20.00466667,1.480183839,0
-19.9869,1.483464753,0
-19.96913333,1.45332849,0
-19.95136667,1.440624174,0
-19.9336,1.444631683,0
-19.91583333,1.419671207,0
-19.89806667,1.480168219,0
-19.8803,1.527790693,0
-19.86253333,1.49203886,0
-19.84476667,1.535226614,0
-19.827,1.52716923,0
-19.80923333,1.501134149,0
-19.79146667,1.505470958,0
-19.7737,1.466192254,0
-19.75593333,1.434270472,0
-19.73816667,1.457203369,0
-19.7204,1.499394297,0
-19.70263333,1.519269793,0
-19.68486667,1.485263773,0
-19.6671,1.497356449,0
-19.64933333,1.51187823,0
-19.63156667,1.499244359,0
-19.6138,1.483895254,0
-19.59603333,1.494129369,0
-19.57826667,1.523736138,0
-19.5605,1.449835701,0
-19.54273333,1.451374361,0
-19.52496667,1.454746845,0
-19.5072,1.468979201,0
-19.48943333,1.501212513,0
-19.47166667,1.456474126,0
-19.4539,1.462708823,0
-19.43613333,1.407634498,0
-19.41836667,1.492758671,0
-19.4006,1.478075535,0
-19.38283333,1.500431742,0
-19.36506667,1.449476319,0
-19.3473,1.461257784,0
-19.32953333,1.50505149,0
-19.31176667,1.482880421,0
-19.294,1.470053029,0
-19.27623333,1.491269001,0
-19.25846667,1.520927213,0
-19.2407,1.480135461,0
-19.22293333,1.48873214,0
-19.20516667,1.490611629,0
-19.1874,1.433014621,0
-19.16963333,1.410824868,0
-19.15186667,1.43863402,0
-19.1341,1.447848649,0
-19.11633333,1.501774035,0
-19.09856667,1.533809647,0
-19.0808,1.553147602,0
-19.06303333,1.641026755,0
-19.04526667,1.700678532,0
-19.0275,1.619261351,0
-19.00973333,1.605029675,0
-18.99196667,1.608962751,0
-18.9742,1.607128998,0
-18.95643333,1.553028393,0
-18.93866667,1.61851359,0
-18.9209,1.584130607,0
-18.90313333,1.48365763,0
-18.88536667,1.451900363,0
-18.8676,1.426213508,0
-18.84983333,1.475798915,0
-18.83206667,1.465042906,0
-18.8143,1.519099059,0
-18.79653333,1.511552859,0
-18.77876667,1.520663532,0
-18.761,1.536470446,0
-18.74323333,1.531246384,0
-18.72546667,1.599232246,0
-18.7077,1.568492833,0
-18.68993333,1.524887505,0
-18.67216667,1.47194613,0
-18.6544,1.431656004,0
-18.63663333,1.464270871,0
-18.61886667,1.537927465,0
-18.6011,1.588915158,0
-18.58333333,1.585032567,0
-18.56556667,1.634910995,0
-18.5478,1.521475432,0
-18.53003333,1.573502314,0
-18.51226667,1.545458177,0
-18.4945,1.515650147,0
-18.47673333,1.521938546,0
-18.45896667,1.521399385,0
-18.4412,1.529597384,0
-18.42343333,1.483270574,0
-18.40566667,1.4009712,0
-18.3879,1.432848757,0
-18.37013333,1.405201479,0
-18.35236667,1.368185464,0
-18.3346,1.371856445,0
-18.31683333,1.426265662,0
-18.29906667,1.411155368,0
-18.2813,1.483484984,0
-18.26353333,1.447156692,0
-18.24576667,1.46615927,0
-18.228,1.455861196,0
-18.21023333,1.464035886,0
-18.19246667,1.490501508,0
-18.1747,1.545593299,0
-18.15693333,1.501196015,0
-18.13916667,1.526655167,0
-18.1214,1.506966567,0
-18.10363333,1.493694903,0
-18.08586667,1.466909869,0
-18.0681,1.419832996,0
-18.05033333,1.445417533,0
-18.03256667,1.488112493,0
-18.0148,1.464628785,0
-17.99703333,1.45795793,0
-17.97926667,1.4250702,0
-17.9615,1.444921188,0
-17.94373333,1.405957465,0
-17.92596667,1.411494523,0
-17.9082,1.436827374,0
-17.89043333,1.490919565,0
-17.87266667,1.547211048,0
-17.8549,1.506740355,0
-17.83713333,1.580644561,0
-17.81936667,1.53865955,0
-17.8016,1.633164188,0
-17.78383333,1.670264404,0
-17.76606667,1.616633596,0
-17.7483,1.575240489,0
-17.73053333,1.527171139,0
-17.71276667,1.605107579,0
-17.695,1.535222318,0
-17.67723333,1.541542959,0
-17.65946667,1.486222936,0
-17.6417,1.449822706,0
-17.62393333,1.421292035,0
-17.60616667,1.435961689,0
-17.5884,1.491749482,0
-17.57063333,1.427864755,0
-17.55286667,1.433789204,0
-17.5351,1.446611193,0
-17.51733333,1.428086284,0
-17.49956667,1.438076879,0
-17.4818,1.496969645,0
-17.46403333,1.534597373,0
-17.44626667,1.530330621,0
-17.4285,1.528243973,0
-17.41073333,1.534891774,0
-17.39296667,1.508256593,0
-17.3752,1.44033501,0
-17.35743333,1.48373379,0
-17.33966667,1.419369413,0
-17.3219,1.504158256,0
-17.30413333,1.52890076,0
-17.28636667,1.52375458,0
-17.2686,1.523827342,0
-17.25083333,1.494657649,0
-17.23306667,1.476538737,0
-17.2153,1.46516063,0
-17.19753333,1.505295806,0
-17.17976667,1.4837189,0
-17.162,1.487456044,0
-17.14423333,1.485690613,0
-17.12646667,1.544096278,0
-17.1087,1.526000307,0
-17.09093333,1.536804466,0
-17.07316667,1.507242321,0
