Time,Low,High
-20.9,1.535058189,0
-20.88321667,1.486005656,0
-20.86643333,1.455383401,0
-20.84965,1.526061967,0
-20.83286667,1.513467896,0
-20.81608333,1.493509661,0
-20.7993,1.57373063,0
-20.78251667,1.612871458,0
-20.76573333,1.59892498,0
-20.74895,1.644199463,0
-20.73216667,1.645266363,0
-20.71538333,1.6594921,0
-20.6986,1.609241793,0
-20.68181667,1.673549053,0
-20.66503333,1.731749493,0
-20.64825,1.690159263,0
-20.63146667,1.677031201,0
-20.61468333,1.606742478,0
-20.5979,1.569805717,0
-20.58111667,1.60043332,0
-20.56433333,1.59516859,0
-20.54755,1.701821246,0
-20.53076667,1.612298751,0
-20.51398333,1.546868197,0
-20.4972,1.500744088,0
-20.48041667,1.643976807,0
-20.46363333,1.650138041,0
-20.44685,1.569199495,0
-20.43006667,1.596171412,0
-20.41328333,1.53633644,0
-20.3965,1.603609307,0
-20.37971667,1.625357572,0
-20.36293333,1.645540157,0
-20.34615,1.665102262,0
-20.32936667,1.65076856,0
-20.31258333,1.589288846,0
-20.2958,1.650385252,0
-20.27901667,1.577248343,0
-20.26223333,1.553835259,0
-20.24545,1.634197901,0
-20.22866667,1.580684091,0
-20.21188333,1.724644235,0
-20.1951,1.581535237,0
-20.17831667,1.476370283,0
-20.16153333,1.465562097,0
-20.14475,1.493869089,0
-20.12796667,1.552258487,0
-20.11118333,1.562297584,0
-20.0944,1.593237168,0
-20.07761667,1.577454783,0
-20.06083333,1.634242205,0
-20.04405,1.727729444,0
-20.02726667,1.785578505,0
-20.01048333,1.729995189,0
-19.9937,1.723587841,0
-19.97691667,1.658581155,0
-19.96013333,1.643547061,0
-19.94335,1.61836468,0
-19.92656667,1.609852457,0
-19.90978333,1.613650391,0
-19.893,1.622218194,0
-19.87621667,1.599613661,0
-19.85943333,1.620483575,0
-19.84265,1.571859876,0
-19.82586667,1.548870523,0
-19.80908333,1.583003716,0
-19.7923,1.655710934,0
-19.77551667,1.613270424,0
-19.75873333,1.609423827,0
-19.74195,1.589867997,0
-19.72516667,1.524448838,0
-19.70838333,1.523701067,0
-19.6916,1.570850189,0
-19.67481667,1.608491968,0
-19.65803333,1.638277047,0
-19.64125,1.600702885,0
-19.62446667,1.678656149,0
-19.60768333,1.715570632,0
-19.5909,1.751765758,0
-19.57411667,1.728819703,0
-19.55733333,1.571510611,0
-19.54055,1.574365522,0
-19.52376667,1.524095081,0
-19.50698333,1.522188982,0
-19.4902,1.536921858,0
-19.47341667,1.451534063,0
-19.45663333,1.533389142,0
-19.43985,1.481504721,0
-19.42306667,1.372447509,0
-19.40628333,1.34360718,0
-19.3895,1.326262661,0
-19.37271667,1.341144977,0
-19.35593333,1.331682124,0
-19.33915,1.295218394,0
-19.32236667,1.349521744,0
-19.30558333,1.288068268,0
-19.2888,1.247437137,0
-19.27201667,1.27009804,0
-19.25523333,1.399966723,0
-19.23845,1.334177143,0
-19.22166667,1.473730647,0
-19.20488333,1.372780387,0
-19.1881,1.353598288,0
-19.17131667,1.372652524,0
-19.15453333,1.324644505,0
-19.13775,1.278426205,0
-19.12096667,1.319519281,0
-19.10418333,1.315047904,0
-19.0874,1.360187212,0
-19.07061667,1.346729818,0
-19.05383333,1.365587851,0
-19.03705,1.483777045,0
-19.02026667,1.5321185,0
-19.00348333,1.467172692,0
-18.9867,1.449854738,0
-18.96991667,1.420173312,0
-18.95313333,1.296000933,0
-18.93635,1.3370084,0
-18.91956667,1.335082068,0
-18.90278333,1.489782915,0
-18.886,1.446050677,0
-18.86921667,1.358731081,0
-18.85243333,1.365212821,0
-18.83565,1.329240174,0
-18.81886667,1.368625733,0
-18.80208333,1.389152853,0
-18.7853,1.292478339,0
-18.76851667,1.265318493,0
-18.75173333,1.238366829,0
-18.73495,1.306227921,0
-18.71816667,1.439210197,0
-18.70138333,1.498343747,0
-18.6846,1.529865325,0
-18.66781667,1.46971817,0
-18.65103333,1.60354977,0
-18.63425,1.512229895,0
-18.61746667,1.601108135,0
-18.60068333,1.621790521,0
-18.5839,1.605544635,0
-18.56711667,1.660909228,0
-18.55033333,1.609001826,0
-18.53355,1.677537086,0
-18.51676667,1.731897928,0
-18.49998333,1.723683912,0
-18.4832,1.705419378,0
-18.46641667,1.655278585,0
-18.44963333,1.539940536,0
-18.43285,1.461971032,0
-18.41606667,1.532349582,0
-18.39928333,1.617793859,0
-18.3825,1.563595415,0
-18.36571667,1.614053766,0
-18.34893333,1.513242573,0
-18.33215,1.597925243,0
-18.31536667,1.633825012,0
-18.29858333,1.704425569,0
-18.2818,1.668911544,0
-18.26501667,1.580681574,0
-18.24823333,1.600125587,0
-18.23145,1.504973633,0
-18.21466667,1.421774721,0
-18.19788333,1.517510477,0
-18.1811,1.573164652,0
-18.16431667,1.595566395,0
-18.14753333,1.582152624,0
-18.13075,1.546978243,0
-18.11396667,1.562875636,0
-18.09718333,1.51337426,0
-18.0804,1.605403574,0
-18.06361667,1.626776143,0
-18.04683333,1.669329478,0
-18.03005,1.689993604,0
-18.01326667,1.644668179,0
-17.99648333,1.702176975,0
-17.9797,1.649846211,0
-17.96291667,1.628962653,0
-17.94613333,1.576106696,0
-17.92935,1.538195772,0
-17.91256667,1.543385964,0
-17.89578333,1.629482492,0
-17.879,1.521835947,0
-17.86221667,1.477528659,0
-17.84543333,1.488436859,0
-17.82865,1.49628776,0
-17.81186667,1.446781559,0
-17.79508333,1.557300376,0
-17.7783,1.526899949,0
-17.76151667,1.609384807,0
-17.74473333,1.704689258,0
-17.72795,1.586510969,0
-17.71116667,1.593272946,0
-17.69438333,1.534983625,0
-17.6776,1.529242337,0
-17.66081667,1.638720004,0
-17.64403333,1.637776452,0
-17.62725,1.690648888,0
-17.61046667,1.638728075,0
-17.59368333,1.584494522,0
-17.5769,1.655917047,0
-17.56011667,1.654879343,0
-17.54333333,1.49008183,0
-17.52655,1.507388312,0
-17.50976667,1.50148828,0
-17.49298333,1.527375225,0
-17.4762,1.531407476,0
-17.45941667,1.548883871,0
-17.44263333,1.55110339,0
-17.42585,1.544800396,0
-17.40906667,1.45831284,0
-17.39228333,1.611276845,0
-17.3755,1.593317156,0
-17.35871667,1.4997192,0
-17.34193333,1.493630407,0
-17.32515,1.620072408,0
-17.30836667,1.458224942,0
-17.29158333,1.390916578,0
-17.2748,1.365121101,0
-17.25801667,1.365191635,0
-17.24123333,1.384014928,0
-17.22445,1.339037126,0
-17.20766667,1.28941807,0
-17.19088333,1.371474789,0
-17.1741,1.402027136,0
-17.15731667,1.445620729,0
-17.14053333,1.37309796,0
-17.12375,1.348596638,0
-17.10696667,1.424787262,0
-17.09018333,1.33552351,0
-17.0734,1.362587013,0
-17.05661667,1.380300751,0
-17.03983333,1.445334044,0
-17.02305,1.397708258,0
-17.00626667,1.323624805,0
-16.98948333,1.30903636,0
-16.9727,1.376437247,0
-16.95591667,1.434434573,0
-16.93913333,1.3427751,0
-16.92235,1.385430324,0
-16.90556667,1.342203986,0
-16.88878333,1.310895884,0
-16.872,1.399012797,0
-16.85521667,1.360787553,0
-16.83843333,1.456440649,0
-16.82165,1.441054253,0
-16.80486667,1.505442159,0
-16.78808333,1.522555897,0
-16.7713,1.422732815,0
-16.75451667,1.49099744,0
-16.73773333,1.404070115,0
-16.72095,1.514827403,0
-16.70416667,1.522579588,0
-16.68738333,1.495251463,0
-16.6706,1.38396738,0
-16.65381667,1.52161739,0
-16.63703333,1.529929943,0
-16.62025,1.423061202,0
-16.60346667,1.440811684,0
-16.58668333,1.527445726,0
-16.5699,1.510953405,0
-16.55311667,1.503956778,0
-16.53633333,1.353841139,0
-16.51955,1.31124496,0
-16.50276667,1.277166626,0
-16.48598333,1.316194112,0
-16.4692,1.363564125,0
-16.45241667,1.323232004,0
-16.43563333,1.448001015,0
-16.41885,1.529536212,0
-16.40206667,1.424269981,0
-16.38528333,1.489795868,0
-16.3685,1.437027669,0
-16.35171667,1.432690432,0
-16.33493333,1.450759413,0
-16.31815,1.532981409,0
-16.30136667,1.566769035,0
-16.28458333,1.463475011,0
-16.2678,1.463850582,0
-16.25101667,1.399460899,0
-16.23423333,1.413662578,0
-16.21745,1.458915308,0
-16.20066667,1.395191642,0
-16.18388333,1.429434968,0
-16.1671,1.430500733,0
-16.15031667,1.505466408,0
-16.13353333,1.482890377,0
-16.11675,1.537960449,0
-16.09996667,1.522366302,0
-16.08318333,1.522752649,0
-16.0664,1.497936607,0
-16.04961667,1.577911,0
-16.03283333,1.634240525,0
-16.01605,1.587602643,0
-15.99926667,1.493125062,0
-15.98248333,1.590964377,0
-15.9657,1.640279436,0
-15.94891667,1.545361107,0
-15.93213333,1.438524503,0
-15.91535,1.426504203,0
-15.89856667,1.441552612,0
-15.88178333,1.416382039,0
-15.865,1.481056453,0
-15.84821667,1.369708322,0
-15.83143333,1.414102165,0
-15.81465,1.453534435,0
-15.79786667,1.417262151,0
-15.78108333,1.395456979,0
-15.7643,1.443331485,0
-15.74751667,1.355662035,0
-15.73073333,1.473029386,0
-15.71395,1.593877873,0
-15.69716667,1.622758845,0
-15.68038333,1.604976147,0
-15.6636,1.553054207,0
-15.64681667,1.461022002,0
-15.63003333,1.312634975,0
-15.61325,1.357459165,0
-15.59646667,1.469805451,0
-15.57968333,1.464776521,0
-15.5629,1.357870404,0
-15.54611667,1.408666867,0
-15.52933333,1.386156513,0
-15.51255,1.426302066,0
-15.49576667,1.451728395,0
-15.47898333,1.342567734,0
-15.4622,1.442531976,0
-15.44541667,1.369466078,0
-15.42863333,1.328552654,0
-15.41185,1.368492196,0
-15.39506667,1.282123201,0
-15.37828333,1.318770095,0
-15.3615,1.405939708,0
-15.34471667,1.360567705,0
-15.32793333,1.339398839,0
-15.31115,1.33950109,0
-15.29436667,1.414362658,0
-15.27758333,1.340252339,0
-15.2608,1.337492346,0
-15.24401667,1.400305681,0
-15.22723333,1.388719784,0
-15.21045,1.417898356,0
-15.19366667,1.386206052,0
-15.17688333,1.296550523,0
-15.1601,1.37417697,0
-15.14331667,1.333239994,0
-15.12653333,1.368936996,0
-15.10975,1.402670819,0
-15.09296667,1.439443392,0
-15.07618333,1.449509463,0
-15.0594,1.446378578,0
-15.04261667,1.441443567,0
-15.02583333,1.466143623,0
-15.00905,1.524908398,0
-14.99226667,1.542081616,0
-14.97548333,1.595610094,0
-14.9587,1.571667693,0
-14.94191667,1.691769608,0
-14.92513333,1.679443284,0
-14.90835,1.648870033,0
-14.89156667,1.601139378,0
-14.87478333,1.490857265,0
-14.858,1.536847717,0
-14.84121667,1.666714872,0
-14.82443333,1.700730467,0
-14.80765,1.746330265,0
-14.79086667,1.796455965,0
-14.77408333,1.751451151,0
-14.7573,1.678611845,0
-14.74051667,1.759812114,0
-14.72373333,1.826809975,0
-14.70695,1.693236453,0
-14.69016667,1.641275033,0
-14.67338333,1.649784404,0
-14.6566,1.673133432,0
-14.63981667,1.629029361,0
-14.62303333,1.640358804,0
-14.60625,1.588297348,0
-14.58946667,1.48827832,0
-14.57268333,1.599877382,0
-14.5559,1.67022577,0
-14.53911667,1.54897496,0
-14.52233333,1.662354897,0
-14.50555,1.66498999,0
-14.48876667,1.593661445,0
-14.47198333,1.658810266,0
-14.4552,1.654962058,0
-14.43841667,1.557621897,0
-14.42163333,1.447863254,0
-14.40485,1.465376207,0
-14.38806667,1.446264671,0
-14.37128333,1.480566478,0
-14.3545,1.529595754,0
-14.33771667,1.569074663,0
-14.32093333,1.522987372,0
-14.30415,1.605229787,0
-14.28736667,1.564233599,0
-14.27058333,1.533706349,0
-14.2538,1.541315245,0
-14.23701667,1.51214582,0
-14.22023333,1.583382605,0
-14.20345,1.569480646,0
-14.18666667,1.582720532,0
-14.16988333,1.540008549,0
-14.1531,1.513960408,0
-14.13631667,1.500812559,0
-14.11953333,1.564391042,0
-14.10275,1.568835351,0
-14.08596667,1.583453885,0
-14.06918333,1.530128899,0
-14.0524,1.519893161,0
-14.03561667,1.520593583,0
-14.01883333,1.592416109,0
-14.00205,1.533249189,0
-13.98526667,1.598007294,0
-13.96848333,1.521762214,0
-13.9517,1.565049073,0
-13.93491667,1.574309386,0
-13.91813333,1.546781221,0
-13.90135,1.578040984,0
-13.88456667,1.531272339,0
-13.86778333,1.583865656,0
-13.851,1.647338687,0
-13.83421667,1.668358432,0
-13.81743333,1.659031869,0
-13.80065,1.657306343,0
-13.78386667,1.713610126,0
-13.76708333,1.787242985,0
-13.7503,1.747215914,0
-13.73351667,1.778746819,0
-13.71673333,1.716918906,0
-13.69995,1.627689924,0
-13.68316667,1.629483165,0
-13.66638333,1.64243861,0
-13.6496,1.622823696,0
-13.63281667,1.607157005,0
-13.61603333,1.66335213,0
-13.59925,1.65817714,0
-13.58246667,1.586110213,0
-13.56568333,1.566372345,0
-13.5489,1.589873086,0
-13.53211667,1.539720667,0
-13.51533333,1.56216006,0
-13.49855,1.619432565,0
-13.48176667,1.684084745,0
-13.46498333,1.690140782,0
-13.4482,1.626315954,0
-13.43141667,1.579748459,0
-13.41463333,1.586512559,0
-13.39785,1.578908529,0
-13.38106667,1.694810218,0
-13.36428333,1.575475345,0
-13.3475,1.649269106,0
-13.33071667,1.675556311,0
-13.31393333,1.658070381,0
-13.29715,1.546682427,0
-13.28036667,1.575110195,0
-13.26358333,1.45440198,0
-13.2468,1.460966491,0
-13.23001667,1.503317205,0
-13.21323333,1.392054237,0
-13.19645,1.378891525,0
-13.17966667,1.365173769,0
-13.16288333,1.489516052,0
-13.1461,1.385339001,0
-13.12931667,1.305416183,0
-13.11253333,1.321098305,0
-13.09575,1.390459282,0
-13.07896667,1.426732028,0
-13.06218333,1.529247462,0
-13.0454,1.449782685,0
-13.02861667,1.469864528,0
-13.01183333,1.563676639,0
-12.99505,1.60619398,0
-12.97826667,1.723424133,0
-12.96148333,1.717898904,0
-12.9447,1.65543416,0
-12.92791667,1.528590417,0
-12.91113333,1.58242371,0
-12.89435,1.589347336,0
-12.87756667,1.504617187,0
-12.86078333,1.54481163,0
-12.844,1.48511639,0
-12.82721667,1.563699202,0
-12.81043333,1.51528788,0
-12.79365,1.536624383,0
-12.77686667,1.617540325,0
-12.76008333,1.63186698,0
-12.7433,1.683149516,0
-12.72651667,1.635475815,0
-12.70973333,1.722613532,0
-12.69295,1.619569334,0
-12.67616667,1.626791106,0
-12.65938333,1.646992601,0
-12.6426,1.686831492,0
-12.62581667,1.73181553,0
-12.60903333,1.660402997,0
-12.59225,1.531547852,0
-12.57546667,1.547024556,0
-12.55868333,1.562688316,0
-12.5419,1.573235223,0
-12.52511667,1.631695057,0
-12.50833333,1.577026434,0
-12.49155,1.585171449,0
-12.47476667,1.62478234,0
-12.45798333,1.605330029,0
-12.4412,1.617431451,0
-12.42441667,1.598038871,0
-12.40763333,1.655966326,0
-12.39085,1.456078238,0
-12.37406667,1.487280501,0
-12.35728333,1.552151971,0
-12.3405,1.428170622,0
-12.32371667,1.539165787,0
-12.30693333,1.461007587,0
-12.29015,1.454780044,0
-12.27336667,1.528745563,0
-12.25658333,1.614319461,0
-12.2398,1.679006678,0
-12.22301667,1.658279861,0
-12.20623333,1.582993877,0
-12.18945,1.455933111,0
-12.17266667,1.410036044,0
-12.15588333,1.268347004,0
-12.1391,1.454460906,0
-12.12231667,1.392724848,0
-12.10553333,1.339806987,0
-12.08875,1.491465351,0
-12.07196667,1.50691359,0
-12.05518333,1.585705331,0
-12.0384,1.544188498,0
-12.02161667,1.55732943,0
-12.00483333,1.637604516,0
-11.98805,1.630843673,0
-11.97126667,1.591345921,0
-11.95448333,1.569241541,0
-11.9377,1.458167345,0
-11.92091667,1.540675487,0
-11.90413333,1.535267763,0
-11.88735,1.531900659,0
-11.87056667,1.423022245,0
-11.85378333,1.509291494,0
-11.837,1.487612702,0
-11.82021667,1.431617251,0
-11.80343333,1.343318391,0
-11.78665,1.386550639,0
-11.76986667,1.459685837,0
-11.75308333,1.494127126,0
-11.7363,1.50750688,0
-11.71951667,1.48347169,0
-11.70273333,1.472710617,0
-11.68595,1.545758842,0
-11.66916667,1.655154259,0
-11.65238333,1.672423596,0
-11.6356,1.655961758,0
-11.61881667,1.592513642,0
-11.60203333,1.467326956,0
-11.58525,1.565903519,0
-11.56846667,1.718701828,0
-11.55168333,1.697163347,0
-11.5349,1.740520535,0
-11.51811667,1.714021305,0
-11.50133333,1.668048565,0
-11.48455,1.668715714,0
-11.46776667,1.582839636,0
-11.45098333,1.529230449,0
-11.4342,1.531879658,0
-11.41741667,1.576329851,0
-11.40063333,1.527529298,0
-11.38385,1.581279726,0
-11.36706667,1.636743377,0
-11.35028333,1.519415593,0
-11.3335,1.562737117,0
-11.31671667,1.536634492,0
-11.29993333,1.540628218,0
-11.28315,1.610640295,0
-11.26636667,1.689569593,0
-11.24958333,1.679040607,0
-11.2328,1.789698164,0
-11.21601667,1.761708256,0
-11.19923333,1.828164468,0
-11.18245,1.706479733,0
-11.16566667,1.644967698,0
-11.14888333,1.705055403,0
-11.1321,1.756449761,0
-11.11531667,1.576526811,0
-11.09853333,1.514327773,0
-11.08175,1.463911371,0
-11.06496667,1.541880374,0
-11.04818333,1.491565445,0
-11.0314,1.287854044,0
-11.01461667,1.264511421,0
-10.99783333,1.274702167,0
-10.98105,1.346521704,0
-10.96426667,1.337999955,0
-10.94748333,1.369254818,0
-10.9307,1.385072511,0
-10.91391667,1.353814085,0
-10.89713333,1.373800822,0
-10.88035,1.391233005,0
-10.86356667,1.343967715,0
-10.84678333,1.293171926,0
-10.83,1.297612059,0
-10.81321667,1.33190632,0
-10.79643333,1.498647091,0
-10.77965,1.431206257,0
-10.76286667,1.353403804,0
-10.74608333,1.351906841,0
-10.7293,1.354376071,0
-10.71251667,1.333440948,0
-10.69573333,1.262024544,0
-10.67895,1.338005134,0
-10.66216667,1.348584266,0
-10.64538333,1.306611389,0
-10.6286,1.332462988,0
-10.61181667,1.346242088,0
-10.59503333,1.208101575,0
-10.57825,1.279301435,0
-10.56146667,1.333513558,0
-10.54468333,1.41476482,0
-10.5279,1.507512556,0
-10.51111667,1.447663336,0
-10.49433333,1.455874353,0
-10.47755,1.459746878,0
-10.46076667,1.656017199,0
-10.44398333,1.673659075,0
-10.4272,1.67227381,0
-10.41041667,1.751217866,0
-10.39363333,1.735009766,0
-10.37685,1.638803387,0
-10.36006667,1.586419223,0
-10.34328333,1.72711437,0
-10.3265,1.670462814,0
-10.30971667,1.74859701,0
-10.29293333,1.696579138,0
-10.27615,1.710361496,0
-10.25936667,1.735883317,0
-10.24258333,1.654428189,0
-10.2258,1.707715336,0
-10.20901667,1.765676741,0
-10.19223333,1.814956028,0
-10.17545,1.745705751,0
-10.15866667,1.837067164,0
-10.14188333,1.806097056,0
-10.1251,1.758206239,0
-10.10831667,1.857595993,0
-10.09153333,1.922349901,0
-10.07475,1.770340253,0
-10.05796667,1.810879387,0
-10.04118333,1.720425959,0
-10.0244,1.723411582,0
-10.00761667,1.756263495,0
-9.990833333,1.667505,0
-9.97405,1.7157707,0
-9.957266667,1.709251788,0
-9.940483333,1.68027726,0
-9.9237,1.75173134,0
-9.906916667,1.800288955,0
-9.890133333,1.809074551,0
-9.87335,1.773663515,0
-9.856566667,1.740203758,0
-9.839783333,1.80659583,0
-9.823,1.832068061,0
-9.806216667,1.752407429,0
-9.789433333,1.773447755,0
