Time,Low,High
-15.2833,1.531567,
-15.2664,1.515926,
-15.2495,1.337586,
-15.2326,1.342169,
-15.2158,1.337007,
-15.1989,1.395569,
-15.182,1.414878,
-15.1651,1.386004,
-15.1482,1.38683,
-15.1313,1.393744,
-15.1145,1.342211,
-15.0976,1.322217,
-15.0807,1.329508,
-15.0638,1.282034,
-15.0469,1.305369,
-15.03,1.27148,
-15.0132,1.272771,
-14.9963,1.288288,
-14.9794,1.353193,
-14.9625,1.329639,
-14.9456,1.323755,
-14.9287,1.314436,
-14.9119,1.306858,
-14.895,1.349311,
-14.8781,1.354809,
-14.8612,1.384519,
-14.8443,1.382475,
-14.8274,1.413622,
-14.8106,1.397352,
-14.7937,1.411192,
-14.7768,1.363951,
-14.7599,1.372035,
-14.743,1.366339,
-14.7261,1.391771,
-14.7093,1.385956,
-14.6924,1.413917,
-14.6755,1.413795,
-14.6586,1.408802,
-14.6417,1.421189,
-14.6248,1.402384,
-14.608,1.419706,
-14.5911,1.384073,
-14.5742,1.400636,
-14.5573,1.42085,
-14.5404,1.42093,
-14.5235,1.451246,
-14.5067,1.430327,
-14.4898,1.39778,
-14.4729,1.377731,
-14.456,1.405367,
-14.4391,1.351515,
-14.4222,1.314307,
-14.4054,1.322515,
-14.3885,1.324768,
-14.3716,1.381146,
-14.3547,1.410834,
-14.3378,1.410863,
-14.3209,1.395932,
-14.3041,1.347474,
-14.2872,1.341817,
-14.2703,1.328344,
-14.2534,1.362188,
-14.2365,1.344659,
-14.2196,1.417295,
-14.2028,1.405028,
-14.1859,1.380634,
-14.169,1.35529,
-14.1521,1.377995,
-14.1352,1.386099,
-14.1183,1.3895,
-14.1015,1.36899,
-14.0846,1.429541,
-14.0677,1.424579,
-14.0508,1.413393,
-14.0339,1.452491,
-14.017,1.45445,
-14.0002,1.479619,
-13.9833,1.460697,
-13.9664,1.432656,
-13.9495,1.417702,
-13.9326,1.405788,
-13.9157,1.391338,
-13.8989,1.395839,
-13.882,1.45381,
-13.8651,1.400976,
-13.8482,1.410748,
-13.8313,1.41503,
-13.8144,1.41304,
-13.7976,1.423085,
-13.7807,1.398178,
-13.7638,1.403576,
-13.7469,1.404005,
-13.73,1.363653,
-13.7131,1.372369,
-13.6963,1.375402,
-13.6794,1.422122,
-13.6625,1.403029,
-13.6456,1.407183,
-13.6287,1.403231,
-13.6118,1.418916,
-13.595,1.371422,
-13.5781,1.401559,
-13.5612,1.334584,
-13.5443,1.31547,
-13.5274,1.333052,
-13.5105,1.352834,
-13.4937,1.396531,
-13.4768,1.370299,
-13.4599,1.387958,
-13.443,1.405499,
-13.4261,1.426132,
-13.4092,1.457387,
-13.3924,1.442274,
-13.3755,1.448229,
-13.3586,1.46842,
-13.3417,1.412312,
-13.3248,1.412842,
-13.3079,1.432062,
-13.2911,1.418149,
-13.2742,1.392241,
-13.2573,1.395439,
-13.2404,1.417074,
-13.2235,1.368954,
-13.2066,1.378392,
-13.1898,1.361758,
-13.1729,1.336675,
-13.156,1.325419,
-13.1391,1.342995,
-13.1222,1.32862,
-13.1053,1.277446,
-13.0885,1.320837,
-13.0716,1.377753,
-13.0547,1.379327,
-13.0378,1.329748,
-13.0209,1.315988,
-13.004,1.363102,
-12.9872,1.368394,
-12.9703,1.395144,
-12.9534,1.364884,
-12.9365,1.365165,
-12.9196,1.379913,
-12.9027,1.352891,
-12.8859,1.357271,
-12.869,1.384653,
-12.8521,1.382928,
-12.8352,1.395996,
-12.8183,1.393881,
-12.8014,1.419407,
-12.7846,1.439315,
-12.7677,1.387903,
-12.7508,1.401437,
-12.7339,1.426359,
-12.717,1.440843,
-12.7001,1.408313,
-12.6833,1.369005,
-12.6664,1.402091,
-12.6495,1.391965,
-12.6326,1.417476,
-12.6157,1.422213,
-12.5988,1.471935,
-12.582,1.431124,
-12.5651,1.424112,
-12.5482,1.417992,
-12.5313,1.408391,
-12.5144,1.351456,
-12.4975,1.346563,
-12.4807,1.341416,
-12.4638,1.323556,
-12.4469,1.293601,
-12.43,1.332062,
-12.4131,1.361886,
-12.3962,1.345623,
