Time,GPM,Total Gallons
09:27.5,-0.13370395,-0.011428813
09:27.5,-0.1217979,-0.011450105
09:27.5,-0.082507946,-0.011467132
09:27.5,-0.13013214,-0.011484852
09:27.6,-0.084293857,-0.011502721
09:27.6,-0.063458271,-0.011515034
09:27.6,-0.092628092,-0.011528041
09:27.6,-0.13846637,-0.0115473
09:27.6,-0.1217979,-0.011568989
09:27.6,-0.099176414,-0.011587404
09:27.6,-0.031311948,-0.011598278
09:27.6,-0.022382414,-0.011602753
09:27.6,-0.094413996,-0.011612486
09:27.7,-0.073578417,-0.011626486
09:27.7,0.013335724,-0.011631506
09:27.7,-0.000356229,-0.011630424
09:27.7,0.001429678,-0.011630335
09:27.7,-0.031311948,-0.011632825
09:27.7,-0.065244183,-0.011640872
09:27.7,-0.10989185,-0.011655467
09:27.7,-0.13846637,-0.011676163
09:27.7,-0.063458271,-0.011692991
09:27.7,-0.049766321,-0.011702427
09:27.8,-0.024168322,-0.011708587
09:27.8,-0.063458271,-0.01171589
09:27.8,-0.080722041,-0.011727905
09:27.8,-0.065244183,-0.011740069
09:27.8,-0.077150226,-0.011751936
09:27.8,-0.043217994,-0.011761967
09:27.8,-0.027740136,-0.01176788
09:27.8,-0.019405903,-0.011771809
09:27.8,0.038933724,-0.011770181
09:27.8,-0.043217994,-0.011770539
09:27.9,-0.078936137,-0.011780718
09:27.9,-0.020596508,-0.011789013
09:27.9,-0.00571395,-0.011791205
09:27.9,-0.029526042,-0.011794142
09:27.9,-0.008690462,-0.011797327
09:27.9,-0.04143209,-0.011801504
09:27.9,0.001429678,-0.011804838
09:27.9,-0.00571395,-0.011805194
09:27.9,0.030599492,-0.01180312
09:27.9,-0.024168322,-0.011802585
09:27.9,-0.000356229,-0.011804628
09:28.0,-0.008690462,-0.011805383
09:28.0,-0.019405903,-0.011807724
09:28.0,-0.039646182,-0.011812645
09:28.0,0.025241772,-0.011813845
09:28.0,0.013335724,-0.011810631
09:28.0,0.066317633,-0.011803992
09:28.0,-0.000356229,-0.011798495
09:28.0,0.038933724,-0.011795281
09:28.0,0.07465186,-0.011785815
09:28.0,0.025241772,-0.01177749
09:28.1,0.062745817,-0.011770158
09:28.1,0.054411586,-0.011760395
09:28.1,0.068103537,-0.011750185
09:28.1,0.035361912,-0.011741563
09:28.1,-0.027740136,-0.011740928
09:28.1,-0.036074366,-0.011746245
09:28.1,-0.049766321,-0.011753399
09:28.1,-0.055124041,-0.01176214
09:28.1,-0.015834089,-0.011768053
09:28.1,0.028813586,-0.011766972
09:28.2,0.035361912,-0.011761623
09:28.2,-0.046194509,-0.011762526
09:28.2,-0.063458271,-0.011771664
09:28.2,-0.025954228,-0.011779116
09:28.2,-0.10274823,-0.011789841
09:28.2,-0.10096232,-0.011806817
