Time,GPM,Total Gallons
40:21.8,0.027831642,2.32E-06
40:21.9,0.059983987,9.64E-06
40:21.9,-0.010274842,1.38E-05
40:21.9,-0.02396936,1.09E-05
40:21.9,-0.035877638,5.94E-06
40:21.9,-0.020396877,1.25E-06
40:21.9,0.010564642,4.30E-07
40:21.9,0.022472918,3.18E-06
40:21.9,0.053434435,9.51E-06
40:21.9,0.034381196,1.68E-05
40:21.9,0.024259159,2.17E-05
40:22.0,0.055220678,2.83E-05
40:22.0,0.010564642,3.38E-05
40:22.0,-0.020396877,3.30E-05
40:22.0,0.083800539,3.83E-05
40:22.0,0.015327952,4.65E-05
40:22.0,0.039739918,5.11E-05
40:22.0,0.070106022,6.03E-05
40:22.0,-0.020396877,6.44E-05
40:22.0,0.006992159,6.33E-05
40:22.0,0.02902247,6.63E-05
40:22.1,0.017114194,7.02E-05
40:22.1,0.022472918,7.35E-05
40:22.1,0.044503231,7.90E-05
40:22.1,-0.004916118,8.23E-05
40:22.1,-0.022183118,8.01E-05
40:22.1,0.061770231,8.34E-05
40:22.1,0.027831642,9.08E-05
40:22.1,0.020686677,9.49E-05
40:22.1,0.022472918,9.85E-05
40:22.1,0.056411505,0.00010506
40:22.1,0.000442607,0.000109798
40:22.2,-0.020396877,0.000108135
40:22.2,-0.040640946,0.000103049
40:22.2,-0.020396877,9.80E-05
40:22.2,0.005205917,9.67E-05
40:22.2,0.026045401,9.93E-05
40:22.2,0.020686677,0.000103195
40:22.2,0.030808711,0.000107486
40:22.2,0.017114194,0.00011148
40:22.2,0.044503231,0.000116615
40:22.2,-0.004916118,0.000119914
40:22.3,0.017114194,0.00012093
40:22.3,0.042716987,0.000125916
40:22.3,0.068319783,0.00013517
40:22.3,-0.018610636,0.000139312
40:22.3,0.073678508,0.000143901
40:22.3,0.051648196,0.000154345
40:22.3,0.008778401,0.000159381
40:22.3,0.002228848,0.000160298
40:22.3,0.092731752,0.000168212
40:22.3,0.026045401,0.00017811
40:22.4,0.002228848,0.000180466
40:22.4,-0.004916118,0.000180242
40:22.4,0.014137125,0.000181011
40:22.4,-0.030518912,0.000179646
40:22.4,-0.0084886,0.000176395
40:22.4,0.024259159,0.000177709
40:22.4,-0.003129876,0.00017947
40:22.4,0.059983987,0.000184208
40:22.4,-0.013251911,0.000188102
40:22.4,0.002228848,0.000187184
40:22.5,-0.044213429,0.000183685
40:22.5,-0.010274842,0.000179144
40:22.5,-0.091846533,0.000170634
40:22.5,0.039739918,0.000166291
40:22.5,0.051648196,0.000173907
40:22.5,0.030808711,0.000180779
40:22.5,0.070106022,0.000189189
40:22.5,0.049861953,0.000199186
40:22.5,0.014137125,0.000204519
40:22.6,0.027831642,0.000208017
40:22.6,0.018900435,0.000211911
40:22.6,0.049861953,0.000217642
40:22.6,0.10642627,0.000230666
40:22.6,0.073678508,0.000245675
40:22.6,0.032594953,0.000254531
40:22.6,-0.049572155,0.000253117
40:22.6,-0.049572155,0.000244854
40:22.6,-0.073388711,0.000234607
40:22.6,-0.07696119,0.000222078
40:22.7,-0.10554105,0.000206869
40:22.7,-0.073388711,0.000191958
40:22.7,0.041526161,0.000189303
40:22.7,-0.098991498,0.000184514
40:22.7,-0.068029985,0.000170595
40:22.7,-0.022183118,0.000163077
40:22.7,-0.056121707,0.000156552
40:22.7,-0.081724502,0.000145064
40:22.7,-0.004916118,0.000137844
40:22.7,-0.035877638,0.000134445
40:22.7,0.06355647,0.000136751
40:22.8,-0.015038152,0.000140794
40:22.8,-0.010274842,0.000138685
40:22.8,-0.04242719,0.000134293
40:22.8,-0.032305155,0.000128065
40:22.8,0.032594953,0.000128089
40:22.8,0.059983987,0.000135804
40:22.8,0.04628947,0.000144661
40:22.8,-0.02873267,0.000146124
40:22.8,-0.064457498,0.000138358
40:22.8,-0.018610636,0.000131435
40:22.9,-0.056121707,0.000125208
40:22.9,-0.038854707,0.000117293
40:22.9,-0.071602464,0.000108088
40:22.9,-0.006702359,0.000101562
40:22.9,0.020686677,0.000102728
40:22.9,0.079037234,0.000111038
40:22.9,-0.013251911,0.00011652
40:22.9,0.068319783,0.000121109
40:22.9,0.080823474,0.000133538
40:22.9,0.06355647,0.00014557
40:23.0,0.000442607,0.000150903
40:23.0,-0.032305155,0.000148248
40:23.0,-0.016824394,0.000144154
40:23.0,-0.030518912,0.000140209
40:23.0,-0.018610636,0.000136114
40:23.0,-0.10375481,0.000125917
40:23.0,-0.032305155,0.000114579
40:23.0,0.003419676,0.000112171
40:23.0,-0.004916118,0.000112047
40:23.0,0.079037234,0.000118224
40:23.1,0.058197748,0.00012966
40:23.1,0.044503231,0.000138219
40:23.1,0.058197748,0.000146777
40:23.1,-0.030518912,0.000149084
40:23.1,-0.066243738,0.00014102
40:23.1,-0.02396936,0.000133502
40:23.1,-0.02873267,0.00012911
40:23.1,0.090945505,0.000134295
40:23.1,0.06355647,0.00014717
40:23.1,0.037953679,0.00015563
40:23.2,0.024259159,0.000160814
40:23.2,0.012350883,0.000163865
40:23.2,0.000442607,0.000164931
40:23.2,-0.006702359,0.000164409
40:23.2,-0.040640946,0.000160464
40:23.2,-0.001343635,0.000156965
40:23.2,0.002228848,0.000157039
40:23.2,-0.052549224,0.000152846
40:23.2,-0.01146567,0.000147511
40:23.3,-0.049572155,0.000142424
40:23.3,-0.056121707,0.000133616
40:23.3,-0.063266672,0.000123667
40:23.3,-0.10911354,0.000109302
40:23.3,-0.030518912,9.77E-05
40:23.3,-0.050762981,9.09E-05
40:23.3,-0.030518912,8.41E-05
40:23.3,-0.02873267,7.92E-05
40:23.3,-0.001343635,7.67E-05
40:23.3,-0.07517495,7.03E-05
40:23.4,-0.038854707,6.08E-05
40:23.4,-0.091846533,4.99E-05
40:23.4,-0.066243738,3.67E-05
40:23.4,-0.083510742,2.42E-05
40:23.4,0.010564642,1.82E-05
40:23.4,-0.04242719,1.55E-05
40:23.4,-0.044213429,8.29E-06
40:23.4,-0.018610636,3.06E-06
40:23.4,-0.02873267,-8.87E-07
40:23.4,-0.087083228,-1.05E-05
40:23.4,-0.049572155,-2.19E-05
40:23.5,-0.10911354,-3.52E-05
40:23.5,-0.12280805,-5.45E-05
40:23.5,0.010564642,-6.38E-05
40:23.5,-0.088869467,-7.04E-05
40:23.5,-0.057907946,-8.26E-05
40:23.5,-0.087083228,-9.47E-05
40:23.5,0.048075713,-9.79E-05
40:23.5,0.034381196,-9.11E-05
40:23.5,0.04628947,-8.43E-05
40:23.5,0.073678508,-7.43E-05
40:23.6,0.055220678,-6.36E-05
40:23.6,0.065342717,-5.35E-05
40:23.6,0.010564642,-4.72E-05
40:23.6,0.008778401,-4.56E-05
