Time,GPM,Total Gallons
47:28.4,0.049732961,0.014840762
47:28.4,0.002180017,0.014845088
47:28.4,0.036061492,0.014848275
47:28.4,0.084208846,0.014858298
47:28.4,0.068754144,0.014871045
47:28.4,0.087180905,0.01488404
47:28.4,0.16920973,0.014905406
47:28.4,0.18466444,0.014934896
47:28.4,0.14899974,0.014962702
47:28.4,0.1519718,0.014987784
47:28.5,0.13354503,0.015011577
47:28.5,0.1519718,0.01503537
47:28.5,0.077075906,0.015054459
47:28.5,0.039627962,0.015064184
47:28.5,0.096097082,0.015075495
47:28.5,0.087180905,0.015090768
47:28.5,0.090747379,0.015105596
47:28.5,0.082425609,0.015120027
47:28.5,0.058649141,0.015131784
47:28.5,0.063404433,0.015141955
47:28.6,0.077075906,0.015153661
47:28.6,0.051516198,0.015164378
47:28.6,0.056865904,0.01517341
47:28.6,0.058649141,0.015183036
47:28.6,0.094313845,0.015195783
47:28.6,0.046166491,0.015207491
47:28.6,0.032495018,0.015214046
47:28.6,0.017634725,0.015218223
47:28.6,0.051516198,0.015223986
47:28.6,0.085397668,0.015235396
47:28.7,0.020606784,0.01524423
47:28.7,0.068754144,0.015251677
47:28.7,0.036061492,0.015260411
47:28.7,0.039627962,0.015266719
47:28.7,-0.018624397,0.015268469
47:28.7,0.005746488,0.015267396
47:28.7,0.041411199,0.015271326
47:28.7,-0.009708219,0.015273968
47:28.7,-0.007924983,0.015272498
47:28.7,0.018823547,0.015273407
47:28.8,0.024173254,0.01527699
47:28.8,0.025956489,0.015281168
47:28.8,0.037844725,0.015286484
47:28.8,0.003963253,0.015289968
47:28.8,-0.018624397,0.015288747
47:28.8,-0.001386454,0.015287079
47:28.8,-0.01327469,0.015285857
47:28.8,0.012285018,0.015285775
47:28.8,0.047949728,0.015290794
47:28.9,0.06518767,0.015300223
47:28.9,0.10798532,0.015314654
47:28.9,0.066970907,0.015329234
47:28.9,0.11809032,0.015344656
47:28.9,0.071726203,0.015360475
47:28.9,0.031306196,0.01536906
47:28.9,0.051516198,0.015375962
47:28.9,0.044977669,0.015384004
47:28.9,0.005746488,0.015388231
47:28.9,0.12344003,0.015398997
47:29.0,0.037844725,0.015412438
47:29.0,0.066970907,0.015421173
47:29.0,0.08064238,0.015433474
47:29.0,0.096097082,0.015448202
47:29.0,0.071726203,0.015462188
47:29.0,0.06518767,0.015473598
47:29.0,0.012285018,0.015480054
47:29.0,0.049732961,0.015485222
47:29.0,0.039627962,0.015492668
47:29.0,-0.040617634,0.015492586
47:29.0,-0.020407632,0.0154875
47:29.1,0.037844725,0.015488954
47:29.1,0.020606784,0.015493825
47:29.1,0.032495018,0.01549825
47:29.1,0.025956489,0.015503122
47:29.1,0.059837963,0.015510271
47:29.1,0.003963253,0.015515588
47:29.1,0.018823547,0.015517487
47:29.1,-0.025162926,0.015516958
47:29.1,0.044977669,0.015518609
47:29.1,0.063404433,0.015527641
47:29.2,0.018823547,0.015534494
47:29.2,0.006935312,0.015536641
47:29.2,0.056865904,0.015541958
47:29.2,0.075292669,0.015552972
47:29.2,0.053299434,0.015563687
47:29.2,0.071726203,0.015574106
47:29.2,0.094313845,0.015587944
47:29.2,0.034278255,0.015598659
47:29.2,0.056865904,0.015606255
47:29.2,0.014068253,0.015612166
47:29.3,0.046166491,0.015617186
47:29.3,0.085397668,0.01562815
47:29.3,0.017634725,0.015636737
47:29.3,0.020606784,0.015639924
47:29.3,0.063404433,0.015646923
47:29.3,0.071726203,0.015658185
47:29.3,0.096097082,0.015672171
47:29.3,0.11274061,0.015689574
47:29.3,0.088964142,0.015706383
47:29.3,0.099069141,0.015722053
47:29.4,0.043194432,0.015733909
47:29.4,0.058649141,0.015742395
47:29.4,0.032495018,0.015749991
47:29.4,-0.00673616,0.015752139
47:29.4,0.037844725,0.01575473
47:29.4,0.006935312,0.015758462
47:29.4,0.088964142,0.015766453
47:29.4,0.071726203,0.015779845
47:29.4,0.024173254,0.015787836
47:29.4,0.020606784,0.015791569
47:29.5,-0.044184104,0.015789604
47:29.5,-0.044184104,0.015782239
47:29.5,0.003963253,0.015778888
47:29.5,0.10263561,0.015787771
47:29.5,0.025956489,0.015798487
47:29.5,0.032495018,0.015803358
47:29.5,0.063404433,0.01581135
47:29.5,0.020606784,0.015818352
47:29.5,0.029522961,0.015822528
47:29.6,-0.007924983,0.015824329
47:29.6,0.041411199,0.015827119
47:29.6,-0.044184104,0.015826888
47:29.6,-0.032295868,0.015820514
47:29.6,-0.064394109,0.015812457
47:29.6,0.041411199,0.015810542
47:29.6,-0.030512633,0.015811451
47:29.6,0.012285018,0.015809931
47:29.6,-0.003169689,0.015810691
47:29.6,0.005746488,0.015810905
47:29.7,0.055082668,0.015815975
47:29.7,0.053299434,0.015825007
47:29.7,-0.018624397,0.015827896
47:29.7,-0.011491454,0.015825387
47:29.7,0.06518767,0.015829861
47:29.7,0.015851488,0.015836615
47:29.7,0.046166491,0.015841782
47:29.7,-0.037051164,0.015842542
47:29.7,0.020606784,0.015841173
47:29.7,-0.026946161,0.015840644
47:29.7,-0.035267927,0.015835458
47:29.8,-0.040617634,0.015829135
47:29.8,-0.059638813,0.015820781
47:29.8,-0.064394109,0.015810445
47:29.8,-0.003169689,0.015804814
47:29.8,0.022390019,0.015806416
47:29.8,0.014068253,0.015809454
47:29.8,0.036061492,0.015813632
47:29.8,0.036061492,0.015819641
47:29.8,0.015851488,0.015823968
47:29.8,0.008718547,0.015826015
47:29.9,-0.040617634,0.015823357
47:29.9,0.020606784,0.01582169
47:29.9,-0.054289106,0.015818883
47:29.9,0.015851488,0.015815679
47:29.9,-0.003169689,0.015816737
47:29.9,0.092530616,0.015824184
47:29.9,-0.004952925,0.015831482
47:29.9,0.036061492,0.015834074
47:29.9,0.10976855,0.015846226
47:29.9,0.082425609,0.015862243
47:30.0,0.024173254,0.015871126
47:30.0,-0.030512633,0.015870597
47:30.0,0.005746488,0.015868533
47:30.0,0.043194432,0.015872613
47:30.0,-0.004952925,0.0158758
47:30.0,0.051516198,0.015879679
47:30.0,0.10441885,0.015892675
47:30.0,0.015851488,0.015902698
47:30.0,0.096097082,0.015912026
47:30.0,0.031306196,0.015922643
47:30.1,0.13830033,0.015936779
47:30.1,0.032495018,0.015951011
47:30.1,0.071726203,0.015959697
47:30.1,0.090747379,0.015973236
47:30.1,0.058649141,0.015985686
47:30.1,0.15078297,0.016003139
47:30.1,0.070537373,0.016021583
47:30.1,0.005746488,0.01602794
47:30.1,-0.011491454,0.016027462
47:30.2,-0.052505869,0.016022129
47:30.2,0.006935312,0.016018331
47:30.2,0.034278255,0.016021766
47:30.2,0.073509432,0.016030747
47:30.2,0.027739726,0.016039185
47:30.2,0.087180905,0.016048763
47:30.2,-0.023379691,0.016054079
47:30.2,-0.037051164,0.016049042
47:30.2,-0.13928999,0.016034348
47:30.2,-0.11075823,0.016013511
47:30.3,-0.15296146,0.015991533
47:30.3,-0.052505869,0.01597441
47:30.3,-0.047156163,0.015966104
47:30.3,-0.01327469,0.01596107
47:30.3,-0.062610872,0.015954744
47:30.3,-0.030512633,0.015946984
47:30.3,-0.020407632,0.015942741
47:30.3,0.002180017,0.015941221
47:30.3,0.039627962,0.015944706
47:30.3,0.027739726,0.01595032
47:30.4,0.053299434,0.015957074
47:30.4,0.034278255,0.015964372
47:30.4,0.059837963,0.015972216
47:30.4,0.020606784,0.015978919
47:30.4,0.051516198,0.015984928
47:30.4,0.022390019,0.015991088
47:30.4,0.022390019,0.015994821
47:30.4,0.032495018,0.015999394
47:30.4,0.008718547,0.016002828
47:30.4,0.044977669,0.016007302
47:30.4,-0.015057925,0.016009796
47:30.5,-0.056072339,0.016003869
47:30.5,-0.01684116,0.015997792
47:30.5,-0.038834397,0.015993154
47:30.5,-0.037051164,0.015986828
47:30.5,-0.083415285,0.01597679
47:30.5,-0.050722633,0.015965611
47:30.5,-0.035267927,0.015958445
47:30.5,-0.050722633,0.01595128
47:30.5,-0.01327469,0.015945947
47:30.5,0.012285018,0.015945863
47:30.6,-0.025162926,0.01594479
47:30.6,-0.011491454,0.015941735
47:30.6,-0.060827635,0.01593571
47:30.6,-0.009708219,0.015929831
47:30.6,-0.056072339,0.015924349
