Time,GPM,Total Gallons
37:11.3,-0.10323921,1.273101
37:11.3,-0.094314128,1.2730845
37:11.3,-0.13239446,1.2730657
37:11.3,-0.14072454,1.2730429
37:11.3,-0.14072454,1.2730194
37:11.3,-0.1371545,1.2729963
37:11.3,-0.16987979,1.2729707
37:11.4,-0.081224017,1.2729497
37:11.4,-0.12049436,1.2729329
37:11.4,-0.18177989,1.2729077
37:11.4,-0.15976471,1.2728792
37:11.4,-0.082414024,1.2728591
37:11.4,-0.096099146,1.2728442
37:11.4,-0.10502423,1.2728275
37:11.4,-0.12882443,1.272808
37:11.4,-0.1133543,1.2727878
37:11.5,-0.033028595,1.2727757
37:11.5,-0.067538895,1.2727672
37:11.5,-0.11156928,1.2727523
37:11.5,-0.1133543,1.2727336
37:11.5,-0.14429456,1.2727121
37:11.5,-0.099669173,1.2726917
37:11.5,-0.097884163,1.2726753
37:11.5,-0.046713714,1.2726632
37:11.5,-0.056828804,1.2726547
37:11.5,-0.053853776,1.2726454
37:11.6,-0.067538895,1.2726352
37:11.6,-0.12346938,1.2726194
37:11.6,-0.10978427,1.2725999
37:11.6,-0.085984059,1.2725836
37:11.6,-0.10145419,1.272568
37:11.6,-0.18832494,1.2725438
37:11.6,-0.099669173,1.2725198
37:11.6,0.021711882,1.2725134
37:11.6,-0.034813609,1.2725122
37:11.6,-0.12168436,1.2724992
37:11.6,-0.060398836,1.2724841
37:11.7,-0.082414024,1.2724721
37:11.7,-0.13893951,1.2724537
37:11.7,-0.055043787,1.2724375
37:11.7,-0.075868972,1.2724266
37:11.7,-0.089554086,1.2724128
37:11.7,-0.072298937,1.2723993
37:11.7,-0.052068762,1.2723889
37:11.7,-0.034813609,1.2723818
37:11.7,-0.089554086,1.2723714
37:11.7,-0.034813609,1.272361
37:11.8,-0.10145419,1.2723496
37:11.8,-0.099669173,1.2723329
37:11.8,-0.03838364,1.2723213
37:11.8,-0.040168658,1.2723148
37:11.8,-0.031243579,1.2723088
37:11.8,0.002671716,1.2723064
37:11.8,0.006241747,1.2723073
37:11.8,-0.015773445,1.2723064
37:11.8,-0.036598627,1.272302
37:11.8,-0.017558461,1.2722976
37:11.9,-0.053853776,1.2722917
37:11.9,0.006241747,1.2722876
37:11.9,0.006241747,1.2722887
37:11.9,-0.022913506,1.2722872
37:11.9,-0.034813609,1.2722825
37:11.9,-0.014583434,1.2722784
37:11.9,0.016356835,1.2722785
37:11.9,-0.007443372,1.2722793
37:11.9,0.045512091,1.2722825
37:11.9,0.019926867,1.2722878
37:12.0,0.006241747,1.2722901
37:12.0,-0.077653982,1.2722842
37:12.0,-0.024698522,1.2722756
37:12.0,0.019926867,1.2722752
37:12.0,-0.029458564,1.2722744
37:12.0,-0.043143682,1.2722683
37:12.0,0.018141851,1.2722663
37:12.0,-0.022913506,1.2722659
37:12.0,-0.070513919,1.272258
37:12.1,-0.011013404,1.2722512
37:12.1,0.047297105,1.2722543
37:12.1,0.04194206,1.2722617
37:12.1,0.050867137,1.2722695
37:12.1,0.002671716,1.2722739
37:12.1,-0.005658357,1.2722737
37:12.1,-0.043143682,1.2722696
37:12.1,0.030041955,1.2722685
37:12.1,-0.077653982,1.2722646
37:12.1,-0.097884163,1.2722499
37:12.2,-0.1371545,1.2722304
37:12.2,-0.075868972,1.2722126
37:12.2,-0.10680924,1.2721974
37:12.2,-0.10680924,1.2721796
37:12.2,-0.14250955,1.2721587
37:12.2,-0.15262464,1.2721342
37:12.2,-0.15619467,1.2721084
37:12.2,-0.13239446,1.2720845
37:12.2,-0.20915014,1.272056
37:12.2,-0.16630976,1.2720246
37:12.3,-0.13536949,1.2719995
37:12.3,-0.063968867,1.2719829
37:12.3,-0.14250955,1.2719657
37:12.3,-0.031243579,1.2719512
37:12.3,-0.11156928,1.2719393
37:12.3,-0.097884163,1.2719219
37:12.3,-0.15619467,1.2719007
37:12.3,-0.12525439,1.2718773
37:12.3,-0.16630976,1.271853
37:12.3,-0.16630976,1.2718252
37:12.3,-0.20915014,1.271794
37:12.4,-0.19010997,1.2717607
37:12.4,-0.15440965,1.271732
37:12.4,-0.15083963,1.2717065
37:12.4,-0.13060945,1.2716831
37:12.4,-0.077653982,1.2716657
37:12.4,-0.056828804,1.2716545
37:12.4,-0.13060945,1.2716389
