Time,GPM,Total Gallons
56:12.0,0.08546064,0.035019852
56:12.0,0.025986094,0.035029139
56:12.1,0.047991674,0.035035305
56:12.1,0.008738476,0.035040032
56:12.1,0.047991674,0.03504476
56:12.1,0.070592001,0.035054643
56:12.1,0.061670821,0.035065662
56:12.1,0.094381817,0.035078667
56:12.1,0.12649807,0.035097074
56:12.1,0.12471384,0.03511801
56:12.1,0.10449249,0.035137109
56:12.1,0.043233711,0.035149422
56:12.2,0.11817164,0.035162874
56:12.2,0.071781494,0.035178702
56:12.2,0.059886582,0.035189673
56:12.2,0.082486913,0.035201538
56:12.2,0.017659657,0.035209887
56:12.2,0.11817164,0.035221204
56:12.2,0.13363501,0.035242189
56:12.2,0.19310956,0.035269417
56:12.2,0.16396704,0.035299174
56:12.2,0.15385637,0.035325661
56:12.3,0.13363501,0.035349619
56:12.3,0.1829989,0.035376005
56:12.3,0.21214142,0.035408936
56:12.3,0.12828231,0.035437305
56:12.3,0.20203075,0.035464831
56:12.3,0.12471384,0.035492059
56:12.3,0.14196146,0.035514284
56:12.3,0.13363501,0.03553725
56:12.3,0.14731416,0.035560664
56:12.3,0.15742484,0.035586059
56:12.3,0.11103469,0.035608429
56:12.4,0.10449249,0.035626393
56:12.4,0.10806096,0.035644103
56:12.4,0.087244876,0.035660379
56:12.4,0.070592001,0.035673533
56:12.4,0.061670821,0.035684556
56:12.4,0.046207439,0.035693545
56:12.4,0.061670821,0.035702534
56:12.4,0.075349964,0.035713956
56:12.4,0.073565729,0.035726365
56:12.4,-0.006724906,0.035731934
56:12.5,0.11460316,0.035740923
56:12.5,0.13006654,0.035761315
56:12.5,0.1883516,0.035787851
56:12.5,0.1556406,0.035816517
56:12.5,0.20024651,0.035846174
56:12.5,0.23057853,0.035882078
56:12.5,0.19310956,0.035917386
56:12.5,0.09913978,0.035941739
56:12.5,0.077134199,0.035956427
56:12.6,0.097355545,0.035970971
56:12.6,0.067023531,0.035984669
56:12.6,0.094381817,0.035998121
56:12.6,0.083676405,0.036012959
56:12.6,0.090813346,0.036027499
56:12.6,0.12471384,0.036045458
56:12.6,0.12174011,0.036065999
56:12.6,0.067023531,0.036081728
56:12.6,0.10270826,0.036095873
56:12.6,0.17586194,0.036119089
56:12.7,0.10092402,0.036142156
56:12.7,0.11281893,0.036159966
56:12.7,0.073565729,0.036175497
56:12.7,0.070592001,0.036187511
56:12.7,0.10627673,0.036202252
56:12.7,0.012306948,0.036212135
56:12.7,0.010522712,0.036214035
56:12.7,-0.001372197,0.036214799
56:12.7,0.047991674,0.036218684
56:12.7,0.059886582,0.036227673
56:12.8,0.056912858,0.036237407
56:12.8,0.041449476,0.036245603
56:12.8,0.070592001,0.036254942
56:12.8,0.067023531,0.036266409
56:12.8,0.058102347,0.036276836
56:12.8,0.092597581,0.036289394
56:12.8,0.1098452,0.036306266
56:12.8,0.078918435,0.036321998
56:12.8,0.12471384,0.036338966
56:12.8,0.10627673,0.036358215
56:12.9,0.1098452,0.036376227
56:12.9,0.096166059,0.036393393
56:12.9,0.071781494,0.036407389
56:12.9,0.036096767,0.036416382
56:12.9,0.012306948,0.036420412
56:12.9,0.078918435,0.036428016
56:12.9,0.030744057,0.036437154
56:12.9,-0.023377778,0.036437768
56:12.9,0.030744057,0.036438383
56:12.9,0.041449476,0.0364444
56:13.0,0.12174011,0.036457997
56:13.0,0.092597581,0.03647586
56:13.0,0.092597581,0.036491293
56:13.0,0.059886582,0.036504
56:13.0,0.04977591,0.036513139
56:13.0,0.041449476,0.036520742
56:13.0,0.046207439,0.036528047
56:13.0,0.029554566,0.036534362
56:13.0,0.058102347,0.036541667
56:13.0,0.015875421,0.036547828
56:13.1,0.082486913,0.036556028
56:13.1,0.067023531,0.036568485
56:13.1,0.061670821,0.03657921
56:13.1,0.008738476,0.036585078
56:13.1,0.020633385,0.036587525
56:13.1,0.096166059,0.036597259
56:13.1,0.06345506,0.036610562
56:13.1,0.051560149,0.036620148
56:13.1,0.080702677,0.036631171
56:13.1,0.089029111,0.036645312
56:13.1,0.12649807,0.036663275
56:13.2,0.13185078,0.036684804
56:13.2,0.11817164,0.036705639
56:13.2,0.17110398,0.036729746
56:13.2,0.13541925,0.03675529
56:13.2,0.16931975,0.036780685
56:13.2,0.15920907,0.036808062
56:13.2,0.19667804,0.036837723
56:13.2,0.1556406,0.036867082
56:13.2,0.2067887,0.036897287
56:13.3,0.20203075,0.036931355
56:13.3,0.1502879,0.036960714
56:13.3,0.090813346,0.036980808
56:13.3,0.058102347,0.036993217
56:13.3,0.002196276,0.036998242
56:13.3,0.04977591,0.037002575
56:13.3,0.059886582,0.037011713
56:13.3,0.1502879,0.037029225
56:13.3,0.12649807,0.037052292
56:13.3,0.12828231,0.037073523
56:13.4,0.08546064,0.037091337
56:13.4,0.089029111,0.037105877
56:13.4,0.1556406,0.037126269
56:13.4,0.09913978,0.0371475
56:13.4,0.078918435,0.037162337
56:13.4,0.14017722,0.037180595
56:13.4,0.18954109,0.037208073
56:13.4,0.1883516,0.037239566
56:13.4,0.17288822,0.037269671
56:13.4,0.16099331,0.037297495
56:13.5,0.13541925,0.037322193
56:13.5,0.15207213,0.037346154
56:13.5,0.15742484,0.037371945
56:13.5,0.18121466,0.037400164
56:13.5,0.09913978,0.037423529
56:13.5,0.067023531,0.037437376
56:13.5,0.18121466,0.037458062
56:13.5,0.19132532,0.037489109
56:13.5,0.18121466,0.037520155
56:13.5,0.18121466,0.037550356
56:13.6,0.059886582,0.03757045
56:13.6,0.13541925,0.037586726
56:13.6,0.075349964,0.037604291
56:13.6,0.051560149,0.037614867
56:13.6,0.096166059,0.037627175
56:13.6,0.044423204,0.037638891
56:13.6,0.051560149,0.03764689
56:13.6,0.008738476,0.037651915
56:13.6,0.080702677,0.037659369
56:13.6,0.030744057,0.037668657
56:13.7,0.068807766,0.037676953
56:13.7,0.073565729,0.037688818
56:13.7,0.056912858,0.037699692
56:13.7,0.16753551,0.037718397
56:13.7,0.14196146,0.037744187
56:13.7,0.1490984,0.037768442
56:13.7,0.13839298,0.0377924
56:13.7,0.16753551,0.037817895
56:13.7,0.20024651,0.037848543
56:13.7,0.1829989,0.037880484
56:13.7,0.20500447,0.037912816
56:13.8,0.12828231,0.037940592
56:13.8,0.22046785,0.037969653
56:13.8,0.16099331,0.038001444
56:13.8,0.082486913,0.038021732
56:13.8,0.11995587,0.038038604
56:13.8,0.068807766,0.038054336
56:13.8,0.10449249,0.038068775
56:13.8,0.059886582,0.038082477
56:13.8,0.1229296,0.038097709
