Time,GPM,Total Gallons
50:43.5,0.031761218,-0.011244215
50:43.5,0.041864958,-0.01123808
50:43.5,0.031761218,-0.011231944
50:43.5,0.047213998,-0.011225362
50:43.5,0.062666781,-0.011216206
50:43.5,0.026412178,-0.011208782
50:43.5,-0.011031099,-0.0112075
50:43.6,-0.039559308,-0.011211717
50:43.6,0.074553534,-0.011208801
50:43.6,0.033544231,-0.011199792
50:43.6,-0.011031099,-0.011197916
50:43.6,-0.002116032,-0.011199011
50:43.6,0.040081944,-0.011195848
50:43.6,-0.048474375,-0.011196547
50:43.6,-0.053229079,-0.011205022
50:43.6,-0.084134638,-0.01121647
50:43.6,-0.10493646,-0.011232226
50:43.7,-0.1590212,-0.011254223
50:43.7,-0.091266692,-0.01127508
50:43.7,-0.12692696,-0.011293264
50:43.7,-0.055012092,-0.011308425
50:43.7,-0.10493646,-0.011321755
50:43.7,-0.10315344,-0.011339096
50:43.7,-0.041342322,-0.011351137
50:43.7,-0.041342322,-0.011358028
50:43.7,-0.034804609,-0.011364373
50:43.7,0.041864958,-0.011363786
50:43.8,-0.000333019,-0.011360324
50:43.8,-0.007465072,-0.011360974
50:43.8,-0.052040402,-0.011365933
50:43.8,0.045430984,-0.011366484
50:43.8,-0.062144142,-0.011367877
50:43.8,-0.0157858,-0.011374371
50:43.8,-0.085917652,-0.011382846
50:43.8,-0.027672555,-0.011392312
50:43.8,-0.070464872,-0.011400491
50:43.8,-0.072247885,-0.011412384
50:43.9,-0.022917854,-0.011420314
50:43.9,-0.15426649,-0.01143508
50:43.9,-0.12336093,-0.011458216
50:43.9,-0.11147417,-0.011477786
50:43.9,-0.1388137,-0.011498644
50:43.9,-0.078785598,-0.011516778
50:43.9,-0.084134638,-0.011530355
50:43.9,-0.077596925,-0.011543833
50:43.9,-0.046691362,-0.01155419
50:44.0,-0.024700867,-0.011560139
50:44.0,-0.10612513,-0.011571041
50:44.0,-0.080568612,-0.0115866
50:44.0,-0.089483678,-0.011600771
50:44.0,-0.077596925,-0.011614695
50:44.0,-0.075813912,-0.011627479
50:44.0,-0.012814112,-0.011634865
50:44.0,-0.033021595,-0.011638685
50:44.0,-0.029455569,-0.011643891
50:44.0,-0.031238582,-0.011648949
50:44.1,-0.000333019,-0.01165158
50:44.1,-0.066898845,-0.011657183
50:44.1,0.009770722,-0.011661944
50:44.1,-0.12336093,-0.01167141
