Time,GPM,Total Gallons
34:50.3,-0.069958091,-0.004237551
34:50.3,-0.034280043,-0.004246238
34:50.3,-0.066984922,-0.004254677
34:50.3,0.001398009,-0.004260142
34:50.3,0.009722888,-0.004259216
34:50.3,-0.017035652,-0.004259825
34:50.3,-0.027739067,-0.004263557
34:50.4,-0.037847847,-0.004269022
34:50.4,-0.041415654,-0.004275627
34:50.4,-0.029522968,-0.004281539
34:50.4,-0.071741998,-0.004289978
34:50.4,-0.087202489,-0.004303224
34:50.4,-0.068768829,-0.004316222
34:50.4,-0.097311266,-0.004330062
34:50.4,-0.090770289,-0.004345736
34:50.4,-0.085418582,-0.004360418
34:50.5,-0.024171261,-0.004369551
34:50.5,0.045995574,-0.004367732
34:50.5,-0.046172727,-0.004367747
34:50.5,-0.01406248,-0.004372767
34:50.5,-0.036063947,-0.004376944
34:50.5,-0.051524434,-0.004384243
34:50.5,-0.002169796,-0.004388718
34:50.5,-0.051524434,-0.004393193
34:50.5,-0.00692687,-0.004398063
34:50.5,0.016858498,-0.004397236
34:50.5,0.008533619,-0.00439512
34:50.6,-0.034280043,-0.004397265
34:50.6,-0.056281507,-0.004404812
34:50.6,-0.071741998,-0.004415481
34:50.6,-0.11277176,-0.004430858
34:50.6,-0.13180006,-0.004451239
34:50.6,-0.096121997,-0.004470233
34:50.6,-0.063417122,-0.004483528
34:50.6,-0.071741998,-0.004494791
34:50.6,-0.056281507,-0.004505461
34:50.7,0.044211671,-0.004506466
34:50.7,-0.017035652,-0.004504202
34:50.7,-0.041415654,-0.004509073
34:50.7,-0.022387359,-0.00451439
34:50.7,-0.044388823,-0.004519954
34:50.7,-0.071741998,-0.004529632
34:50.7,-0.077093706,-0.004542036
34:50.7,-0.068768829,-0.004554191
34:50.7,-0.059849314,-0.004564909
34:50.7,0.015074595,-0.004568641
34:50.7,0.02696728,-0.004565137
34:50.8,0.006749717,-0.004562327
34:50.8,0.061456062,-0.004556643
34:50.8,-0.032496139,-0.00455423
34:50.8,-0.024171261,-0.004558952
34:50.8,-0.036063947,-0.004563972
34:50.8,-0.025955165,-0.00456914
34:50.8,-0.13834102,-0.004582832
34:50.8,-0.16212639,-0.004607871
34:50.8,-0.14369273,-0.004633357
34:50.8,-0.11990736,-0.004655324
34:50.9,-0.14190882,-0.004677143
34:50.9,-0.073525898,-0.004695096
34:50.9,-0.029522968,-0.004703683
34:50.9,-0.097311266,-0.004714253
34:50.9,-0.10623078,-0.004731215
34:50.9,-0.17580298,-0.004754718
34:50.9,-0.088986389,-0.004776785
34:50.9,-0.20018299,-0.004800883
34:50.9,-0.094338097,-0.004825426
34:50.9,-0.087202489,-0.004840555
34:51.0,-0.059849314,-0.00485281
34:51.0,-0.073525898,-0.004863924
34:51.0,-0.088986389,-0.004877468
34:51.0,-0.078877605,-0.004891457
34:51.0,-0.10920395,-0.00490713
34:51.0,-0.12466444,-0.00492662
34:51.0,-0.073525898,-0.004943136
34:51.0,-0.025955165,-0.004951426
34:51.0,-0.083634682,-0.004960559
34:51.0,-0.066984922,-0.004973111
34:51.1,-0.071741998,-0.004984671
34:51.1,-0.037847847,-0.004993804
34:51.1,-0.055092238,-0.005001549
34:51.1,-0.17580298,-0.005020791
34:51.1,-0.11633956,-0.005045136
34:51.1,-0.12169127,-0.005064973
34:51.1,-0.15201761,-0.005087783
34:51.1,-0.10623078,-0.005109304
34:51.1,-0.10444688,-0.005126861
34:51.2,-0.096121997,-0.005143575
34:51.2,-0.10920395,-0.005160686
34:51.2,-0.14190882,-0.005181612
34:51.2,-0.14012493,-0.005205115
34:51.2,-0.13358395,-0.005227925
34:51.2,-0.10801468,-0.005248059
34:51.2,-0.13536786,-0.005268341
34:51.2,-0.085418582,-0.00528674
34:51.2,-0.027739067,-0.00529617
34:51.2,-0.049740531,-0.005302627
34:51.3,-0.083634682,-0.005313742
34:51.3,-0.036063947,-0.005323717
34:51.3,-0.10920395,-0.005335823
34:51.3,-0.010494675,-0.005345798
34:51.3,-0.071741998,-0.005352651
34:51.3,-0.03963175,-0.005361932
34:51.3,-0.041415654,-0.005368686
34:51.3,-0.058065411,-0.005376976
34:51.3,0.01150679,-0.005380856
34:51.3,-0.032496139,-0.005382606
34:51.4,-0.020603456,-0.005387031
34:51.4,0.023399474,-0.005386798
34:51.4,-0.077093706,-0.005391272
34:51.4,-0.027739067,-0.005400009
34:51.4,-0.030712238,-0.00540488
34:51.4,-0.094338097,-0.005415301
34:51.4,-0.055092238,-0.005427754
34:51.4,-0.047956631,-0.005436341
34:51.4,-0.065201022,-0.005445771
34:51.4,-0.1639103,-0.005464864
34:51.4,-0.15023372,-0.005491043
34:51.5,-0.19126347,-0.005519502
34:51.5,-0.21029176,-0.005552966
34:51.5,-0.19839908,-0.005587024
34:51.5,-0.16926201,-0.005617663
34:51.5,-0.11812346,-0.005641612
34:51.5,-0.027739067,-0.005653767
34:51.5,-0.082445413,-0.00566295
34:51.5,-0.010494675,-0.005670695
34:51.5,-0.087202489,-0.005678836
34:51.5,-0.032496139,-0.005688812
34:51.6,-0.14547664,-0.005703643
34:51.6,-0.11812346,-0.00572561
34:51.6,-0.082445413,-0.005742325
34:51.6,-0.059849314,-0.005754183
34:51.6,-0.094338097,-0.005767032
34:51.6,-0.071741998,-0.005780872
34:51.6,-0.083634682,-0.00579382
34:51.6,-0.061633214,-0.005805926
34:51.6,-0.15201761,-0.005823731
34:51.6,-0.061633214,-0.005841536
34:51.7,-0.10623078,-0.005855524
34:51.7,-0.094338097,-0.005872239
34:51.7,-0.097311266,-0.00588821
34:51.7,-0.018819554,-0.005897888
34:51.7,-0.053308338,-0.005903898
34:51.7,-0.071741998,-0.005914319
34:51.7,-0.094338097,-0.00592816
34:51.7,-0.080661513,-0.005942743
34:51.7,-0.12644835,-0.005960003
34:51.7,-0.068768829,-0.005976271
34:51.8,-0.022387359,-0.005983868
34:51.8,-0.10623078,-0.005994586
34:51.8,-0.14547664,-0.006015562
34:51.8,-0.14844981,-0.006040057
34:51.8,-0.087202489,-0.006059695
34:51.8,-0.16093713,-0.006080373
34:51.8,-0.11455566,-0.006103332
34:51.8,-0.087202489,-0.006120145
34:51.8,-0.078877605,-0.006133985
34:51.9,-0.03963175,-0.006143862
34:51.9,-0.083634682,-0.006154134
34:51.9,-0.11633956,-0.006170799
34:51.9,-0.043199554,-0.006184094
34:51.9,0.016858498,-0.006186289
34:51.9,-0.058065411,-0.006189723
34:51.9,-0.092554197,-0.006202275
34:51.9,-0.003953699,-0.006210317
34:51.9,0.032318987,-0.006207954
34:51.9,-0.078877605,-0.006211834
34:51.9,-0.11633956,-0.006228102
34:52.0,-0.097311266,-0.006245907
34:52.0,-0.096121997,-0.006262026
34:52.0,-0.099095173,-0.006278295
34:52.0,-0.10087907,-0.00629496
34:52.0,-0.061633214,-0.006308503
34:52.0,0.008533619,-0.006312928
34:52.0,-0.051524434,-0.00631651
34:52.0,-0.10087907,-0.006329211
34:52.0,-0.078877605,-0.006344191
34:52.0,-0.16926201,-0.006364869
34:52.1,-0.14726053,-0.006391247
34:52.1,-0.18650639,-0.006419061
34:52.1,-0.18650639,-0.006450146
34:52.1,-0.21683274,-0.006483758
34:52.1,-0.20018299,-0.006518511
34:52.1,-0.19304737,-0.006551281
34:52.1,-0.17937079,-0.006582316
34:52.1,-0.13536786,-0.006608544
34:52.1,-0.082445413,-0.006626696
34:52.1,-0.087202489,-0.006640834
34:52.2,-0.063417122,-0.006653386
34:52.2,-0.10801468,-0.006667672
34:52.2,-0.073525898,-0.006682801
34:52.2,-0.12466444,-0.006699317
34:52.2,-0.11277176,-0.006719104
34:52.2,-0.037847847,-0.006731655
34:52.2,-0.078877605,-0.006741383
34:52.2,-0.053308338,-0.006752398
34:52.2,-0.034280043,-0.006759698
34:52.2,-0.00692687,-0.006763131
34:52.3,0.018642399,-0.006762155
34:52.3,-0.01406248,-0.006761774
34:52.3,-0.051524434,-0.006767239
34:52.3,-0.099095173,-0.006779791
34:52.3,-0.12466444,-0.006798438
34:52.3,-0.078877605,-0.0068154
34:52.3,-0.10087907,-0.00683038
34:52.3,-0.13834102,-0.006850316
34:52.3,-0.077093706,-0.006868269
34:52.3,-0.061633214,-0.00687983
34:52.4,-0.012278577,-0.006885989
34:52.4,0.003181911,-0.006886747
34:52.4,-0.024171261,-0.006888496
34:52.4,-0.063417122,-0.006895796
34:52.4,-0.088986389,-0.006908496
34:52.4,-0.11455566,-0.006925459
34:52.4,-0.10801468,-0.006944006
34:52.4,-0.090770289,-0.006960572
34:52.4,-0.077093706,-0.006974561
34:52.5,-0.075309806,-0.006987262
34:52.5,-0.044388823,-0.006997237
34:52.5,-0.094338097,-0.007008798
34:52.5,-0.063417122,-0.007021944
34:52.5,-0.073525898,-0.007033356
34:52.5,-0.077093706,-0.007045908
34:52.5,-0.10266297,-0.007060888
34:52.5,-0.10623078,-0.007078296
34:52.5,-0.11098786,-0.007096398
34:52.5,-0.11455566,-0.007115194
34:52.6,-0.10801468,-0.007133741
34:52.6,-0.071741998,-0.007148722
34:52.6,-0.096121997,-0.007162711
34:52.6,-0.065201022,-0.007176154
34:52.6,-0.082445413,-0.007188459
34:52.6,-0.18650639,-0.007210872
34:52.6,-0.10087907,-0.007234821
34:52.6,-0.15023372,-0.007255747
34:52.6,-0.15201761,-0.007280936
34:52.6,-0.13001615,-0.007304439
34:52.7,-0.18115468,-0.00733037
34:52.7,-0.19126347,-0.007361406
34:52.7,-0.13001615,-0.00738818
