Time,GPM,Total Gallons
49:09.0,4.7125235,-0.044100147
49:09.0,4.7946649,-0.043307863
49:09.0,4.864902,-0.042502884
49:09.1,4.9589481,-0.041684214
49:09.1,4.9637098,-0.040857311
49:09.1,5.0494227,-0.040022865
49:09.1,5.1297784,-0.039174583
49:09.1,5.2232294,-0.038311813
49:09.1,5.2113247,-0.037442248
49:09.1,5.2339435,-0.036571793
49:09.1,5.2148962,-0.03570104
49:09.1,5.2440624,-0.034829441
49:09.2,5.2577524,-0.033954274
49:09.2,5.2613239,-0.033077668
49:09.2,5.2523952,-0.032201506
49:09.2,5.1089454,-0.031338044
49:09.2,5.0321612,-0.030492935
49:09.2,4.9244246,-0.029663203
49:09.2,4.7863317,-0.028853957
49:09.2,4.6732388,-0.028065644
49:09.2,4.4428854,-0.027305951
49:09.2,4.3470535,-0.026573442
49:09.3,4.1726518,-0.025863452
49:09.3,4.0601535,-0.025177371
49:09.3,3.9030135,-0.024513761
49:09.3,3.8036103,-0.02387153
49:09.3,3.6446846,-0.023250826
49:09.3,3.6018281,-0.022646938
49:09.3,3.4946871,-0.02205555
49:09.3,3.4244502,-0.021478944
49:09.3,3.330404,-0.020916028
49:09.3,3.2089777,-0.020371068
49:09.3,3.0601707,-0.019848628
49:09.4,3.0518374,-0.019339284
49:09.4,2.9494581,-0.018839167
49:09.4,2.7988656,-0.01836013
49:09.4,2.7185097,-0.01790034
49:09.4,2.6333921,-0.017454339
49:09.4,2.5357747,-0.017023567
49:09.4,2.4673235,-0.016606633
49:09.4,2.4333956,-0.016198233
49:09.4,2.2744696,-0.015805902
49:09.4,2.2744696,-0.015426816
49:09.5,2.1256626,-0.015060131
49:09.5,2.0917346,-0.014708675
49:09.5,1.9822127,-0.014369172
49:09.5,1.8780478,-0.014047477
49:09.5,1.8834049,-0.013734017
49:09.5,1.836977,-0.013423978
49:09.5,1.8441198,-0.013117215
49:09.5,1.7673354,-0.012816254
49:09.5,1.7280504,-0.012524966
49:09.5,1.7006699,-0.012239234
49:09.6,1.560196,-0.011967489
49:09.6,1.536387,-0.011709436
49:09.6,1.4768641,-0.011458326
49:09.6,1.4459122,-0.011214756
49:09.6,1.3965083,-0.010977884
49:09.6,1.3810325,-0.010746418
49:09.6,1.3536519,-0.010518522
49:09.6,1.3280572,-0.010295042
49:09.6,1.2203208,-0.010082673
49:09.6,1.0667521,-0.00989208
49:09.7,1.0512761,-0.009715574
49:09.7,1.0000864,-0.009544624
49:09.7,1.0578237,-0.009373128
49:09.7,1.0048484,-0.009201235
49:09.7,0.97270602,-0.009036436
49:09.7,0.94532549,-0.008876597
49:09.7,0.82389897,-0.008729158
49:09.7,0.85663652,-0.00858911
49:09.7,0.79473281,-0.008451494
49:09.7,0.70425814,-0.008326575
49:09.8,0.68878222,-0.008210487
49:09.8,0.61199784,-0.008102085
49:09.8,0.62211668,-0.007999241
49:09.8,0.59176004,-0.007898083
49:09.8,0.55068934,-0.007802877
49:09.8,0.55902255,-0.007710399
49:09.8,0.54354662,-0.007618516
49:09.8,0.44831011,-0.00753586
49:09.8,0.50128543,-0.007456725
49:09.9,0.55545115,-0.007368662
49:09.9,0.52152318,-0.007278912
49:09.9,0.44473875,-0.007198389
49:09.9,0.46497649,-0.007122578
49:09.9,0.46021467,-0.007045477
49:09.9,0.41378689,-0.006972642
49:09.9,0.41735825,-0.006903379
49:09.9,0.38462073,-0.006836546
49:09.9,0.40902507,-0.006770407
49:09.9,0.33045498,-0.006708783
49:10.0,0.38640639,-0.006649043
49:10.0,0.37628752,-0.006585484
49:10.0,0.38164458,-0.006522322
49:10.0,0.35724023,-0.006460747
49:10.0,0.31319335,-0.006404876
49:10.0,0.33343112,-0.00635099
49:10.0,0.30783629,-0.00629755
49:10.0,0.29414606,-0.006247384
49:10.0,0.26200375,-0.006201037
49:10.0,0.26855126,-0.006156823
49:10.0,0.30962199,-0.006108641
49:10.1,0.2649799,-0.006060756
49:10.1,0.25664669,-0.006017287
49:10.1,0.28581288,-0.005972081
49:10.1,0.21557596,-0.005930298
49:10.1,0.14712475,-0.005900072
49:10.1,0.14712475,-0.005875551
49:10.1,0.13224405,-0.00585227
49:10.1,0.05010258,-0.005837074
49:10.1,0.13879155,-0.005821332
49:10.1,0.15783885,-0.005796612
49:10.2,0.1715291,-0.005769164
49:10.2,0.17450523,-0.005740328
49:10.2,0.14891043,-0.005713376
49:10.2,0.14057724,-0.005689251
49:10.2,0.10129219,-0.005669095
49:10.2,0.19176684,-0.005644673
49:10.2,0.1780766,-0.005613852
49:10.2,0.19533822,-0.005582734
49:10.2,0.1971239,-0.005550028
49:10.2,0.17986229,-0.005518612
49:10.3,0.20010003,-0.005486948
49:10.3,0.23283757,-0.005450869
49:10.3,0.13879155,-0.005419899
49:10.3,0.2483135,-0.00538764
49:10.3,0.15783885,-0.005353793
49:10.3,0.10664924,-0.005331752
49:10.3,0.1078397,-0.005313878
49:10.3,0.14712475,-0.00529263
49:10.3,0.13879155,-0.005268803
49:10.3,0.12510131,-0.005246812
49:10.4,0.13045835,-0.005225515
49:10.4,0.036412336,-0.005211609
49:10.4,0.12688699,-0.005198
49:10.4,0.082244895,-0.005180572
49:10.4,0.065578505,-0.005168253
49:10.4,0.13045835,-0.005151916
49:10.4,0.080459207,-0.005134339
49:10.4,0.070340335,-0.005121773
49:10.4,0.034626652,-0.005113025
49:10.5,0.026293458,-0.005107949
49:10.5,0.012603215,-0.005104707
49:10.5,0.073911697,-0.005097497
49:10.5,0.068554647,-0.005085625
49:10.5,0.084030576,-0.005072909
49:10.5,0.15069611,-0.005053348
49:10.5,0.10962538,-0.005031654
49:10.5,0.051888265,-0.005018195
49:10.5,0.15962453,-0.005000568
49:10.5,0.28402719,-0.004963596
49:10.6,0.29771742,-0.004915117
49:10.6,0.34414521,-0.004861627
49:10.6,0.37628752,-0.00480159
49:10.6,0.46200037,-0.004731731
49:10.6,0.53521341,-0.004648628
49:10.6,0.6328308,-0.004551289
49:10.6,0.73878139,-0.004436986
49:10.6,0.75723344,-0.004312316
49:10.6,0.81199443,-0.004181544
49:10.6,1.0667521,-0.004024979
49:10.7,1.1709169,-0.003838503
49:10.7,1.3482949,-0.003628564
49:10.7,1.5024589,-0.003390997
49:10.7,1.5911479,-0.003133191
49:10.7,1.7840018,-0.002851923
49:10.7,1.9310231,-0.002542331
49:10.7,2.1018536,-0.002206251
49:10.7,2.3292305,-0.001836987
49:10.7,2.4524429,-0.001438506
49:10.7,2.7595804,-0.001004162
49:10.7,2.8351743,-0.000537923
49:10.8,2.9411249,-5.66E-05
49:10.8,3.1815972,0.000453681
49:10.8,3.2536197,0.00098996
49:10.8,3.3899269,0.0015436
49:10.8,3.5321865,0.002120454
49:10.8,3.6018281,0.002714968
49:10.8,3.7458732,0.003327288
49:10.8,3.9095609,0.003965254
49:10.8,3.9845598,0.00462311
49:10.8,4.1232476,0.005298774
49:10.9,4.2000322,0.005992395
49:10.9,4.339911,0.006704071
49:10.9,4.4083619,0.007433108
49:10.9,4.53336,0.008178267
49:10.9,4.5244317,0.008933098
49:10.9,4.5845494,0.009692195
49:10.9,4.7333565,0.010468702
49:10.9,4.878592,0.011269714
49:10.9,4.8494258,0.012080398
