Time,GPM,Total Gallons
21:06.3,-0.060361128,-0.019614674
21:06.3,-0.11682321,-0.019629439
21:06.3,-0.050257389,-0.019643364
21:06.4,-0.075813912,-0.01965387
21:06.4,-0.005682059,-0.019660661
21:06.4,0.040081944,-0.019657794
21:06.4,0.026412178,-0.019652253
21:06.4,0.043647971,-0.019646415
21:06.4,-0.012814112,-0.019643845
21:06.4,-0.058578115,-0.019649794
21:06.4,-0.046691362,-0.019658567
21:06.4,-0.072247885,-0.019668479
21:06.4,-0.039559308,-0.019677797
21:06.5,-0.019351827,-0.019682705
21:06.5,-0.070464872,-0.019690191
21:06.5,-0.024700867,-0.019698121
21:06.5,-0.027672555,-0.019702487
21:06.5,-0.044908348,-0.019708535
21:06.5,0.048997011,-0.019708194
21:06.5,0.002638669,-0.019703891
21:06.5,0.02344049,-0.019701717
21:06.5,-0.005682059,-0.019700237
21:06.5,-0.005682059,-0.019701185
21:06.6,0.002638669,-0.019701438
21:06.6,0.057317741,-0.019696442
21:06.6,0.019874463,-0.019690009
21:06.6,0.033544231,-0.019685557
21:06.6,0.009770722,-0.019681947
21:06.6,-0.068681858,-0.019686857
21:06.6,-0.033021595,-0.019695332
21:06.6,-0.091266692,-0.01970569
21:06.6,-0.075813912,-0.019719614
21:06.6,-0.024700867,-0.01972799
21:06.7,-0.033021595,-0.019732801
21:06.7,0.048997011,-0.019731469
21:06.7,-0.000333019,-0.019727414
21:06.7,0.040081944,-0.019724101
21:06.7,0.047213998,-0.019716827
21:06.7,-0.014002787,-0.019714059
21:06.7,0.006204696,-0.019714709
21:06.7,0.037110258,-0.0197111
21:06.7,0.021657476,-0.019706201
21:06.7,0.048997011,-0.019700313
21:06.8,0.065638468,-0.019690759
21:06.8,0.067421481,-0.019679671
21:06.8,-0.007465072,-0.019674676
21:06.8,-0.036587622,-0.019678347
21:06.8,-0.027672555,-0.019683702
21:06.8,-0.024700867,-0.019688066
21:06.8,0.047213998,-0.01968619
21:06.8,-0.02113484,-0.019684017
21:06.8,0.060883768,-0.019680705
21:06.8,-0.017568814,-0.019677095
21:06.8,0.10011005,-0.019670216
21:06.9,0.12744959,-0.019651253
21:06.9,0.10189307,-0.01963214
21:06.9,0.048997011,-0.019619565
21:06.9,0.045430984,-0.019611696
21:06.9,0.090006314,-0.01960041
21:06.9,0.10545909,-0.019584121
21:06.9,0.15300612,-0.019562582
21:06.9,0.082874261,-0.019542925
21:06.9,0.048997011,-0.019531935
21:07.0,0.02344049,-0.019525899
21:07.0,0.02344049,-0.019521991
21:07.0,0.006204696,-0.019519521
21:07.0,-0.044908348,-0.019522747
21:07.0,0.021657476,-0.019524684
21:07.0,0.016308436,-0.01952152
21:07.0,0.047213998,-0.019516226
21:07.0,0.048997011,-0.019508209
21:07.0,-0.002116032,-0.019504301
21:07.0,0.025223503,-0.019502375
21:07.1,-0.014002787,-0.01950144
21:07.1,-0.000333019,-0.019502636
21:07.1,-0.017568814,-0.019504128
21:07.1,-0.009248085,-0.019506363
21:07.1,0.019874463,-0.019505477
21:07.1,0.041864958,-0.019500332
21:07.1,-0.000333019,-0.019496871
21:07.1,-0.005682059,-0.019497372
21:07.1,0.016308436,-0.019496486
21:07.1,0.021657476,-0.019493323
21:07.2,0.013336749,-0.019490406
21:07.2,0.028195191,-0.019486945
21:07.2,-0.003899046,-0.01948492
21:07.2,-0.029455569,-0.019487699
21:07.2,0.009770722,-0.01948934
21:07.2,-0.048474375,-0.019492567
21:07.2,-0.005682059,-0.01949708
21:07.2,-0.02113484,-0.019499313
21:07.2,0.043647971,-0.019497437
21:07.2,0.025223503,-0.019491699
21:07.3,-0.002116032,-0.019489773
21:07.3,0.038893271,-0.019486709
21:07.3,-0.000333019,-0.019483494
21:07.3,-0.011031099,-0.019484442
21:07.3,-0.014002787,-0.019486528
21:07.3,-0.046691362,-0.019491585
21:07.3,-0.13049299,-0.019506352
21:07.3,-0.065710172,-0.019522702
21:07.3,-0.027672555,-0.019530484
21:07.3,-0.043125335,-0.019536383
21:07.4,-0.024700867,-0.019542037
21:07.4,-0.009248085,-0.019544866
21:07.4,0.021657476,-0.01954383
21:07.4,0.037110258,-0.019538933
21:07.4,0.038893271,-0.0195326
21:07.4,0.057317741,-0.019524582
21:07.4,-0.055012092,-0.01952439
21:07.4,-0.024700867,-0.019531032
21:07.4,-0.075813912,-0.01953941
21:07.4,0.011553735,-0.019544765
21:07.4,-0.003899046,-0.019544126
21:07.5,-0.041342322,-0.019547896
21:07.5,-0.022917854,-0.019553252
21:07.5,-0.026483878,-0.019557368
21:07.5,-0.029455569,-0.01956203
21:07.5,0.009770722,-0.019563671
21:07.5,-0.11979491,-0.019572839
21:07.5,-0.044908348,-0.019586565
21:07.5,-0.036587622,-0.019593356
21:07.5,-0.074030899,-0.019602574
21:07.5,-0.034804609,-0.019611645
21:07.6,-0.038370635,-0.019617744
21:07.6,0.031761218,-0.019618293
21:07.6,0.037110258,-0.019612554
21:07.6,0.045430984,-0.019605676
21:07.6,0.013336749,-0.019600779
21:07.6,-0.091266692,-0.019607272
21:07.6,-0.038370635,-0.019618075
21:07.6,-0.012814112,-0.019622341
21:07.6,-0.026483878,-0.019625617
21:07.7,-0.029455569,-0.019630278
21:07.7,0.029978205,-0.019630235
21:07.7,0.082874261,-0.01962083
21:07.7,0.047213998,-0.01960999
21:07.7,-0.007465072,-0.019606676
21:07.7,0.052563038,-0.019602919
21:07.7,0.016308436,-0.019597178
21:07.7,0.026412178,-0.019593619
21:07.7,0.025223503,-0.019589316
21:07.7,-0.066898845,-0.019592788
21:07.8,-0.024700867,-0.019600423
21:07.8,-0.012814112,-0.019603549
21:07.8,-0.011031099,-0.019605536
21:07.8,-0.050257389,-0.019610643
21:07.8,-0.058578115,-0.019619713
21:07.8,0.026412178,-0.019622393
21:07.8,-0.017568814,-0.019621657
21:07.8,-0.065710172,-0.019628597
21:07.8,-0.031238582,-0.019636676
21:07.8,-0.027672555,-0.019641586
21:07.9,-0.053229079,-0.019648327
21:07.9,-0.10612513,-0.019661607
21:07.9,-0.039559308,-0.019673748
21:07.9,0.011553735,-0.019676082
21:07.9,-0.044908348,-0.019678861
21:07.9,-0.052040402,-0.019686941
21:07.9,-0.043125335,-0.01969487
21:07.9,-0.02113484,-0.019700225
21:07.9,-0.068681858,-0.019707711
21:07.9,0.009770722,-0.019712619
21:07.9,-0.019351827,-0.019713419
21:08.0,0.009770722,-0.019714218
21:08.0,0.065638468,-0.019707933
21:08.0,0.050780024,-0.019698231
21:08.0,0.007987709,-0.019693334
21:08.0,-0.066898845,-0.019698244
21:08.0,0.016308436,-0.019702459
21:08.0,-0.060361128,-0.01970613
21:08.0,-0.077596925,-0.019717626
21:08.0,-0.10137043,-0.01973254
21:08.1,-0.13524768,-0.01975226
21:08.1,-0.009248085,-0.0197643
21:08.1,0.052563038,-0.019760692
21:08.1,0.10011005,-0.019747969
21:08.1,0.094761014,-0.019731728
21:08.1,0.019874463,-0.019722177
21:08.1,-0.055012092,-0.019725105
21:08.1,0.031761218,-0.019727042
21:08.1,0.028195191,-0.019722044
21:08.1,-0.014002787,-0.019720862
21:08.2,0.052563038,-0.019717649
21:08.2,0.041864958,-0.019709781
21:08.2,0.004421683,-0.019705923
21:08.2,-0.002116032,-0.019705731
21:08.2,-0.000333019,-0.019705934
21:08.2,0.016308436,-0.019704603
21:08.2,0.000855656,-0.019703172
21:08.2,-0.003899046,-0.019703427
21:08.2,-0.019351827,-0.019705364
21:08.2,-0.062144142,-0.019712156
21:08.2,-0.080568612,-0.019724049
21:08.3,-0.012814112,-0.019731831
