Time,GPM,Total Gallons
28:24.9,7.1255779,0.24123234
28:24.9,7.0350232,0.2424124
28:24.9,6.9117022,0.24357466
28:24.9,6.718678,0.24471055
28:24.9,6.5697393,0.24581793
28:25.0,6.3183312,0.24689196
28:25.0,6.159265,0.24793178
28:25.0,6.0001988,0.24894509
28:25.0,5.8584094,0.24993333
28:25.0,5.5658941,0.25088537
28:25.0,5.490829,0.2518068
28:25.0,5.2787409,0.25270426
28:25.0,5.1726966,0.25357524
28:25.0,4.9570336,0.25441939
28:25.0,4.7348175,0.25522706
28:25.1,4.6341348,0.25600782
28:25.1,4.498899,0.25676894
28:25.1,4.3654499,0.25750765
28:25.1,4.2564268,0.25822616
28:25.1,4.1122546,0.25892356
28:25.1,3.8971872,0.25959101
28:25.1,3.8340373,0.26023531
28:25.1,3.7363336,0.26086617
28:25.1,3.5993102,0.2614775
28:25.1,3.4831383,0.26206771
28:25.1,3.3514767,0.26263726
28:25.2,3.2847521,0.2631903
28:25.2,3.1513033,0.26372665
28:25.2,3.0899405,0.26424676
28:25.2,2.9838965,0.26475292
28:25.2,2.8421071,0.26523843
28:25.2,2.7408288,0.26570368
28:25.2,2.6347847,0.26615167
28:25.2,2.5066974,0.26658013
28:25.2,2.4143555,0.26699021
28:25.2,2.3440566,0.26738676
28:25.3,2.3184392,0.26777533
28:25.3,2.1903522,0.26815107
28:25.3,2.1319683,0.26851127
28:25.3,2.0670311,0.26886117
28:25.3,1.9526463,0.26919615
28:25.3,1.8620917,0.26951405
28:25.3,1.7679626,0.26981658
28:25.3,1.7679626,0.27011123
28:25.3,1.7286428,0.27040264
28:25.3,1.6565566,0.27068475
28:25.4,1.6654929,0.27096158
28:25.4,1.6380882,0.2712369
28:25.4,1.5713637,0.27150434
28:25.4,1.5886406,0.27176768
28:25.4,1.5237035,0.27202705
28:25.4,1.3848927,0.27226943
28:25.4,1.4087229,0.27250224
28:25.4,1.3163811,0.27272934
28:25.4,1.2377415,0.27294219
28:25.5,1.1608893,0.27314207
28:25.5,1.1436124,0.27333412
28:25.5,1.1132289,0.2735222
28:25.5,1.1060799,0.27370715
28:25.5,1.1013138,0.27389109
28:25.5,0.98812062,0.27406523
28:25.5,1.0465045,0.27423477
28:25.5,1.0375682,0.27440846
28:25.5,0.88743818,0.27456889
28:25.5,0.90948111,0.27471861
28:25.5,0.89399147,0.27486891
28:25.6,0.84454387,0.2750138
28:25.6,0.75220203,0.27514684
28:25.6,0.72122282,0.27526966
28:25.6,0.65986019,0.27538472
28:25.6,0.71109504,0.27549899
28:25.6,0.73492515,0.27561948
28:25.6,0.73015916,0.27574158
28:25.6,0.73671246,0.27586383
28:25.6,0.64973235,0.27597937
28:25.7,0.61219984,0.27608451
28:25.7,0.62768948,0.27618787
28:25.7,0.56751829,0.27628747
28:25.7,0.58658242,0.27638364
28:25.7,0.57764614,0.27648064
28:25.7,0.56930554,0.27657622
28:25.7,0.50794291,0.27666602
28:25.7,0.55560321,0.27675465
28:25.7,0.52283674,0.2768445
28:25.7,0.4990066,0.27692968
28:25.7,0.48351699,0.27701154
28:25.8,0.45611233,0.27708983
28:25.8,0.4549208,0.27716577
28:25.8,0.42572886,0.27723914
28:25.8,0.4304949,0.27731052
28:25.8,0.40011144,0.27737972
28:25.8,0.37628129,0.27744442
28:25.8,0.35721716,0.27750555
28:25.8,0.36913222,0.27756608
28:25.8,0.33994028,0.27762517
28:25.8,0.27142859,0.27767614
28:25.9,0.25653473,0.27772012
28:25.9,0.26130077,0.27776328
28:25.9,0.25474748,0.27780628
28:25.9,0.32445067,0.27785456
28:25.9,0.28513092,0.27790534
28:25.9,0.221981,0.2779476
28:25.9,0.24759842,0.27798674
28:25.9,0.221981,0.27802587
28:25.9,0.1999381,0.27806103
28:25.9,0.1778952,0.27809253
28:26.0,0.19636358,0.27812371
28:26.0,0.11117076,0.27814934
28:26.0,0.071851,0.2781646
28:26.0,0.11295803,0.27818
28:26.0,0.146916,0.27820164
28:26.0,0.12785187,0.27822456
28:26.0,0.14512874,0.2782473
28:26.0,0.1093835,0.27826852
28:26.0,0.12785187,0.27828828
28:26.0,0.13857545,0.27831048
28:26.1,0.12606461,0.27833253
28:26.1,0.13500093,0.27835429
28:26.1,0.099255681,0.27837381
28:26.1,0.027169455,0.27838436
28:26.1,0.061127432,0.27839169
28:26.1,0.10223445,0.27840531
28:26.1,0.095681161,0.27842182
28:26.1,0.12129858,0.27843988
28:26.1,0.13678819,0.2784614
28:26.2,0.15346929,0.2784856
28:26.2,0.085553341,0.2785055
28:26.2,0.076617032,0.27851903
28:26.2,0.049212351,0.2785295
28:26.2,-0.012150308,0.27853259
28:26.2,-0.008575784,0.27853087
28:26.2,0.021807669,0.27853197
28:26.2,0.047425088,0.27853775
28:26.2,0.039084535,0.27854496
28:26.2,0.044446319,0.27855191
28:26.3,0.08376608,0.27856261
28:26.3,-0.034193207,0.27856672
28:26.3,0.006913819,0.27856445
28:26.3,-0.044916775,0.27856129
28:26.3,-0.008575784,0.27855682
28:26.3,0.032531239,0.27855882
28:26.3,0.008105327,0.27856222
28:26.3,0.028956717,0.27856529
28:26.3,-0.077087492,0.27856129
28:26.3,-0.14917372,0.27854243
28:26.4,-0.073512964,0.27852386
28:26.4,-0.041342251,0.2785143
28:26.4,-0.046108283,0.27850702
28:26.4,-0.090789832,0.27849561
28:26.4,-0.046108283,0.2784842
28:26.4,-0.1235563,0.27847007
28:26.4,-0.089002572,0.27845234
28:26.4,-0.070534199,0.27843904
28:26.4,-0.01393757,0.27843201
28:26.4,-0.061597887,0.27842572
28:26.4,-0.055044595,0.27841601
28:26.5,-0.15572701,0.27839842
28:26.5,-0.099130385,0.27837721
28:26.5,-0.15215249,0.27835625
28:26.5,-0.12176904,0.27833343
28:26.5,-0.068746932,0.27831754
28:26.5,-0.11461999,0.27830228
28:26.5,-0.010363046,0.27829185
28:26.5,-0.059810627,0.27828601
28:26.5,0.018828899,0.27828258
28:26.5,-0.027639911,0.27828187
28:26.6,-0.035980467,0.27827656
28:26.6,0.005126557,0.27827397
28:26.6,0.08019156,0.27828109
28:26.6,0.042659059,0.27829134
28:26.6,0.062914692,0.27830014
28:26.6,0.030743977,0.27830794
28:26.6,0.021807669,0.27831233
28:26.6,-0.024065387,0.27831212
28:26.6,-0.10449217,0.27830142
28:26.6,-0.12653507,0.27828217
28:26.7,-0.11164122,0.27826232
28:26.7,-0.15096098,0.27824041
28:26.7,-0.089002572,0.27822042
28:26.7,-0.077087492,0.27820659
28:26.7,-0.053257331,0.27819574
28:26.7,-0.025852649,0.27818912
28:26.7,-0.075300232,0.27818069
28:26.7,-0.071725704,0.27816844
28:26.7,-0.080662012,0.27815574
28:26.7,-0.092577092,0.27814132
28:26.8,-0.034193207,0.27813074
28:26.8,-0.11164122,0.27811861
28:26.8,-0.11461999,0.27809975
28:26.8,-0.053257331,0.27808574
28:26.8,-0.065172412,0.27807587
28:26.8,-0.14381194,0.27805847
28:26.8,-0.11461999,0.27803692
28:26.8,-0.073512964,0.27802125
28:26.8,0.001552034,0.27801526
28:26.9,-0.065172412,0.27800995
28:26.9,-0.015724832,0.27800322
28:26.9,-0.085428044,0.27799478
28:26.9,-0.056831855,0.27798292
28:26.9,-0.11283273,0.27796879
28:26.9,-0.049682807,0.27795523
28:26.9,-0.12474781,0.27794072
28:26.9,-0.15572701,0.27791733
28:26.9,-0.18491895,0.27788895
28:26.9,-0.18313169,0.27785829
28:26.9,-0.13189685,0.27783203
28:27.0,-0.15393975,0.27780819
28:27.0,-0.13010959,0.27778453
28:27.0,-0.12474781,0.27776331
28:27.0,-0.037767727,0.27774975
