ULVersion=1,Company=UL,Project=12345,File=12345,Engineer=39605,Reviewer=39605,Technician=20137,Technician2=34344,TestLocation=Bld11-Calorimeter,TestType=Heat Release Check,TestNumber=1,Sample=Chair,CommodityDesC=Chair,GenProjectDesc=UL2901 research,SpkActivationTempDegF=165,SpkRTI=275,NumberOfTiers=2,SpkRadial DistanceFeet=7.1,SpkRDD=0.11,SpkDistanceBelowCeililngInch=3,CeilingToCommodityFeet=18,StorageType=,PalletType=,IgniterType=Burner - Heptane,IgniterNumber=0,Client Witnessed=No,HRRflag=True,RDDflag=False,IRIflag=False,ULtest=Yes,CCN=NA,TestFacilityLocation=NBK,TESTDATE=11/11/16,TestCode=11111604.DAT,DuctDiameter= 60 ,HRRA= 1.105 ,HRRB= 1.5 ,HRRE= 13100 ,HRRCFACTOR= 1 ,HRRO2DELAY= 15 ,HRRDUCTAREA= 1.824145 ,HRRC0C02DELAY= 30 ,HRRCOCO2Units=%,TestStartTime=11/11/2016 14:16:42,UserName=20137,ComputerName=NBKMJ00KM1J,EdgeSetupFile=Cal.SET,EdgeVersion=3.063c (NetDaq /MegaDaq)-Win7~Date:2013-06-13,RunTimeInitialO2=0.2096401,RunTimeO2CorrectionFactor=0.999332,RunTimeMaxHRRvel=16.10,RunTimeMaxHRRtemp=320,RunTimeHRRMax=1910.0,RunTimeMaxHRRTestTime=348.008,PostTestInitialAverageO2=20.96401,PreTestO2AvgStandardDeviation=N/A,HrrPeak=1910,HrrTotal=458,HRRavgOneMinute=1601,HRRavgFiveMinute=744,HRRavgTenMinute=498,ConvHrrPeak=1016,ConvHrrTotal=223,ConvHRRavgOneMinute=813,ConvHRRavgFiveMinute=397,ConvHRRavgTenMinute=264,ConvectiveEnergy=158
Time,Time,CO,CO2,Channel 3,Oxygen%,Cold Trap,Smoke System,Duct Temp.,Duct Pressure,Outside Steel Duct Temp,SE Outside grid,SE Inside grid,NE Outside grid,NE Inside grid,SW Outside grid,SW Inside grid,NW Outside grid,NW Inside grid,Center of grid,Test Time,Duct Temperature,Velocity,Convective HRR,Link Temperature,Estimated HRR,Run Time Peak HRR,Corrected Oxygen,Heat Release Rate,Cumulative Heat Rate
Hr:min:sec,Sec,%,%,V,%,Celsius,mV,Celsius,V,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Seconds,K,m/sec,kW,F,kW,kW,mole fraction,kW,MJ
CHANNEL,0, 1 , 2 , 3 , 4 , 5 , 6 , 8 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 ,-76 ,-1 ,-2 ,-20 ,-42 ,-38 ,-39 ,-6,-7,-8
FORMAT,#.0,#0.000,#0.000,#0.000,#0.000,#0.0,#0.00,#0,#0.000,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#,#.00,#0,#0,#0.0,#0.0,#0.0000,#0,#0.0
-00:00:30,-30, 1.266166E-03 , 0.0196324 ,-9.441495E-02 , 20.9633 , 6.185476 , 3.987131E-03 , 14.93933 , 0.4868616 , 44.35209 , 15.10239 , 14.5518 , 13.96686 , 13.76718 , 14.66061 , 13.91232 , 13.99847 , 14.31824 , 13.80564 ,-30 , 288.0893 , 13.46658 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:29,-29.013, 1.260363E-03 , 1.953769E-02 ,-7.483637E-02 , 20.96295 , 6.214817 , 4.127875E-03 , 14.92517 , 0.4788758 , 44.38007 , 15.06552 , 14.51952 , 13.90036 , 13.81883 , 14.73475 , 13.86875 , 13.9708 , 14.227 , 13.69623 ,-29.013 , 288.0752 , 13.35535 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:28,-27.999, 1.288171E-03 , 2.028117E-02 ,-1.611323E-02 , 20.96392 , 6.164897 , 3.89824E-03 , 14.89162 , 0.5136865 , 44.38283 , 15.10916 , 14.56984 , 13.86012 , 13.73993 , 14.776 , 13.92354 , 13.97808 , 14.16182 , 13.65357 ,-27.999 , 288.0416 , 13.83145 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:27,-27, 1.315253E-03 , 1.985655E-02 ,-9.971321E-02 , 20.96449 , 6.183609 , 4.446401E-03 , 14.95762 , 0.489183 , 44.38974 , 15.07783 , 14.56787 , 13.87183 , 13.75165 , 14.79675 , 13.90807 , 13.99662 , 14.12584 , 13.64272 ,-27 , 288.1076 , 13.49908 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:26,-26.002, 1.335807E-03 , 2.032063E-02 ,-5.025834E-02 , 20.96408 , 6.209244 , 4.17232E-03 , 14.9311 , 0.4583467 , 44.439 , 15.12814 , 14.57756 , 13.77928 , 13.69995 , 14.79277 , 13.85879 , 14.04237 , 14.12869 , 13.6023 ,-26.002 , 288.0811 , 13.06608 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:25,-25.004, 1.347656E-03 , 2.003019E-02 ,-8.556418E-02 , 20.96408 , 6.167861 , 4.261212E-03 , 14.88532 , 0.4928988 , 44.46298 , 15.1505 , 14.54765 , 13.78577 , 13.67242 , 14.83102 , 13.78799 , 14.10339 , 14.11467 , 13.5498 ,-25.004 , 288.0353 , 13.54855 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:24,-24.005, 1.25601E-03 , 1.962451E-02 ,-0.110904 , 20.96466 , 6.220257 , 3.89824E-03 , 14.90101 , 0.49525 , 44.46693 , 15.05059 , 14.50219 , 13.69478 , 13.72881 , 14.84431 , 13.82422 , 14.14626 , 14.01021 , 13.56995 ,-24.005 , 288.051 , 13.58119 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:23,-22.991, 1.279708E-03 , 1.966239E-02 ,-1.371551E-02 , 20.96449 , 6.156618 , 3.720458E-03 , 14.97853 , 0.4805365 , 44.51157 , 15.03523 , 14.48441 , 13.76334 , 13.71342 , 14.83116 , 13.85635 , 14.12626 , 14.04918 , 13.61818 ,-22.991 , 288.1285 , 13.37973 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:22,-21.993, 1.284302E-03 , 1.965608E-02 ,-8.636319E-02 , 20.96482 , 6.205828 , 4.046392E-03 , 14.92089 , 0.4805868 , 44.46651 , 15.08838 , 14.45851 , 13.71006 , 13.7169 , 14.82559 , 13.8689 , 14.17965 , 14.08205 , 13.66013 ,-21.993 , 288.0709 , 13.37909 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:21,-21.01, 1.283818E-03 , 0.0197871 ,-5.937528E-02 , 20.96594 , 6.187993 , 3.890833E-03 , 14.93037 , 0.4668145 , 44.4736 , 15.04136 , 14.3795 , 13.66963 , 13.64707 , 14.78539 , 13.89892 , 14.10985 , 14.13702 , 13.61748 ,-21.01 , 288.0804 , 13.18621 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:20,-20.012, 1.247064E-03 , 1.976026E-02 ,-3.951456E-02 , 20.96507 , 6.19709 , 3.16489E-03 , 14.88952 , 0.5047978 , 44.44257 , 14.97096 , 14.31145 , 13.61744 , 13.62206 , 14.72402 , 13.92827 , 14.18448 , 14.05971 , 13.67643 ,-20.012 , 288.0395 , 13.71121 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:19,-19.013, 1.270277E-03 , 1.956295E-02 ,-8.212367E-02 , 20.96527 , 6.211881 , 4.438994E-03 , 14.89512 , 0.4778769 , 44.5408 , 15.05135 , 14.36251 , 13.62082 , 13.58679 , 14.75012 , 14.02465 , 14.16531 , 14.14701 , 13.67982 ,-19.013 , 288.0451 , 13.34072 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:18,-17.999, 1.249482E-03 , 1.964029E-02 ,-6.273882E-02 , 20.96525 , 6.201155 , 5.164937E-03 , 14.92069 , 0.432979 , 44.51712 , 15.01358 , 14.36759 , 13.60112 , 13.58744 , 14.74393 , 14.01402 , 14.10459 , 14.12955 , 13.68509 ,-17.999 , 288.0707 , 12.69913 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
