ULVersion=1,Company=UL,Project=12345,File=12345,Engineer=39605,Reviewer=39605,Technician=20137,Technician2=34344,TestLocation=Bld11-Calorimeter,TestType=Heat Release Check,TestNumber=1,Sample=Antifreeze Formula 21,CommodityDesC=Antifreeze Formula 21,GenProjectDesc=UL2901 research,SpkActivationTempDegF=165,SpkRTI=275,NumberOfTiers=2,SpkRadial DistanceFeet=7.1,SpkRDD=0.11,SpkDistanceBelowCeililngInch=3,CeilingToCommodityFeet=18,StorageType=,PalletType=,IgniterType=Burner - Heptane,IgniterNumber=0,Client Witnessed=No,HRRflag=True,RDDflag=False,IRIflag=False,ULtest=Yes,CCN=NA,TestFacilityLocation=NBK,TESTDATE=11/10/16,TestCode=11101602.DAT,DuctDiameter= 60 ,HRRA= 1.105 ,HRRB= 1.5 ,HRRE= 13100 ,HRRCFACTOR= 1 ,HRRO2DELAY= 15 ,HRRDUCTAREA= 1.824145 ,HRRC0C02DELAY= 30 ,HRRCOCO2Units=%,TestStartTime=11/10/2016 10:45:12,UserName=20137,ComputerName=NBKMJ00KM1J,EdgeSetupFile=Cal.SET,EdgeVersion=3.063c (NetDaq /MegaDaq)-Win7~Date:2013-06-13,RunTimeInitialO2=0.2095442,RunTimeO2CorrectionFactor=0.9997889,RunTimeMaxHRRvel=15.51,RunTimeMaxHRRtemp=324,RunTimeHRRMax=4608.8,RunTimeMaxHRRTestTime=290.988,PostTestInitialAverageO2=20.95442,PreTestO2AvgStandardDeviation=N/A,HrrPeak=4597,HrrTotal=674,HRRavgOneMinute=2876,HRRavgFiveMinute=1436,HRRavgTenMinute=960,ConvHrrPeak=2090,ConvHrrTotal=470,ConvHRRavgOneMinute=1639,ConvHRRavgFiveMinute=938,ConvHRRavgTenMinute=644,ConvectiveEnergy=387
Time,Time,CO,CO2,Channel 3,Oxygen%,Cold Trap,Smoke System,Duct Temp.,Duct Pressure,Outside Steel Duct Temp,SE Outside grid,SE Inside grid,NE Outside grid,NE Inside grid,SW Outside grid,SW Inside grid,NW Outside grid,NW Inside grid,Center of grid,Test Time,Duct Temperature,Velocity,Convective HRR,Link Temperature,Estimated HRR,Run Time Peak HRR,Corrected Oxygen,Heat Release Rate,Cumulative Heat Rate
Hr:min:sec,Sec,%,%,V,%,Celsius,mV,Celsius,V,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Seconds,K,m/sec,kW,F,kW,kW,mole fraction,kW,MJ
CHANNEL,0, 1 , 2 , 3 , 4 , 5 , 6 , 8 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 ,-76 ,-1 ,-2 ,-20 ,-42 ,-38 ,-39 ,-6,-7,-8
FORMAT,#.0,#0.000,#0.000,#0.000,#0.000,#0.0,#0.00,#0,#0.000,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#,#.00,#0,#0,#0.0,#0.0,#0.0000,#0,#0.0
-00:00:30,-30, 5.301637E-05 , 1.994495E-02 ,-5.925208E-02 , 20.95461 , 6.068123 , 2.587099E-03 , 17.4568 , 0.4207701 , 47.71556 , 17.08393 , 16.86243 , 16.68603 , 16.5345 , 17.07933 , 17.12908 , 16.78096 , 16.74926 , 16.44175 ,-30 , 290.6068 , 12.57379 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:29,-28.999, 5.422541E-05 , 2.031905E-02 ,-2.268804E-02 , 20.95479 , 6.099929 , 3.342671E-03 , 17.39777 , 0.4684178 , 47.69102 , 17.08808 , 16.84612 , 16.64944 , 16.55893 , 17.04515 , 17.17855 , 16.83709 , 16.70604 , 16.46619 ,-28.999 , 290.5478 , 13.26528 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:28,-28.001, 5.108191E-05 , 1.983445E-02 ,-7.637599E-02 , 20.95459 , 6.182281 , 4.076022E-03 , 17.46565 , 0.4480911 , 47.78152 , 17.12448 , 16.82373 , 16.65636 , 16.60438 , 17.03843 , 17.19228 , 16.89377 , 16.83055 , 16.52289 ,-28.001 , 290.6157 , 12.97579 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:27,-27.002, 6.045184E-08 , 1.992758E-02 ,-5.335237E-02 , 20.95498 , 6.150615 , 5.498277E-03 , 17.46146 , 0.43285 , 47.79702 , 17.08398 , 16.75152 , 16.7176 , 16.58653 , 17.03202 , 17.17666 , 16.90302 , 16.85105 , 16.55021 ,-27.002 , 290.6115 , 12.75311 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:26,-26.004,-4.080507E-05 , 1.942877E-02 ,-2.404132E-02 , 20.95397 , 6.179408 , 4.898264E-03 , 17.50554 , 0.4534338 , 47.84023 , 16.99929 , 16.79361 , 16.66919 , 16.6126 , 17.10321 , 17.23218 , 16.91341 , 16.90659 , 16.59232 ,-26.004 , 290.6555 , 13.05381 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:25,-24.99,-1.952598E-05 , 1.987549E-02 ,-7.197586E-02 , 20.95437 , 6.181973 , 5.076046E-03 , 17.47198 , 0.455235 , 47.85151 , 16.94764 , 16.79836 , 16.66491 , 16.60389 , 17.0923 , 17.22348 , 16.90471 , 16.91373 , 16.62435 ,-24.99 , 290.622 , 13.07896 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:24,-24.007, 6.510677E-05 , 2.006176E-02 ,-3.033661E-02 , 20.95462 , 6.144068 , 1.898194E-03 , 17.44376 , 0.4291686 , 47.78011 , 16.81749 , 16.64108 , 16.57785 , 16.51904 , 17.06167 , 17.18825 , 16.87407 , 16.8877 , 16.65472 ,-24.007 , 290.5938 , 12.69837 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:23,-23.009, 1.481073E-05 , 2.015962E-02 ,-0.0983025 , 20.95464 , 6.114566 , 2.624136E-03 , 17.45993 , 0.4194452 , 47.74953 , 16.82685 , 16.637 , 16.58261 , 16.55551 , 17.10273 , 17.16832 , 16.92177 , 16.90611 , 16.66188 ,-23.009 , 290.6099 , 12.55405 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:22,-22.01,-7.224009E-05 , 1.924251E-02 ,-0.051497 , 20.95365 , 6.085075 , 6.463124E-04 , 17.42823 , 0.3853139 , 47.73171 , 16.73652 , 16.56913 , 16.60988 , 16.52175 , 17.09147 , 17.15927 , 16.88581 , 16.92414 , 16.66647 ,-22.01 , 290.5782 , 12.03178 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:21,-21.012,-5.748981E-05 , 1.947455E-02 ,-0.1106986 , 20.95444 , 6.151629 , 3.62416E-03 , 17.46025 , 0.443148 , 47.84652 , 16.76616 , 16.62828 , 16.61925 , 16.60118 , 17.14837 , 17.23422 , 16.92669 , 16.9969 , 16.73003 ,-21.012 , 290.6103 , 12.9039 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:20,-20.014,-6.951974E-06 , 0.0195519 ,-7.551526E-02 , 20.95573 , 6.150651 , 3.098222E-03 , 17.42962 , 0.4241653 , 47.83443 , 16.69496 , 16.58196 , 16.62491 , 16.58196 , 17.13137 , 17.24431 , 16.92333 , 17.00017 , 16.71082 ,-20.014 , 290.5796 , 12.62383 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:19,-19, 6.831072E-06 , 1.944929E-02 ,-7.651325E-02 , 20.95533 , 6.134982 , 2.987108E-03 , 17.45044 , 0.4203955 , 47.82365 , 16.64796 , 16.605 , 16.64335 , 16.62528 , 17.13634 , 17.26291 , 16.89439 , 16.97806 , 16.69994 ,-19 , 290.6004 , 12.56806 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:18,-18.001,-1.952598E-05 , 0.019353 ,-0.1030925 , 20.95595 , 6.1174 , 3.987131E-03 , 17.41723 , 0.3948014 , 47.81336 , 16.62155 , 16.55131 , 16.58523 , 16.61473 , 17.09171 , 17.27263 , 16.88384 , 16.92899 , 16.6374 ,-18.001 , 290.5672 , 12.17878 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:17,-17.003,-2.357625E-06 , 1.991022E-02 ,-5.802343E-02 , 20.95591 , 6.108003 , 3.261188E-03 , 17.45327 , 0.4328922 , 47.82012 , 16.57834 , 16.57834 , 16.56488 , 16.60544 , 17.1143 , 17.30185 , 16.85207 , 16.88359 , 16.61005 ,-17.003 , 290.6033 , 12.75355 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:16,-16.004, 5.08401E-05 , 1.985339E-02 ,-0.1002956 , 20.95596 , 6.142162 , 2.527838E-03 , 17.44169 , 0.4556599 , 47.80002 , 16.58039 , 16.55771 , 16.5826 , 16.58039 , 17.09369 , 17.29027 , 16.82463 , 16.93319 , 16.62334 ,-16.004 , 290.5917 , 13.08438 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:15,-14.99, 5.622033E-06 , 1.951875E-02 ,-7.320213E-02 , 20.95454 , 6.092819 , 2.30561E-03 , 17.43588 , 0.4240157 , 47.74546 , 16.53383 , 16.52941 , 16.57457 , 16.53383 , 17.08327 , 17.25517 , 16.82103 , 16.90249 , 16.57236 ,-14.99 , 290.5859 , 12.62174 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:14,-13.992,-3.887061E-05 , 1.976973E-02 ,-6.088298E-02 , 20.95348 , 6.106544 , 3.350079E-03 , 17.44722 , 0.3709821 , 47.74324 , 16.55643 , 16.57228 , 16.5474 , 16.57228 , 17.11267 , 17.30023 , 16.79607 , 16.98148 , 16.63552 ,-13.992 , 290.5972 , 11.80628 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:13,-13.009, 3.052824E-05 , 1.993232E-02 ,-0.0976672 , 20.95475 , 6.137299 , 4.424179E-03 , 17.42105 , 0.437493 , 47.83487 , 16.57097 , 16.59365 , 16.58683 , 16.62536 , 17.13624 , 17.333 , 16.8108 , 17.07746 , 16.62536 ,-13.009 , 290.571 , 12.82043 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:12,-12.011, 9.490959E-06 , 1.989285E-02 ,-2.858752E-02 , 20.95476 , 6.111441 , 2.987108E-03 , 17.44082 , 0.5357081 , 47.81014 , 16.58856 , 16.57491 , 16.54781 , 16.56588 , 17.1153 , 17.27356 , 16.79427 , 17.03404 , 16.61787 ,-12.011 , 290.5908 , 14.18718 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:11,-11.012, 6.051242E-05 , 1.995442E-02 ,-0.1191364 , 20.95312 , 6.090631 , 7.592826E-05 , 17.4293 , 0.6035989 , 47.80105 , 16.58145 , 16.5678 , 16.53167 , 16.58366 , 17.09014 , 17.29372 , 16.80302 , 17.07208 , 16.65611 ,-11.012 , 290.5793 , 15.05905 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:10,-10.014, 3.608982E-05 , 2.020067E-02 ,-3.031254E-02 , 20.95312 , 6.11006 , 2.690805E-03 , 17.42141 , 0.4871013 , 47.82211 , 16.5623 , 16.58037 , 16.5352 , 16.59844 , 17.1073 , 17.29044 , 16.79531 , 17.08925 , 16.646 ,-10.014 , 290.5714 , 13.5278 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:09,-9, 9.243104E-05 , 2.029853E-02 ,-7.447606E-02 , 20.9541 , 6.161604 , 4.535292E-03 , 17.46549 , 0.4478133 , 47.84302 , 16.64256 , 16.63574 , 16.60643 , 16.61546 , 17.13556 , 17.35258 , 16.78726 , 17.13998 , 16.6291 ,-9 , 290.6155 , 12.97176 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:08,-8.002,-9.370054E-06 , 1.942088E-02 ,-7.117353E-02 , 20.95356 , 6.157645 , 4.942709E-03 , 17.45477 , 0.4192126 , 47.76426 , 16.66353 , 16.61616 , 16.58445 , 16.59791 , 17.10217 , 17.35088 , 16.78114 , 17.10677 , 16.62962 ,-8.002 , 290.6048 , 12.55046 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:07,-7.003,-1.251355E-05 , 1.976815E-02 ,-0.0297902 , 20.9533 , 6.146499 , 6.16496E-03 , 17.48226 , 0.4230394 , 47.82415 , 16.75648 , 16.65473 , 16.59592 , 16.64791 , 17.12506 , 17.37377 , 16.90356 , 17.14533 , 16.68865 ,-7.003 , 290.6323 , 12.60821 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:06,-6.005, 1.027684E-06 , 2.001124E-02 ,-8.518696E-02 , 20.95336 , 6.156715 , 6.076069E-03 , 17.48111 , 0.4079503 , 47.7878 , 16.7463 , 16.67183 , 16.6062 , 16.6628 , 17.09904 , 17.41554 , 16.86168 , 17.10364 , 16.71478 ,-6.005 , 290.6311 , 12.38128 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:05,-5.006,-3.089095E-05 , 1.982182E-02 ,-3.129074E-02 , 20.95401 , 6.136781 , 4.446401E-03 , 17.4885 , 0.4015552 , 47.75979 , 16.7583 , 16.66338 , 16.58632 , 16.62024 , 17.07713 , 17.36196 , 16.85544 , 17.08155 , 16.67462 ,-5.006 , 290.6385 , 12.28401 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:04,-4.008, 1.940508E-05 , 2.005386E-02 ,-0.1215244 , 20.95408 , 6.155809 , 3.261188E-03 , 17.44393 , 0.3915861 , 47.76932 , 16.81103 , 16.7137 , 16.62098 , 16.60531 , 17.08009 , 17.40101 , 16.8947 , 17.07566 , 16.71149 ,-4.008 , 290.5939 , 12.12964 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:03,-3.01,-1.468983E-05 , 1.969554E-02 ,-6.556882E-02 , 20.95471 , 6.147913 , 3.224151E-03 , 17.41145 , 0.3874348 , 47.69754 , 16.80322 , 16.7717 , 16.62682 , 16.62239 , 17.0498 , 17.40463 , 16.87565 , 17.05643 , 16.67438 ,-3.01 , 290.5615 , 12.0645 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:02,-2.011,-2.653841E-05 , 1.979183E-02 ,-8.617898E-02 , 20.95385 , 6.091475 , 4.17232E-03 , 17.47305 , 0.3875839 , 47.68054 , 16.82652 , 16.81749 , 16.61178 , 16.60938 , 16.96898 , 17.40527 , 16.91019 , 17.05043 , 16.71796 ,-2.011 , 290.623 , 12.0681 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
-00:00:01,-1.013,-4.080507E-05 , 1.927408E-02 ,-7.872939E-02 , 20.95471 , 6.123372 , 5.24642E-03 , 17.47747 , 0.4010853 , 47.62986 , 16.89877 , 16.89435 , 16.62966 , 16.62524 , 17.01192 , 17.40508 , 16.95535 , 17.09779 , 16.81067 ,-1.013 , 290.6275 , 12.27659 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
00:00:00,0,-1.565705E-05 , 1.959294E-02 ,-5.072778E-02 , 20.95465 , 6.149415 , 8.092793E-04 , 17.49177 , 0.4152362 , 47.6483 , 16.90865 , 16.89962 , 16.61245 , 16.6283 , 16.98108 , 17.3947 , 16.94256 , 17.0828 , 16.76158 , 0.001 , 290.6418 , 12.49159 , 0 , 68 , 0 , 0 , 0.2095 , 0 , 0 
00:00:01,1,-3.741976E-05 , 1.976026E-02 ,-0.130944 , 20.95516 , 6.125565 , 4.713074E-03 , 17.48405 , 0.4093181 , 47.63197 , 16.8873 , 16.92582 , 16.68621 , 16.59791 , 16.95973 , 17.37575 , 16.99584 , 17.07508 , 16.85339 , 1 , 290.6341 , 12.40209 , 0.4390895 , 68.00092 , 0 , 0 , 0.2095 , 0 , 0 
00:00:02,1.998,-4.201412E-05 , 0.0194193 ,-3.517496E-02 , 20.95444 , 6.109487 , 3.476008E-03 , 17.46357 , 0.400938 , 47.64236 , 16.81944 , 16.93481 , 16.64986 , 16.60229 , 16.92578 , 17.37995 , 16.97775 , 17.07265 , 16.82165 , 1.998 , 290.6136 , 12.27404 , 0 , 68.00092 , 0 , 0 , 0.2095 , 0 , 0 
00:00:03,2.996,-6.885478E-05 , 0.019574 ,-9.916513E-02 , 20.95528 , 6.125535 , 4.720481E-03 , 17.44111 , 0.3895777 , 47.68443 , 16.81724 , 16.97094 , 16.69503 , 16.65447 , 16.97536 , 17.36209 , 17.00024 , 17.06363 , 16.84894 , 2.996 , 290.5911 , 12.09844 , 0.5199134 , 68.0021 , 0 , 0 , 0.2095 , 0 , 0 
00:00:04,3.995, 8.203331E-05 , 2.023066E-02 ,-9.274879E-02 , 20.95627 , 6.175045 , 4.927894E-03 , 17.48116 , 0.4275897 , 47.64442 , 16.821 , 16.92956 , 16.7646 , 16.59944 , 16.98153 , 17.40196 , 17.03128 , 17.09909 , 16.88201 , 3.995 , 290.6312 , 12.67581 , 0.9230207 , 68.00459 , 0 , 0 , 0.2095 , 0 , 0 
00:00:05,4.978, 4.648756E-05 , 2.032695E-02 ,-3.294189E-02 , 20.95649 , 6.155575 , 5.624207E-03 , 17.46856 , 0.3858258 , 47.64525 , 16.79033 , 16.90792 , 16.69983 , 16.58904 , 16.95768 , 17.40741 , 17.02089 , 17.06843 , 16.89889 , 4.978 , 290.6186 , 12.04061 , 0.377961 , 68.00527 , 0 , 0 , 0.2095 , 0 , 0 
00:00:06,6.007, 2.424124E-05 , 1.975552E-02 ,-0.1376863 , 20.95679 , 6.149964 , 3.779719E-03 , 17.46542 , 0.3956767 , 47.64901 , 16.74424 , 16.88229 , 16.75106 , 16.58368 , 17.0089 , 17.46081 , 17.06989 , 17.06086 , 16.86183 , 6.007 , 290.6154 , 12.19328 , 0.6292241 , 68.00685 , 0 , 0 , 0.2095 , 0 , 0 
00:00:07,6.99,-2.750564E-05 , 1.970817E-02 ,-0.0231134 , 20.95642 , 6.100739 , 3.446377E-03 , 17.43025 , 0.4166538 , 47.63878 , 16.67052 , 16.78591 , 16.71126 , 16.53484 , 16.95326 , 17.45051 , 17.0301 , 17.04595 , 16.85374 , 6.99 , 290.5803 , 12.51157 , 0 , 68.00685 , 0 , 0 , 0.2095 , 0 , 0 
00:00:08,7.988, 6.921749E-05 , 1.991495E-02 ,-9.364145E-02 , 20.95698 , 6.158602 , 2.535246E-03 , 17.46474 , 0.4050703 , 47.68789 , 16.62374 , 16.73232 , 16.70964 , 16.58079 , 16.938 , 17.46474 , 17.06239 , 17.06921 , 16.86797 , 7.988 , 290.6147 , 12.33716 , 0 , 68.00685 , 0 , 0 , 0.2095 , 0 , 0 
00:00:09,8.987, 3.24627E-05 , 2.004281E-02 ,-4.341879E-02 , 20.95663 , 6.134117 , 3.861202E-03 , 17.461 , 0.402277 , 47.64471 , 16.64489 , 16.73982 , 16.70369 , 16.57262 , 16.94348 , 17.43393 , 17.04741 , 17.06768 , 16.87105 , 8.987 , 290.611 , 12.29447 , 0 , 68.00685 , 0 , 0 , 0.2095 , 0 , 0 
00:00:10,10.001, 5.035649E-05 , 2.009964E-02 ,-0.0351192 , 20.95663 , 6.120137 , 3.809349E-03 , 17.49693 , 0.4117809 , 47.6972 , 16.6355 , 16.75089 , 16.75771 , 16.64453 , 16.98145 , 17.48772 , 17.04926 , 17.06972 , 16.94533 , 10.001 , 290.6469 , 12.43962 , 0.3346697 , 68.0074 , 0 , 0 , 0.2095 , 0 , 0 
00:00:11,10.999, 1.601977E-05 , 1.991653E-02 ,-7.449012E-02 , 20.95667 , 6.132745 , 5.713097E-03 , 17.52061 , 0.4078636 , 47.75159 , 16.67303 , 16.72722 , 16.78381 , 16.67966 , 17.028 , 17.47107 , 17.0619 , 17.13192 , 17.02579 , 10.999 , 290.6706 , 12.38081 , 1.118486 , 68.01047 , 0 , 0 , 0.2094905 , 0 , 0 
00:00:12,11.998,-1.928417E-05 , 1.993705E-02 ,-1.971126E-02 , 20.95723 , 6.227157 , 5.261235E-03 , 17.4805 , 0.4248838 , 47.75648 , 16.64412 , 16.68025 , 16.70956 , 16.68025 , 16.99911 , 17.36759 , 17.03301 , 17.13915 , 16.9335 , 11.998 , 290.6305 , 12.63562 , 0 , 68.01047 , 0 , 0 , 0.2095 , 0 , 0 
00:00:13,12.996, 1.892146E-05 , 1.997336E-02 ,-0.1070861 , 20.95713 , 6.165565 , 4.076022E-03 , 17.44473 , 0.3991512 , 47.73253 , 16.64666 , 16.66473 , 16.75063 , 16.71229 , 17.03334 , 17.38375 , 17.0514 , 17.16674 , 17.02652 , 12.996 , 290.5947 , 12.24626 , 0.6697104 , 68.01211 , 0 , 0 , 0.2094894 , 0 , 0 
00:00:14,14.01,-3.089095E-05 , 1.988023E-02 ,-6.417884E-02 , 20.95563 , 6.126082 , 3.261188E-03 , 17.48917 , 0.442592 , 47.77572 , 16.62331 , 16.69114 , 16.76801 , 16.74091 , 17.08683 , 17.40776 , 17.11171 , 17.14782 , 17.05754 , 14.01 , 290.6392 , 12.89644 , 1.330048 , 68.01585 , 0 , 0 , 0.2094814 , 0 , 0 
00:00:15,14.993,-4.273954E-05 , 1.956926E-02 ,-8.895751E-02 , 20.956 , 6.216057 , 5.987178E-03 , 17.44928 , 0.4046051 , 47.74542 , 16.59923 , 16.68053 , 16.80956 , 16.75297 , 17.06498 , 17.36565 , 17.09668 , 17.12376 , 17.0718 , 14.993 , 290.5993 , 12.32974 , 1.062153 , 68.01867 , 0 , 0 , 0.2094814 , 0 , 0 
00:00:16,15.991,-7.919206E-06 , 1.962293E-02 ,-6.874291E-02 , 20.9565 , 6.070348 , 4.527885E-03 , 17.4544 , 0.4002748 , 47.74178 , 16.58629 , 16.67459 , 16.74021 , 16.75828 , 17.11101 , 17.32343 , 17.1064 , 17.08373 , 17.12004 , 15.991 , 290.6044 , 12.26369 , 0.8733929 , 68.02093 , 0 , 0 , 0.2094931 , 0 , 0 
00:00:17,16.99, 1.867966E-05 , 2.008859E-02 ,-5.287196E-02 , 20.95603 , 6.105299 , 1.987084E-03 , 17.40307 , 0.4260741 , 47.75785 , 16.56423 , 16.65696 , 16.72038 , 16.77917 , 17.03682 , 17.22678 , 17.0956 , 17.01655 , 17.04364 , 16.99 , 290.5531 , 12.65163 , 0 , 68.02093 , 0 , 0 , 0.2094958 , 0 , 0 
00:00:18,17.988, 5.380226E-06 , 1.986602E-02 ,-9.966508E-02 , 20.95638 , 6.078688 , 4.11306E-03 , 17.45821 , 0.5077475 , 47.78954 , 16.56964 , 16.6397 , 16.76633 , 16.75951 , 17.04683 , 17.27511 , 17.06931 , 17.06028 , 16.99026 , 17.988 , 290.6082 , 13.81239 , 0 , 68.02093 , 0 , 0 , 0.209499 , 0 , 0 
00:00:19,18.986, 3.391355E-05 , 2.007123E-02 ,-1.768551E-02 , 20.95635 , 6.134592 , 3.720458E-03 , 17.37103 , 0.5715815 , 47.76612 , 16.54581 , 16.6837 , 16.68591 , 16.79669 , 17.07257 , 17.27377 , 17.05673 , 17.10869 , 16.93695 , 18.986 , 290.521 , 14.65274 , 0 , 68.02093 , 0 , 0 , 0.2094995 , 0 , 0 
00:00:20,20, 1.311808E-05 , 1.966397E-02 ,-9.255076E-02 , 20.95549 , 6.153329 , 2.994515E-03 , 17.44369 , 0.5893674 , 47.80395 , 16.61171 , 16.62756 , 16.71568 , 16.80618 , 17.10914 , 17.27422 , 17.07524 , 17.03009 , 16.84009 , 20 , 290.5937 , 14.88083 , 0 , 68.02093 , 0 , 0 , 0.2094975 , 0 , 0 
00:00:21,20.999, 1.118361E-05 , 1.988496E-02 ,-0.0465824 , 20.95559 , 6.121547 , 3.668605E-03 , 17.4462 , 0.5472516 , 47.77567 , 16.61422 , 16.66639 , 16.70694 , 16.76574 , 17.05748 , 17.33549 , 17.09359 , 17.01896 , 16.85845 , 20.999 , 290.5962 , 14.33935 , 0 , 68.02093 , 0 , 0 , 0.2095 , 0 , 0 
00:00:22,21.997, 6.172145E-05 , 1.992285E-02 ,-5.805966E-02 , 20.95559 , 6.203034 , 4.350102E-03 , 17.46589 , 0.5046165 , 47.84322 , 16.67005 , 16.71982 , 16.79669 , 16.81033 , 17.21941 , 17.40032 , 17.12453 , 17.05211 , 16.88939 , 21.997 , 290.6159 , 13.76992 , 1.580611 , 68.02532 , 0 , 0 , 0.2095 , 0 , 0 
00:00:23,22.996, 4.987287E-05 , 2.021329E-02 ,-0.130639 , 20.95474 , 6.248118 , 5.935325E-03 , 17.47413 , 0.4889467 , 47.85396 , 16.73047 , 16.7395 , 16.80512 , 16.78926 , 17.22563 , 17.41776 , 17.17809 , 17.07639 , 16.891 , 22.996 , 290.6241 , 13.55463 , 2.119227 , 68.03126 , 0 , 0 , 0.2094968 , 0 , 0 
00:00:24,23.994, 5.380226E-06 , 2.003966E-02 ,-2.332667E-02 , 20.9546 , 6.13176 , 2.809325E-03 , 17.3955 , 0.4894464 , 47.80797 , 16.66523 , 16.67869 , 16.75795 , 16.71722 , 17.17388 , 17.37505 , 17.05632 , 16.98409 , 16.80311 , 23.994 , 290.5455 , 13.55972 , 0 , 68.03126 , 0 , 0 , 0.2094968 , 0 , 0 
00:00:25,25.008, 2.472485E-05 , 1.999072E-02 ,-0.090841 , 20.95487 , 6.140936 , 2.52043E-03 , 17.36367 , 0.4830762 , 47.77242 , 16.66969 , 16.65384 , 16.71947 , 16.62674 , 17.10611 , 17.32314 , 17.06981 , 17.04733 , 16.74877 , 25.008 , 290.5137 , 13.47045 , 0 , 68.03126 , 0 , 0 , 0.2094912 , 0 , 0 
00:00:26,25.991, 3.197909E-05 , 1.970975E-02 ,-5.563047E-02 , 20.95476 , 6.194539 , 4.438994E-03 , 17.43926 , 0.5000393 , 47.83522 , 16.67751 , 16.64802 , 16.74755 , 16.68193 , 17.14543 , 17.33316 , 17.0732 , 17.09568 , 16.81078 , 25.991 , 290.5893 , 13.7067 , 5.504956E-03 , 68.03075 , 0 , 0 , 0.2094912 , 0 , 0 
00:00:27,26.989,-5.507174E-05 , 1.943193E-02 ,-5.749942E-02 , 20.95347 , 6.271393 , 3.62416E-03 , 17.40005 , 0.4902916 , 47.82984 , 16.66075 , 16.63587 , 16.72398 , 16.68785 , 17.17161 , 17.25304 , 17.01112 , 17.04503 , 16.80084 , 26.989 , 290.55 , 13.57153 , 0 , 68.03075 , 0 , 0 , 0.2095 , 0 , 0 
00:00:28,27.988,-6.951974E-06 , 1.951401E-02 ,-0.058984 , 20.95485 , 6.271762 , 5.098268E-03 , 17.38917 , 0.4856451 , 47.89005 , 16.64766 , 16.63181 , 16.73356 , 16.67697 , 17.16995 , 17.27828 , 17.04337 , 16.99582 , 16.83752 , 27.988 , 290.5392 , 13.50681 , 0 , 68.03075 , 0 , 0 , 0.2095 , 0 , 0 
00:00:29,28.986, 0.0000107 , 1.962924E-02 ,-2.595531E-02 , 20.95337 , 6.145596 , 4.261212E-03 , 17.37287 , 0.5157329 , 47.84107 , 16.6201 , 16.61789 , 16.7331 , 16.66306 , 17.27119 , 17.26216 , 16.95703 , 17.02706 , 16.90728 , 28.986 , 290.5229 , 13.91854 , 0 , 68.03075 , 0 , 0 , 0.209493 , 0 , 0 
00:00:30,30,-9.40028E-05 , 1.894575E-02 ,-0.1117257 , 20.95256 , 6.217314 , 3.890833E-03 , 17.39397 , 0.4772912 , 47.82805 , 16.5778 , 16.56656 , 16.73615 , 16.67274 , 17.21768 , 17.24697 , 16.89208 , 17.03674 , 16.87844 , 30 , 290.544 , 13.39025 , 0 , 68.03075 , 0 , 0 , 0.209493 , 0 , 0 
