Experiment,Old_Number,Experiments To Compare,House,Speed,Excluded Groups,Excluded Channels,Y Scale Temperature,Y Scale Skin Temperature,Y Scale BDP,Y Scale Wall Heat Flux,Y Scale Floor Heat Flux,Y Scale Victim Heat Flux,Y Scale Gas,Y Scale Carbon Monoxide
Experiment_25_Data,Gas_Cooling_1,,a,high,None,None,2000,200,20,80,15,35,25,50000
