Time,Time,CO,CO2,Channel 3,Oxygen%,Cold Trap,Smoke System,Duct Temp.,Duct Pressure,Outside Steel Duct Temp,SE Outside grid,SE Inside grid,NE Outside grid,NE Inside grid,SW Outside grid,SW Inside grid,NW Outside grid,NW Inside grid,Center of grid,Test Time,Duct Temperature,Velocity,Convective HRR,Link Temperature,Estimated HRR,Run Time Peak HRR,Corrected Oxygen,Corrected Oxygen,Heat Release Rate,Cumulative Heat Rate
Hr:min:sec,Sec,%,%,V,%,Celsius,mV,Celsius,V,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Seconds,K,m/sec,kW,F,kW,kW,mole fraction,mole fraction,kW,MJ
CHANNEL,0, 1 , 2 , 3 , 4 , 5 , 6 , 8 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 ,-76 ,-1 ,-2 ,-20 ,-42 ,-38 ,-39 ,-6,-6,-7,-8
FORMAT,#.0,#0.000,#0.000,#0.000,#0.000,#0.0,#0.00,#0,#0.000,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#,#.00,#0,#0,#0.0,#0.0,#0.0000,#0.0000,#0,#0.0
00:59:37,3576.983, 5.059829E-05 , 4.136541E-02 ,-6.420982E-02 , 20.88249 , 6.216973 , 4.038984E-03 , 21.89827 , 0.4196153 , 22.7122 , 20.88547 , 21.00036 , 22.93018 , 22.31421 , 20.23222 , 20.25022 , 21.48638 , 21.14882 , 21.31101 , 3576.983 , 295.0483 , 12.65212 , 132.5469 , 98.07581 , 303.0669 , 1080.1 , 0.2089179 , 0.2089179 , 248.5066 , 1185.023 
00:59:38,3577.997, 3.270451E-05 , 4.144276E-02 ,-6.435303E-02 , 20.88308 , 6.25275 , 3.083406E-03 , 21.91071 , 0.4211414 , 22.71126 , 20.88012 , 20.92968 , 22.98309 , 22.34039 , 20.20648 , 20.23587 , 21.55312 , 21.15025 , 21.38197 , 3577.997 , 295.0607 , 12.67537 , 133.0949 , 98.05747 , 300.4492 , 1080.1 , 0.208905 , 0.208905 , 244.1688 , 1185.273 
00:59:39,3578.995, 7.574631E-05 , 0.0415501 ,-0.1028087 , 20.88523 , 6.272346 , 4.824188E-03 , 21.87185 , 0.4166798 , 22.70376 , 20.79589 , 20.86123 , 22.86331 , 22.20239 , 20.19235 , 20.25755 , 21.51626 , 21.1066 , 21.29118 , 3578.995 , 295.0219 , 12.60722 , 130.6598 , 98.03613 , 295.4716 , 1080.1 , 0.2088994 , 0.2088994 , 245.3891 , 1185.517 
00:59:40,3579.994, 7.598811E-05 , 0.0418216 ,-2.329212E-02 , 20.88593 , 6.182487 , 2.713027E-03 , 21.87097 , 0.4102746 , 22.64003 , 20.70285 , 20.74342 , 22.75233 , 22.11609 , 20.15546 , 20.20946 , 21.50877 , 21.03836 , 21.19379 , 3579.994 , 295.021 , 12.50993 , 127.6512 , 98.01068 , 286.8185 , 1080.1 , 0.2088994 , 0.2088994 , 243.8405 , 1185.762 
00:59:41,3580.992, 7.314688E-06 , 4.108286E-02 ,-9.754687E-02 , 20.8862 , 6.220333 , 2.624136E-03 , 21.8385 , 0.4170534 , 22.69297 , 20.68833 , 20.67034 , 22.67501 , 22.0521 , 20.20614 , 20.35049 , 21.56855 , 21.27358 , 21.26918 , 3580.992 , 294.9885 , 12.61216 , 129.7171 , 97.98843 , 292.6018 , 1080.1 , 0.2088916 , 0.2088916 , 248.9366 , 1186.008 
00:59:42,3581.991,-4.322315E-05 , 0.040734 ,-4.285307E-02 , 20.88615 , 6.215602 , 2.624136E-03 , 21.8091 , 0.4122429 , 22.65003 , 20.67689 , 20.67689 , 22.69492 , 22.06761 , 20.16549 , 20.4764 , 21.59086 , 21.23077 , 21.26893 , 3581.991 , 294.9591 , 12.53859 , 129.2593 , 97.9657 , 291.9665 , 1080.1 , 0.2088837 , 0.2088837 , 251.5169 , 1186.258 
00:59:43,3582.989,-4.612485E-05 , 4.106234E-02 ,-5.083978E-02 , 20.88509 , 6.23819 , 3.350079E-03 , 21.892 , 0.4143828 , 22.68797 , 20.69012 , 20.7463 , 22.83618 , 22.12574 , 20.15614 , 20.5752 , 21.48248 , 21.1741 , 21.26198 , 3582.989 , 295.042 , 12.57285 , 130.1786 , 97.94451 , 288.4845 , 1080.1 , 0.2088849 , 0.2088849 , 251.5479 , 1186.509 
00:59:44,3583.987, 1.094181E-05 , 4.114442E-02 ,-5.753659E-02 , 20.8841 , 6.244348 , 4.016762E-03 , 21.88906 , 0.4506462 , 22.68963 , 20.75474 , 20.73455 , 23.07831 , 22.21739 , 20.133 , 20.54986 , 21.47295 , 21.124 , 21.18034 , 3583.987 , 295.0391 , 13.11139 , 136.3756 , 97.93238 , 287.287 , 1080.1 , 0.2088892 , 0.2088892 , 260.5079 , 1186.764 
00:59:45,3585.001,-6.93384E-05 , 4.114284E-02 ,-2.819457E-02 , 20.88383 , 6.21504 , 2.898217E-03 , 21.90077 , 0.4348803 , 22.7081 , 20.78225 , 20.69451 , 23.22039 , 22.28097 , 20.2777 , 20.43545 , 21.47568 , 21.12893 , 21.00745 , 3585.001 , 295.0508 , 12.88025 , 134.1453 , 97.91693 , 273.3272 , 1080.1 , 0.2088812 , 0.2088812 , 259.5155 , 1187.028 
00:59:46,3586.015,-4.443219E-05 , 4.113179E-02 ,-0.1159683 , 20.88422 , 6.234717 , 2.772288E-03 , 21.95825 , 0.408256 , 22.66203 , 20.73388 , 20.66853 , 23.33381 , 22.26622 , 20.40506 , 20.3171 , 21.45651 , 21.02424 , 20.88697 , 3586.015 , 295.1082 , 12.48096 , 129.3298 , 97.89464 , 280.1833 , 1080.1 , 0.2088647 , 0.2088647 , 260.0724 , 1187.291 
00:59:47,3586.998,-2.557118E-05 , 4.100235E-02 ,-2.541509E-02 , 20.88528 , 6.274788 , 4.438994E-03 , 21.97729 , 0.4367521 , 22.70817 , 20.69678 , 20.62702 , 23.41124 , 22.31238 , 20.4805 , 20.29797 , 21.41723 , 20.90842 , 20.80031 , 3586.998 , 295.1273 , 12.90961 , 133.3282 , 97.87885 , 285.3488 , 1080.1 , 0.2088399 , 0.2088399 , 281.6529 , 1187.558 
00:59:48,3588.012, 3.681525E-05 , 4.146801E-02 ,-5.822432E-02 , 20.88609 , 6.229648 , 3.261188E-03 , 22.03192 , 0.4214686 , 22.72886 , 20.69291 , 20.57799 , 23.43887 , 22.20735 , 20.51722 , 20.14093 , 21.35246 , 20.76726 , 20.66354 , 3588.012 , 295.1819 , 12.6829 , 129.1567 , 97.85666 , 291.3475 , 1080.1 , 0.2088243 , 0.2088243 , 295.6289 , 1187.85 
00:59:49,3588.995, 7.840619E-05 , 4.170321E-02 ,-7.008142E-02 , 20.88658 , 6.263032 , 4.720481E-03 , 22.02459 , 0.4348493 , 22.70359 , 20.70356 , 20.56606 , 23.42697 , 22.24273 , 20.52108 , 20.11099 , 21.46216 , 20.9174 , 20.68557 , 3588.995 , 295.1746 , 12.88249 , 132.0524 , 97.83941 , 281.5104 , 1080.1 , 0.2088192 , 0.2088192 , 302.9731 , 1188.145 
00:59:50,3589.993, 8.445139E-05 , 4.170321E-02 ,-1.867658E-02 , 20.88727 , 6.229172 , 2.987108E-03 , 21.91925 , 0.4335573 , 22.64339 , 20.70401 , 20.61387 , 23.48362 , 22.38264 , 20.49233 , 20.16324 , 21.60659 , 21.14981 , 20.73558 , 3589.993 , 295.0692 , 12.86104 , 134.0251 , 97.82489 , 278.879 , 1080.1 , 0.2088192 , 0.2088192 , 302.5009 , 1188.447 
00:59:51,3590.992, 2.206497E-05 , 0.0417995 ,-9.463514E-02 , 20.88679 , 6.211043 , 4.898264E-03 , 21.91041 , 0.4405148 , 22.70418 , 20.83026 , 20.70856 , 23.53319 , 22.50868 , 20.48348 , 20.22657 , 21.66744 , 21.19271 , 20.76492 , 3590.992 , 295.0604 , 12.96363 , 136.9148 , 97.81464 , 298.4151 , 1080.1 , 0.2088258 , 0.2088258 , 301.6446 , 1188.748 
00:59:52,3591.99, 2.90774E-05 , 4.149485E-02 ,-5.139715E-02 , 20.88668 , 6.238988 , 3.71305E-03 , 22.00755 , 0.4089268 , 22.7069 , 21.11653 , 20.835 , 23.59411 , 22.64845 , 20.47482 , 20.2585 , 21.64541 , 21.13231 , 20.81482 , 3591.99 , 295.1576 , 12.49225 , 133.7038 , 97.79988 , 293.8921 , 1080.1 , 0.2088295 , 0.2088295 , 288.7673 , 1189.043 
00:59:53,3592.989, 1.021638E-05 , 4.164323E-02 ,-0.101774 , 20.8859 , 6.211993 , 3.16489E-03 , 22.08001 , 0.4484448 , 22.70291 , 21.12832 , 20.87837 , 23.65529 , 22.69155 , 20.41445 , 20.21391 , 21.49964 , 21.07877 , 20.81762 , 3592.989 , 295.23 , 13.08356 , 139.5525 , 97.79366 , 284.4366 , 1080.1 , 0.208837 , 0.208837 , 298.4492 , 1189.336 
00:59:54,3593.987, 1.481073E-05 , 4.099604E-02 ,-6.164004E-02 , 20.88539 , 6.25042 , 3.809349E-03 , 22.08625 , 0.4600345 , 22.66646 , 21.07145 , 20.83066 , 23.80537 , 22.75403 , 20.38251 , 20.19096 , 21.40023 , 20.90261 , 20.73833 , 3593.987 , 295.2363 , 13.25168 , 140.3835 , 97.7887 , 284.2263 , 1080.1 , 0.208839 , 0.208839 , 301.2327 , 1189.636 
00:59:55,3595.001, 5.863841E-06 , 4.128648E-02 ,-6.698667E-02 , 20.88483 , 6.213195 , 2.720435E-03 , 22.10594 , 0.4482708 , 22.65664 , 21.03023 , 20.75566 , 23.7575 , 22.70849 , 20.34347 , 20.13391 , 21.42195 , 20.77144 , 20.62954 , 3595.001 , 295.256 , 13.08159 , 136.9283 , 97.77865 , 255.8491 , 1080.1 , 0.2088383 , 0.2088383 , 297.5782 , 1189.939 
00:59:56,3595.999, 1.118361E-05 , 4.108917E-02 ,-0.1196731 , 20.88406 , 6.258545 , 2.572283E-03 , 22.13475 , 0.4594204 , 22.66309 , 21.14476 , 20.80708 , 23.84903 , 22.68104 , 20.42191 , 20.08618 , 21.42601 , 20.72595 , 20.55026 , 3595.999 , 295.2848 , 13.24392 , 139.0588 , 97.77192 , 269.0887 , 1080.1 , 0.2088522 , 0.2088522 , 293.5674 , 1190.234 
00:59:57,3596.998, 2.593389E-05 , 4.112705E-02 ,-3.411407E-02 , 20.88327 , 6.269259 , 4.17232E-03 , 22.15426 , 0.423135 , 22.70512 , 21.2498 , 20.82662 , 23.734 , 22.68259 , 20.40106 , 20.08994 , 21.29933 , 20.67353 , 20.53382 , 3596.998 , 295.3043 , 12.71058 , 132.8355 , 97.7563 , 260.4312 , 1080.1 , 0.2088469 , 0.2088469 , 284.3893 , 1190.523 
00:59:58,3597.996,-4.104688E-05 , 4.084608E-02 ,-0.1034061 , 20.88338 , 6.247576 , 3.246373E-03 , 22.08126 , 0.4792316 , 22.64113 , 21.28259 , 20.72213 , 23.83625 , 22.54897 , 20.3955 , 20.12736 , 21.22865 , 20.6252 , 20.48566 , 3597.996 , 295.2313 , 13.52524 , 140.6118 , 97.75202 , 273.1828 , 1080.1 , 0.208859 , 0.208859 , 296.9875 , 1190.813 
00:59:59,3598.995,-2.798926E-05 , 4.135594E-02 ,-4.905352E-02 , 20.88381 , 6.227594 , 3.535269E-03 , 22.02789 , 0.4283157 , 22.65961 , 21.33045 , 20.75624 , 23.83897 , 22.52256 , 20.35306 , 20.0805 , 21.23358 , 20.76983 , 20.39823 , 3598.995 , 295.1779 , 12.78542 , 133.0397 , 97.73688 , 273.7032 , 1080.1 , 0.2088687 , 0.2088687 , 276.0113 , 1191.099 
00:59:60,3599.993, 1.892146E-05 , 4.131332E-02 ,-3.873723E-02 , 20.88319 , 6.252983 , 3.083406E-03 , 22.03726 , 0.4640572 , 22.68694 , 21.23397 , 20.69808 , 23.77202 , 22.49364 , 20.32205 , 20.1619 , 21.24516 , 20.99983 , 20.4572 , 3599.993 , 295.1873 , 13.30839 , 138.7972 , 97.73016 , 278.0089 , 1080.1 , 0.2088687 , 0.2088687 , 286.8429 , 1191.38 
01:00:01,3600.991,-2.436214E-05 , 4.112863E-02 ,-6.035444E-02 , 20.88301 , 6.230115 , 2.846364E-03 , 22.03935 , 0.4682724 , 22.65769 , 21.14615 , 20.69576 , 23.79204 , 22.51826 , 20.30595 , 20.37372 , 21.16175 , 21.24284 , 20.4277 , 3600.991 , 295.1894 , 13.36874 , 140.3249 , 97.72571 , 308.0209 , 1080.1 , 0.2088747 , 0.2088747 , 285.0024 , 1191.666 
01:00:02,3601.99, 1.722881E-05 , 4.141908E-02 ,-1.693893E-02 , 20.88137 , 6.242009 , 3.987131E-03 , 22.05324 , 0.5688495 , 22.65124 , 21.13749 , 20.65111 , 23.83738 , 22.48945 , 20.28387 , 20.47761 , 21.16225 , 21.19822 , 20.35146 , 3601.99 , 295.2032 , 14.735 , 154.3926 , 97.74175 , 305.029 , 1080.1 , 0.2088747 , 0.2088747 , 313.9208 , 1191.965 
01:00:03,3602.988,-9.351919E-05 , 4.108286E-02 ,-0.1128245 , 20.87889 , 6.253664 , 2.535246E-03 , 22.08266 , 0.5258596 , 22.62 , 21.12198 , 20.62201 , 23.88468 , 22.51886 , 20.17138 , 20.46209 , 21.25464 , 21.26143 , 20.28415 , 3602.988 , 295.2327 , 14.16799 , 148.4105 , 97.7489 , 253.7554 , 1080.1 , 0.2088747 , 0.2088747 , 302.1597 , 1192.272 
01:00:04,3603.987,-6.885478E-05 , 4.070243E-02 ,-3.973259E-02 , 20.87733 , 6.251335 , 4.898264E-03 , 22.03087 , 0.5008085 , 22.68971 , 21.15106 , 20.6423 , 23.83976 , 22.42659 , 20.21868 , 20.41481 , 21.4325 , 21.30647 , 20.25027 , 3603.987 , 295.1809 , 13.82519 , 145.1811 , 97.7513 , 254.8082 , 1080.1 , 0.2088773 , 0.2088773 , 293.4843 , 1192.57 
01:00:05,3605.001, 4.171186E-06 , 4.090606E-02 ,-9.343365E-02 , 20.87682 , 6.238271 , 5.439017E-03 , 22.06973 , 0.5120916 , 22.63401 , 21.29123 , 20.77116 , 23.62471 , 22.30141 , 20.23281 , 20.56849 , 21.46459 , 21.33178 , 20.30499 , 3605.001 , 295.2197 , 13.98098 , 147.4978 , 97.75713 , 243.5351 , 1080.1 , 0.2088835 , 0.2088835 , 293.5931 , 1192.867 
01:00:06,3605.999, 6.897569E-05 , 4.173794E-02 ,-6.561504E-02 , 20.87748 , 6.237716 , 3.172297E-03 , 21.97935 , 0.5276661 , 22.62925 , 21.51155 , 20.96461 , 23.42464 , 22.14141 , 20.11306 , 20.74381 , 21.43506 , 21.35618 , 20.48036 , 3605.999 , 295.1294 , 14.18982 , 150.6978 , 97.76746 , 239.8298 , 1080.1 , 0.2088882 , 0.2088882 , 295.2316 , 1193.161 
01:00:07,3606.997,-2.557118E-05 , 4.094552E-02 ,-1.778226E-02 , 20.87785 , 6.253707 , 3.720458E-03 , 21.94557 , 0.5359776 , 22.64954 , 21.54745 , 21.07486 , 23.18419 , 22.06492 , 20.2482 , 20.89244 , 21.34714 , 21.25046 , 20.66281 , 3606.997 , 295.0956 , 14.30032 , 152.2384 , 97.77995 , 248.529 , 1080.1 , 0.2088805 , 0.2088805 , 301.6036 , 1193.459 
01:00:08,3607.996,-7.393275E-05 , 4.082398E-02 ,-0.1287088 , 20.8786 , 6.210024 , 0.0040538 , 21.93196 , 0.5375923 , 22.62678 , 21.53384 , 21.12198 , 23.07409 , 22.12317 , 20.32014 , 20.91259 , 21.27959 , 21.13097 , 20.64459 , 3607.996 , 295.082 , 14.32151 , 152.019 , 97.792 , 252.9777 , 1080.1 , 0.2088633 , 0.2088633 , 311.329 , 1193.765 
01:00:09,3608.994,-4.733388E-05 , 5.168733E-02 ,-6.059059E-02 , 20.8788 , 6.228889 , 3.357487E-03 , 21.94812 , 0.5109573 , 22.6116 , 21.48031 , 21.07063 , 23.00489 , 22.26525 , 20.25314 , 20.90399 , 21.22366 , 21.00988 , 20.86802 , 3608.994 , 295.0981 , 13.96261 , 147.996 , 97.79807 , 242.8954 , 1080.1 , 0.2088633 , 0.2088633 , 303.6426 , 1194.072 
01:00:10,3609.993,-8.402822E-06 , 5.196041E-02 ,-8.619304E-02 , 20.87883 , 6.199943 , 1.972269E-03 , 21.89491 , 0.4998563 , 22.58976 , 21.48999 , 21.02856 , 22.99661 , 22.25935 , 20.24024 , 20.8733 , 21.14105 , 20.90927 , 20.84613 , 3609.993 , 295.0449 , 13.80886 , 145.4142 , 97.80035 , 243.5256 , 1080.1 , 0.2088645 , 0.2088645 , 300.1444 , 1194.374 
01:00:11,3610.991,-2.363672E-05 , 5.162734E-02 ,-0.0825364 , 20.87873 , 6.257833 , 3.809349E-03 , 21.89095 , 0.5163015 , 22.68474 , 21.43871 , 21.08773 , 22.9476 , 22.24861 , 20.22728 , 20.74085 , 21.1958 , 20.93908 , 20.87833 , 3610.991 , 295.041 , 14.03408 , 147.5168 , 97.80565 , 249.7323 , 1080.1 , 0.2088749 , 0.2088749 , 299.2852 , 1194.673 
01:00:12,3611.989, 2.206497E-05 , 5.233294E-02 ,-3.682492E-02 , 20.88012 , 6.260228 , 4.624183E-03 , 21.92265 , 0.478006 , 22.66474 , 21.38493 , 21.05852 , 22.91186 , 22.33656 , 20.24562 , 20.68924 , 21.50654 , 21.02035 , 20.84471 , 3611.989 , 295.0726 , 13.5043 , 142.8871 , 97.80419 , 251.4328 , 1080.1 , 0.2088884 , 0.2088884 , 280.4029 , 1194.962 
01:00:13,3612.988, 5.37418E-05 , 5.219245E-02 ,-0.1302634 , 20.87959 , 6.188584 , 2.624136E-03 , 21.85661 , 0.52016 , 22.583 , 21.2018 , 20.9115 , 22.68413 , 22.3807 , 20.08708 , 20.57373 , 21.9668 , 21.12749 , 20.73584 , 3612.988 , 295.0066 , 14.0856 , 147.9577 , 97.8101 , 251.5852 , 1080.1 , 0.2088961 , 0.2088961 , 288.6252 , 1195.246 
01:00:14,3613.986, 2.424124E-05 , 0.0522698 ,-2.685988E-02 , 20.88079 , 6.162104 , 2.446354E-03 , 21.82838 , 0.4873329 , 22.60645 , 21.2097 , 20.99574 , 22.63796 , 22.44905 , 20.04741 , 20.58824 , 22.04436 , 21.1286 , 20.72115 , 3613.986 , 294.9784 , 13.63324 , 143.7213 , 97.80981 , 260.1313 , 1080.1 , 0.2088948 , 0.2088948 , 280.0334 , 1195.53 
01:00:15,3615, 2.786835E-05 , 0.0518878 ,-9.339266E-02 , 20.88177 , 6.22174 , 3.268596E-03 , 21.90296 , 0.4774368 , 22.58643 , 21.20763 , 21.03441 , 22.64268 , 22.37296 , 20.06352 , 20.49621 , 21.98161 , 21.10635 , 20.63134 , 3615 , 295.0529 , 13.49581 , 141.3114 , 97.80598 , 259.0923 , 1080.1 , 0.2088794 , 0.2088794 , 285.1076 , 1195.816 
01:00:16,3615.983, 1.021638E-05 , 5.235346E-02 ,-2.955166E-02 , 20.88172 , 6.208183 , 3.809349E-03 , 21.91878 , 0.4674622 , 22.60921 , 21.15154 , 20.96014 , 22.57092 , 22.26745 , 20.03437 , 20.50986 , 21.88963 , 21.08182 , 20.51665 , 3615.983 , 295.0688 , 13.35445 , 138.0474 , 97.79767 , 251.4142 , 1080.1 , 0.2088794 , 0.2088794 , 281.8555 , 1196.095 
01:00:17,3617.013, 2.230677E-05 , 5.179309E-02 ,-5.254669E-02 , 20.88237 , 6.200786 , 4.364918E-03 , 21.84165 , 0.4905103 , 22.55449 , 21.13509 , 20.94369 , 22.45792 , 22.07119 , 19.97969 , 20.34704 , 21.88437 , 21.03839 , 20.38083 , 3617.013 , 294.9916 , 13.67792 , 138.9844 , 97.79044 , 269.0099 , 1080.1 , 0.2088743 , 0.2088743 , 292.159 , 1196.391 
01:00:18,3617.995, 4.213502E-05 , 5.217351E-02 ,-0.0656384 , 20.88236 , 6.213503 , 1.809302E-03 , 21.75972 , 0.5196286 , 22.63679 , 21.13641 , 20.94281 , 22.4323 , 21.99368 , 19.8886 , 20.2244 , 21.85874 , 20.92262 , 20.31218 , 3617.995 , 294.9097 , 14.07609 , 141.2915 , 97.78687 , 276.2079 , 1080.1 , 0.2088792 , 0.2088792 , 297.7455 , 1196.68 
01:00:19,3618.994, 1.601977E-05 , 4.113968E-02 ,-1.377103E-02 , 20.88262 , 6.209001 , 2.083383E-03 , 21.6946 , 0.5019984 , 22.58748 , 21.25363 , 20.98114 , 22.51089 , 21.97807 , 19.86377 , 20.09819 , 21.61592 , 20.71995 , 20.27176 , 3618.994 , 294.8446 , 13.83371 , 137.4986 , 97.77782 , 300.319 , 1080.1 , 0.2088792 , 0.2088792 , 292.5723 , 1196.975 
01:00:20,3619.992,-6.951974E-06 , 4.108759E-02 ,-0.1210299 , 20.88273 , 6.208586 , 4.379733E-03 , 21.73031 , 0.4930272 , 22.60521 , 21.39063 , 21.11598 , 22.67043 , 22.09481 , 19.85675 , 19.97856 , 21.65164 , 20.70394 , 20.26694 , 3619.992 , 294.8803 , 13.71038 , 137.6931 , 97.76913 , 302.5616 , 1080.1 , 0.2088826 , 0.2088826 , 288.1296 , 1197.265 
01:00:21,3620.991, 3.173728E-05 , 4.110653E-02 ,-4.775505E-02 , 20.88325 , 6.207972 , 4.17232E-03 , 21.70055 , 0.480389 , 22.64272 , 21.408 , 21.12895 , 22.74384 , 22.19759 , 19.85615 , 19.89455 , 21.56997 , 20.66735 , 20.14695 , 3620.991 , 294.8506 , 13.53283 , 135.5452 , 97.75742 , 301.526 , 1080.1 , 0.2088796 , 0.2088796 , 285.8747 , 1197.552 
01:00:22,3621.989,-3.451807E-05 , 4.106234E-02 ,-0.1044462 , 20.88371 , 6.244962 , 4.17232E-03 , 21.75269 , 0.4582607 , 22.61841 , 21.40165 , 21.08204 , 22.77798 , 22.25869 , 19.87918 , 19.87017 , 21.55243 , 20.62721 , 20.14279 , 3621.989 , 294.9027 , 13.21864 , 132.3077 , 97.7412 , 288.7495 , 1080.1 , 0.2088789 , 0.2088789 , 279.6116 , 1197.834 
01:00:23,3622.987,-2.218587E-05 , 4.104497E-02 ,-8.515432E-02 , 20.88295 , 6.236386 , 2.809325E-03 , 21.75545 , 0.4813529 , 22.61218 , 21.30313 , 20.99028 , 22.65945 , 22.22094 , 19.88414 , 19.83232 , 21.4022 , 20.47446 , 20.01935 , 3622.987 , 294.9055 , 13.54766 , 132.9783 , 97.72608 , 298.4961 , 1080.1 , 0.2088905 , 0.2088905 , 280.2384 , 1198.113 
01:00:24,3624.001,-1.952598E-05 , 4.108128E-02 ,-5.455862E-02 , 20.88123 , 6.259291 , 3.71305E-03 , 21.76 , 0.4736522 , 22.58522 , 21.26714 , 20.98585 , 22.60097 , 22.06821 , 19.86849 , 19.76707 , 21.24916 , 20.36205 , 20.0015 , 3624.001 , 294.91 , 13.43896 , 129.9223 , 97.70643 , 301.2484 , 1080.1 , 0.2089123 , 0.2089123 , 266.4948 , 1198.391 
01:00:25,3625,-7.417456E-05 , 0.0408224 ,-0.13015 , 20.88135 , 6.24719 , 3.89824E-03 , 21.69859 , 0.4752128 , 22.59807 , 21.23267 , 20.94458 , 22.76203 , 22.12579 , 19.84738 , 19.70094 , 21.07285 , 20.24398 , 19.9646 , 3625 , 294.8486 , 13.45968 , 129.2583 , 97.68629 , 297.4566 , 1080.1 , 0.2089084 , 0.2089084 , 269.2941 , 1198.658 
01:00:26,3625.998, 2.182316E-05 , 4.115862E-02 ,-6.168579E-02 , 20.88239 , 6.226453 , 4.17232E-03 , 21.64427 , 0.4438864 , 22.56633 , 21.15814 , 20.86782 , 22.8001 , 22.23592 , 19.87196 , 19.6715 , 21.08162 , 20.19656 , 19.84716 , 3625.998 , 294.7943 , 13.00728 , 124.4245 , 97.65949 , 301.2572 , 1080.1 , 0.2089008 , 0.2089008 , 264.1889 , 1198.924 
01:00:27,3627.012, 6.293049E-05 , 4.146643E-02 ,-8.189872E-02 , 20.88374 , 6.234415 , 5.43161E-03 , 21.70858 , 0.4519032 , 22.64634 , 21.2001 , 20.93659 , 22.80591 , 22.26189 , 19.90939 , 19.70874 , 21.06505 , 20.16399 , 19.91619 , 3627.012 , 294.8586 , 13.12564 , 126.2765 , 97.63519 , 281.7416 , 1080.1 , 0.2088946 , 0.2088946 , 269.6797 , 1199.195 
01:00:28,3627.995, 9.267285E-05 , 4.165901E-02 ,-8.168831E-02 , 20.8845 , 6.208653 , 2.624136E-03 , 21.57523 , 0.4669182 , 22.55581 , 21.1432 , 20.80772 , 22.65255 , 22.15335 , 19.90422 , 19.62474 , 20.82351 , 20.05523 , 19.84561 , 3627.995 , 294.7252 , 13.3389 , 125.3169 , 97.61049 , 302.4377 , 1080.1 , 0.2089029 , 0.2089029 , 269.7569 , 1199.46 
01:00:29,3628.993,-6.740394E-05 , 0.040925 ,-3.603902E-02 , 20.88438 , 6.173368 , 1.890786E-03 , 21.55612 , 0.4707473 , 22.58399 , 21.10371 , 20.75482 , 22.55705 , 22.10052 , 19.88067 , 19.58317 , 20.72563 , 19.95048 , 19.81526 , 3628.993 , 294.7061 , 13.39305 , 124.1006 , 97.58392 , 280.8083 , 1080.1 , 0.2089029 , 0.2089029 , 271.0769 , 1199.73 
01:00:30,3629.992,-7.030564E-05 , 4.077031E-02 ,-0.1164003 , 20.88404 , 6.234465 , 3.62416E-03 , 21.60941 , 0.4591969 , 22.60572 , 21.16162 , 20.83955 , 22.77884 , 22.25717 , 19.95647 , 19.62058 , 20.62789 , 19.99266 , 19.90025 , 3629.992 , 294.7594 , 13.22892 , 124.6664 , 97.55837 , 287.2764 , 1080.1 , 0.208911 , 0.208911 , 263.4033 , 1199.997 
01:00:31,3630.99,-1.632201E-06 , 4.117914E-02 ,-2.331309E-02 , 20.88284 , 6.23008 , 3.809349E-03 , 21.54659 , 0.5891808 , 22.58785 , 21.27657 , 20.83762 , 22.92731 , 22.32929 , 19.94315 , 19.61185 , 20.52682 , 19.94315 , 19.92974 , 3630.99 , 294.6966 , 14.98314 , 141.9132 , 97.55782 , 288.4014 , 1080.1 , 0.2089164 , 0.2089164 , 295.2681 , 1200.276 
01:00:32,3631.989, 3.754067E-05 , 4.108759E-02 ,-7.142564E-02 , 20.88156 , 6.239029 , 4.261212E-03 , 21.6095 , 0.5705109 , 22.59005 , 21.46772 , 20.8668 , 22.9317 , 22.39672 , 19.97015 , 19.58465 , 20.61898 , 19.90254 , 20.05116 , 3631.989 , 294.7595 , 14.74541 , 141.2788 , 97.55636 , 314.1058 , 1080.1 , 0.2089164 , 0.2089164 , 290.5143 , 1200.568 
01:00:33,3632.987, 4.89661E-06 , 4.130069E-02 ,-5.547582E-02 , 20.88232 , 6.238248 , 5.350126E-03 , 21.58636 , 0.5097362 , 22.59606 , 21.47153 , 20.87943 , 22.81627 , 22.31954 , 19.98738 , 19.59969 , 20.66779 , 19.85217 , 20.10679 , 3632.987 , 294.7364 , 13.93736 , 133.2465 , 97.54333 , 301.8524 , 1080.1 , 0.2089176 , 0.2089176 , 273.9499 , 1200.85 
01:00:34,3634.001, 1.650339E-05 , 4.102603E-02 ,-2.434467E-02 , 20.88281 , 6.291022 , 5.098268E-03 , 21.66063 , 0.4637 , 22.60283 , 21.39944 , 20.85483 , 22.55336 , 22.11938 , 20.03937 , 19.55925 , 20.63639 , 19.83875 , 20.05499 , 3634.001 , 294.8106 , 13.29478 , 125.0118 , 97.51828 , 293.5168 , 1080.1 , 0.208915 , 0.208915 , 262.425 , 1201.122 
